description,category_a,category_a_target
"user常駐大陸, 想詢問返台後,可否登入SSLVPN(想確認台灣是否有帳號可登入)    TEL: 382-72359",網管,7
"使用者忘記VPN密碼,無法登入.",網管,7
15144 ，需申請外部IP,網管,7
VPN無法連線,網管,7
ID/PW can''t work,網管,7
換部門後，VPN是否需要重新申請？#16265,網管,7
#13780，無法使用訪客網路連線,網管,7
VPN and SOFTphone can''t connect .,網管,7
密碼被鎖,網管,7
無法使用vpn,網管,7
VPN issue,網管,7
VPN 無法登入,網管,7
使用者VPN無法登入,網管,7
"VPN無法使用,原本是可用的~",網管,7
訪客無線不通,網管,7
出差大陸VPN無法連線,網管,7
user在外部無法連線VPN。分機：217577。,網管,7
訪客網路無法使用,網管,7
"無法登入公司網域, user猜測是移除MSN元件造成  分機: 16675",網管,7
無法登入訪客網路. Ext: 218403,網管,7
網路不通,網管,7
"北棟7樓User反應網孔(#A186)無訊號,煩請協助處理.",網管,7
無線網路無法聯網,網管,7
#17380  辦公室整排的網路及電話都不通，網路孔上的編號分別是  PJ14B206  PJ16B208  PJ18B210,網管,7
92042110 分機:17380 網路孔不通:PJ14-B206,網管,7
SDA 北棟三樓  PL12-A252 網孔 IP Phone 螢幕沒辦法顯示,網管,7
User Port不通，號碼PL12 A252，聯絡分機#12398,網管,7
N building 3F; nerwork problem; 15438.,網管,7
network is not working,網管,7
"#381-12671   (網路有問題,一直搜尋中)",網管,7
無法登入網路,網管,7
網路孔不通.請協助處理.  Ext:13053,網管,7
PROXY似乎都會跳掉，連接無線不是很穩定但是可用，但是接有線網路就無法上網,網管,7
無線與有線網路都不通,網管,7
重開機也無效,網管,7
出現認證訊息,網管,7
使用者反應無法連線外部網路與收發信件，請協助處理，另使用者目前開會中，請使用MVPN進行聯繫溝通,網管,7
無法上Quanta首頁 and Intenet  Web,網管,7
網路不通  分機13368,網管,7
北棟5樓C區  網孔不通  孔號：PJ05  A197,網管,7
ID:0601030005  PW:20060104162624725 訪客的這一組帳號密碼無法登入，請聯絡0920282396,網管,7
"早上總機給客戶一組帳號及密碼,但試了幾次都無法使用,請儘快協助處理,謝謝,可連絡分機:14152,客戶上網的帳號:0512020078密碼:002932214602",網管,7
客人有申請無線網路使用權限，但目前無法使用，請幫忙處理(分機15426)。,網管,7
南棟3樓333會議室 訪客申請無線網路無法使用 請協助處理,網管,7
網路訊號正常，不過不能進行有關網路的作業,網管,7
無線網路無法連線,網管,7
網路不通,網管,7
"NB4 USER(#11723)反應其wireless顯示已連線且強度良好,但所抓到的IP的卻是169.254.XXX.XXX,無法正常使用網路,煩請相關同仁協助處理.",網管,7
WBU部門無線網路無法登入，請協助處理，分機17110,網管,7
The Wireless is not set up yet,網管,7
guest wireless network fail,網管,7
can''t use wireless.,網管,7
無線網路無法使用,網管,7
"USER位於南棟3樓ES,其無線網路今天突然不通,請協助其處理",網管,7
無線網路不通,網管,7
無線上網會斷斷續續,網管,7
user反應他們在南棟六樓的無線網路很不穩，請幫忙處理，謝謝!,網管,7
user 更新至SP3，導致網域無法正常,網管,7
"有線網路中午過後一直出現身分認證視窗, 無法連線",網管,7
無線網路不通,網管,7
網路孔不通，網孔編號，PL20 D260，請幫忙處理，謝謝! 聯絡分機#13204,網管,7
有線無線都無法取得IP 聯絡電話15104,網管,7
User反應網路不通，網路孔編號D227，請幫忙處理，謝謝！連絡分機 #15101,網管,7
"After change password , can''t login by new password",網管,7
"Apple電腦, 網域無法登入",網管,7
無線網路有問題   #15103,網管,7
15103 網路需驗證,網管,7
網孔不通。D009,網管,7
"部門新架了一台Sever，已經申請IP: 10.242.185.23 有開通對外網路，單號APP0118547  目前對外網路有問題，已經發現無法連到許多網站，例如 yahoo, wiki 請幫忙排解謝謝",網管,7
網路孔有問題，電話機無法連線，請協助安排人員處理，謝謝。,網管,7
有線無線網路無法連線，有線網路認證有問題。,網管,7
網路不通,網管,7
有線不通，16949,網管,7
"網孔不通，編號：C556, C547  #11772",網管,7
"電話可以通,但網路一直顯示離線",網管,7
QCO outlook(qco09.quantatw.com)沒有outlook #17423,網管,7
"user有兩個mail帳號, 一個TW,一個CN, 想要刪除TW的, #613032",網管,7
"開啟Outlook 就會當機,謝謝",網管,7
OUTLOOK 開啓後電腦變很慢,網管,7
WEBMAIL無法使用,網管,7
outlook收不到信,網管,7
#12351,網管,7
使用者反映無法正常收發信件，目前使用者在德國出差,網管,7
無法登入Web App進行收信，顯示帳號已停用。    分機：17787,網管,7
outlook無法收新信件，webmail登不進去，分機17787,網管,7
"雲端outlook 無法開啟，出現錯誤訊息 ""outlook已經停止運作""。  EXT:17107",網管,7
在家使用outlook 無法打開,網管,7
outlook空間被佔用，不知如何清除 #16819,網管,7
請問有支援手機收公司信嗎?該如何設定? Android,網管,7
於QCO上無法開啟Outlook  分機：16819,網管,7
"開啓outlook 時, 一直停在 正在啓動... 的畫面, 重新開機再啓動一次outlook, 也是一樣的狀況",網管,7
信箱滿了....,網管,7
19986，outlook 無法收發,網管,7
NB有藍芽裝置但無法捉到其他DEVICE,網管,7
"剛領的工作機, 其中usb 孔疑似無法使用, 請協助檢查",網管,7
EXCEL 2003 突然不能使用。  分機是：13638,網管,7
工作機希望安裝WIN10  #15909,網管,7
Win10更新至1809版本後無法調整螢幕亮度 (控制台沒有項目)  原本鍵盤可手動調整更新後無反應,網管,7
近期，Ubuntu正式在的Windows市集上市 參考：http://technews.tw/2017/07/12/ubuntu-windows-10/  這可以提供Windows作業系統更方便的工作環境  版本需求為Windows10版本16215.0以上 目前的作業系統版本為Windows10 版本10586  請問，公司的NB (Dell AM9) Windows10是否有機會更新Windows版本?,網管,7
OCS無法登陸 EXT:12461,網管,7
"出現記憶體毀損的訊息, 應用程式無法開啟  分機:13552",網管,7
"時常無法登入電腦，和""有時""無法連線信箱outlook。",網管,7
作業系統為WIN10，mail 需要認證才能打開的，包含人事公告和今天的薪資單,網管,7
#15412  OS: Win 10  Browser: IE 11  IE 瀏覽器想設定顯示中文語系，預設為英文,網管,7
windows工具列出現多餘的選項按鈕,網管,7
"OS的工具列異常(出現兩條),時好時壞，請幫忙處理，謝謝！",網管,7
excel 轉 pdf 的功能，以前可以使用，但現在會出現錯誤  分機：15412,網管,7
登入XP後會發生scvhost.exe錯誤,網管,7
"作業系统與Office衝突,想重灌OS",網管,7
無法收發EAMIL亦無法登出,網管,7
連接網路狀態下   電腦無法登入   輸入完帳號後無反應     無連接網路   可以登入電腦   但會一直再搜尋網路,網管,7
無法登入作業系統，僅能用安全模式。  分機：17107,網管,7
outlook無法用伺服器  重試 離線工作  都沒用,網管,7
電腦重灌問題詢問。分機：16819。,網管,7
QCO信箱問題....   #16819,網管,7
1. outlook 無法開啟 QCO  2. QCO無法登出,網管,7
Q91072214,網管,7
輸入密碼後  產生  伺服器上的安全性資料庫沒有此工作站的信任關係的帳戶  #15103,網管,7
Q83072101       Windows 7 企業版6.1 (7601),網管,7
Outlook執行非常慢,網管,7
Outlook 開啟無反應  Sandy Liaw(廖惠萍) 以協助處理  補單,網管,7
密碼過期 網路不通,網管,7
AN990111052,網管,7
Windows密碼到期卻無法更新 #15461,網管,7
"(((昨天已報修過)))  密碼過期, 舊密碼可登入系統,但無法變更密碼, 變更有提示錯誤",網管,7
MVPN: 13235，有線網路不通,網管,7
無法開機,網管,7
無法連上Internet,網管,7
咖啡倒在鍵盤上，已請user先關機，15028,網管,7
網路不通,網管,7
對外不通  IP: 10.243.232.66  MAC: 00C09FF9014F  ext. 15961,網管,7
人員出差至QSMC，無法連上網路。  分機：382 14805  手機：5648135,網管,7
user說 IE打不開,網管,7
無法連上internet,網管,7
使用者無法連線上Internet，請與使用者聯絡 #11480,網管,7
"使用者電腦無法上網,請協助處理",網管,7
"server可以連區網, 但沒辦法連internet",網管,7
WI-FI訊號有問題，連不上無線網路,網管,7
#13051  無法連上網路,網管,7
辦公室有一個區塊的網路完全無法連線(電話也不通)  位置：北棟7樓,網管,7
無法開啟客戶網站 www.sirius.com 出現access denied畫面 請協助處理,網管,7
有線網路不通 PR01 A385,網管,7
Internet Connection slow,網管,7
Internet Connection slow,網管,7
"原有電腦硬碟有問題, 換電腦需做網路及mail 設定......",網管,7
無線網路連不上，上禮拜有設定過，可是今天開始又不找不到AP也連不上無線網路了。#15743,網管,7
802.1x驗證不過,網管,7
網孔D100,網管,7
訪客無線網路不通 有線是可以的 但是訪客有移動上網的需求 請協助處理,網管,7
802.1x驗證問題不過  reboot still fail,網管,7
"今天突然驗證失敗,無法上網,分機17302",網管,7
因為重灌電腦  無法登入　　麻煩幫忙設定     本人在QSMC ext 61462                           mobile:13761371164,網管,7
網路不通,網管,7
未動設定但跳出不在廣達網域,網管,7
"使用者反應網路不通, 網孔編號 : PM02/B266",網管,7
"網路不斷出現驗證, 無法登入",網管,7
網路不通,網管,7
分機: 15749,網管,7
網孔A183 P115,網管,7
"北棟4樓無線網路不通 (之前已反應過, 請調整完後告知使用者確認有改善) #11532",網管,7
PM20B284,網管,7
"本週起wired即只能連guest,有好幾位",網管,7
"網路不斷出現驗證, 無法連上網路, 華亞PO, 3F, 孔號 M21-300",網管,7
分機：11532。無法網路staff不通,網管,7
華亞廠無線網路無法使用。#11532,網管,7
"PO BU 北棟412 會議室, 目前要開會, 無線網路不通",網管,7
the network ports of meeting room don''t work.,網管,7
輸入密碼認證未過  #16265,網管,7
#17508,網管,7
雲端outlook開啟PST檔案無法開啟，煩請幫忙處理 #17508,網管,7
電腦無法開機,網管,7
無法登入,網管,7
修改密碼後   無法登入,網管,7
請移除電腦帳戶 AN990102234 ! Thanks!,網管,7
請幫忙重設定密碼 重設後請聯絡 張曉霞 #382 24959.,網管,7
老闆的電腦無法正常登入，382-24959(張小姐),網管,7
382-24950 請用此分機聯絡,網管,7
無法進windows    上海分機 : 1592 1245 565,網管,7
密碼更換後沒有生效，現在無法登入QCO與作業系統。,網管,7
密碼已過期,網管,7
問題:電腦重灌之後沒有辦法登入所屬網域  聯絡方式:13991,網管,7
前同事離職，部門測試機無法登入，需要新設一組登入帳號,網管,7
請將此電腦名稱移除。 Q84080702 Windows 10 企業版10.0 (10586),網管,7
網孔號碼PQ14-B374 網路不通 #11532,網管,7
北棟四樓無線網路問題   #11532,網管,7
無線網路無法連線,網管,7
網路不通,網管,7
網路不通,網管,7
QSMC台幹需連QRDC網路,網管,7
無法登入quanta 網域  跑到GUEST,網管,7
找不到AP EXT:15581,網管,7
1F會議室B ，無線網路無法連線，#215581,網管,7
"有線,無線都無法連上網路，孔號：pg08 c128。#15218",網管,7
出現驗證失敗訊息!,網管,7
user 反應無法連接無線網路使用~請協助處理  #12546,網管,7
"換部門, 無線網路無法使用",網管,7
"無線網路staff ,不能連上.",網管,7
不在公司網域,網管,7
#217063(請播同仁手機聯繫)  C265 網路孔不通,網管,7
NB接上有線網物無法上網    透過無線網路連線QCO又非常緩慢  遠端時常斷線黑屏,網管,7
無線網路不通，分機13881,網管,7
無法抓到無線AP  分機:14164,網管,7
"After Ghost , can''t login Quanta",網管,7
大陸MVPN：628001，在QSMC，用microsoft office communicato(ocs)r時，無法看到大陸同事狀態，只能看到台灣同事的狀態,網管,7
大陸MVPN：628001，在QSMC，用microsoft office communicato(ocs)r時，無法看到大陸同事狀態，只能看到台灣同事的狀態,網管,7
無法連上網 出現密碼過期錯誤,網管,7
無法叫出officescan主控台    ext.11025,網管,7
電腦中的Windows Update無法自動Update.,網管,7
資產編號 需要認證,網管,7
耳機裝置失效~插入耳機聲音無法從耳機撥放,網管,7
user反映office裡的方程式編輯器無法使用,網管,7
"Skype 無法重新設定會議密碼, 且登入時會show user + 密碼錯誤",網管,7
出現灰色Windows安全性問題視窗  ext:15895,網管,7
新人電腦需要安裝win10  想申請權限 #15015,網管,7
更新OFFICE2016後無法加入會議  #15830,網管,7
user 電腦約每隔一兩天就會與網域失去信任關係~,網管,7
user反映 office (word excel等)無法插入pdf 檔,網管,7
安裝完今日更新後進入windows   開啟檔案總管或是outlook、IE等等速度異常緩慢,網管,7
Wordpad無法開啓,網管,7
新竹廣達研究院 的    系統要求更新之後系統變怪怪的,網管,7
SSLVPN無法使用,網管,7
"user驗證不過,煩請相關同仁協助處理.",網管,7
網路不通,網管,7
"對內對外網路都不通,已參照教學文件設定,但還是無法連線,#11249",網管,7
User無法網路不通，請幫忙處理，謝謝！分機#11249,網管,7
分機:17435,網管,7
user的新NB沒有有線網孔，無線網路也不通，需要幫忙設定。,網管,7
網路一直出現驗證失敗  分機:17160,網管,7
偵測不到無線網路，17160,網管,7
網路不通--南棟三樓   分機12235,網管,7
連線到網路持續提示輸入帳號密碼，無法上網 #12235,網管,7
#13439,網管,7
使用者早上換過Window帳號密碼後，網路就一直提示欲輸入帳號密碼的訊息視窗。,網管,7
使用者反應有線網路延遲非常嚴重 請協助處理,網管,7
"User網路不通,拿到的IP:169.254.142.107,煩請協助處理.",網管,7
"網路突然斷掉,不通",網管,7
VPN can''t be used,網管,7
網路不通,網管,7
"user的網路不通,無法使用,分機13439",網管,7
"有線網路無法連線,3個網路孔皆無法連線:  #16865 PE16 C088 PE14 C086 PE11 C083",網管,7
有線網路不通PY08/A440  分機: 17432,網管,7
"已離職同事留下PC,但需要備份研發資料,但因卡密碼而無法登入,是否可提供密碼或是請mis輩分",網管,7
分機: 17912  問題: 作業系統的同一應用程式多次開啟後(如IE)，於工作列會縮成同一個Icon，如何可設定不要合併顯示?,網管,7
Windows 2007的有個目錄document 2007無法開啟,網管,7
使用者 系統畫面 出現亂碼,網管,7
無法設定PIN  #17022,網管,7
想解鎖離職同仁電腦硬碟  #15605,網管,7
要解鎖磁碟機，顯示需管理員帳號,網管,7
#13930  電腦無法正常開機，還請幫忙處理，感謝!,網管,7
"有三位同仁(10605037, 10403010, 10605057)電腦更新後發生鍵盤無法使用的問題，請幫忙處理。",網管,7
"該員使用outlook遇到公司內部發出的加密信件 無法開啟  跳出認證問題  煩請協助 ,該員分機:16631",網管,7
"Internet 首頁設定被大陸網站入侵,無法修改",網管,7
無法開啟office 2007檔案，詢問是否需要安裝2007,網管,7
當機之後 重開機登入 沒有任何畫面 按ctrl+alt+delete也沒反應,網管,7
電腦螢幕出現水波紋,網管,7
北棟7樓網路不通,網管,7
北棟4FC區裡面要用視訊會議但是網路不通  分機:17032,網管,7
在大陸出差網路DNS伺服器無回應  不知道是否要請求台灣or大陸的IT來協助  #387-34616,網管,7
連線至https://wppr.necp.co.jp/cs(客戶網站) 需要輸入帳號密碼資訊，無法連線   不確定是哪方網路設定有問題,網管,7
工號：10005902 聯絡分機：17601 問題：MyMeetingPlace申請無法正常使用，請協助處理,網管,7
DHCP IP衝突,網管,7
詢問南棟三樓會議室(317)有線網路設定方式  分機：15024,網管,7
無法登錄廣達網域 # 15276,網管,7
IE會自動的失效並要求關閉,網管,7
使用者無法使用VPN上傳資料,網管,7
"SONY customer fTP site host:61.58.43.250 使用者連上這台FTP sony fTP site,卻time out，但用別台電腦卻沒有問題，  當初這台ftp site有mis人員協助 設定和sony ftp site",網管,7
網頁登入一直要求輸入帳號密碼,網管,7
87062502    座位上網路孔故障,網管,7
93120105   13382  電腦無法上網,網管,7
96060716  先前申請的ftp權限因為更換電腦而無法使用,網管,7
無法 enable local netwok  TEL:16347,網管,7
"台灣同仁到大陸出差,NB有問題,在大陸MIS申請臨時的電腦,可是大陸的MIS說只能家大陸員工的網域,無法連回來台灣,請協助處理.  #385-20208",網管,7
"使用者在 QSMC出差,NB 無法加入廣達網域使用.   聯絡分機: 382#41102",網管,7
旺年會信件無法點擊超連結，分機:13235,網管,7
"協助H2BU印表機安裝  彩色雷射印表機(HP Color LaserJet 2700n)   於Server上, 命名為:HHBU",網管,7
"因搬至新辦公室,使得印表機需重新設定.",網管,7
North 4F MIS office - printer can''t work,網管,7
南棟五樓 B 區 #17032,網管,7
PRINTER無法列印，南棟 5F B區,網管,7
"In QRDC , 申請架設印表機並加入網域 ext. 12233 (印表機已放置於user 辦公室)",網管,7
"user新安裝了Printer,需要做設定,煩請相關同仁協助處理",網管,7
印表機無法連線列印,網管,7
user安裝印表機MIS P3005 driver時無法安裝並出現【無法完成操作】之視窗(#12143),網管,7
"1999問題單-印表機列印工作無法刪除,",網管,7
印表機印出文件在固定地方都會有污點,網管,7
部門印表機NB5RD-5M 列印時都會出現錯誤列印訊息 請協助處理,網管,7
"user 換了printer的位置, 可能需要重設定,請協助",網管,7
11249，找不到某台網路印表機,網管,7
"印表機有問題,大家都不能使用",網管,7
#11532,網管,7
"印表機故障, 需要維修    印表機名稱 POZ3200-3F    TEL:11532",網管,7
運籌中心印表機無法列印,網管,7
"電話無法連線, 螢幕無顯示",網管,7
User''s network connection cuts off from time to time.  Network Number: C181.,網管,7
"IP Phone 不通, port: D311",網管,7
網路不通。網路號：D311。分機：15363,網管,7
網點 PH19 A163,網管,7
有線網路無法使用,網管,7
有線網路孔不通  ext:16982,網管,7
分機12992,網管,7
南棟6樓 C301 網孔不通 請協助處理,網管,7
NB4-無線網路不通 #13368,網管,7
每次開機登入，皆會跳出驗證視窗，但唯有重新開機後才能夠認證成功。,網管,7
無法連到staff,網管,7
網路無法連線，EXT:13368,網管,7
出現驗證失敗,網管,7
無線網路只抓到guest，抓不到部門的...聯絡電話13368,網管,7
座位有線網路不通,網管,7
無法摙接網路 #13672,網管,7
"P101,A169。#13672",網管,7
"網路孔不通, 編號PB06 C006  Ext: 14160",網管,7
登入QCO後有畫面但OUTLOOK無法使用及畫面停頓卡住,網管,7
"雲端死機,OUTLOOK和OCS都無法開啟.   #381-17107",網管,7
雲端無法登入,網管,7
QCO登不進去,網管,7
"原先登入後, 沒有畫面, 因此執行登出, 在登出時出現錯誤訊息: 請等候 system event notification service, 後來強行關掉後, 再行登入時, 還是看到這個錯誤訊息, 登出並沒有成功",網管,7
無法登出,網管,7
#17367,網管,7
登入後無法操作 #13506,網管,7
部門很多人無法連線 #16265,網管,7
雲端Outlook一直當掉，用一下就沒有回應也會漏信。QCO07  分機: 17508,網管,7
無法連上QCO,網管,7
QCO04 效能異常,網管,7
#無法登入,網管,7
信箱快要滿了 無法正常收發信件 #15743,網管,7
信件寄出以後本機上的outlook寄件備份找不到該信，但是手機上的outlook有這封信。,網管,7
顯示空間不足,網管,7
變更密碼後，手機開始無法收發信件，請協助確認問題,網管,7
outlook 打不開,網管,7
#17415,網管,7
"家裡電腦需要收發公司郵件，需以""複製""的方式從mail server中收至家中電腦的outlook，上班時亦可再收發已收至家裡outlook的信件，煩請幫忙如何設定",網管,7
"Outlook 開啟後一直顯示載入設定檔中, 無法正常進入使用",網管,7
本機無法收信。人在出差。分機：381-43179,網管,7
外派至大陸，目前有兩個email 帳號，Jason.Chu@quantatw.com 與 Jason.Chu@quantacn.com，希望寄到Jason.Chu@quantatw.com 的郵件可以自動轉寄到Jason.Chu@quantacn.com,網管,7
"Hi,不好意思, 不知道是不是設定問題, 我的雲端Outlook在周三上午之後就沒辦法接收郵件進來, 發送應該是沒問題.   可以幫我嗎?    感謝",網管,7
薪資單及其他需要憑證的信件都無法開啟,網管,7
已將信件收下，但持續提示信箱將滿,網管,7
想移除Mail Group裡其中一位已離職人員  #13099,網管,7
webmail.quanta.com無法登入  #382 24950,網管,7
Outlook無法正常開啟,網管,7
"使用本機上的outlook 收發一件, 已有定期清空信箱空間, 但今日一直提示信箱已滿, 無法正常收發郵件",網管,7
OUTLOOK malfunction,網管,7
信箱已滿,網管,7
ARM 廠商的EMAIL 系統所發的自動通知郵件無法被我們公司端所收到。請盡快查明原因。謝謝,網管,7
工作需求。  Amy,網管,7
對於工作性質不適合使用QCO，請將工作環境移轉至個人電腦使用,網管,7
"需要本機使用outlook, 有個人的輸入法與紀錄MS Lync conversation history.",網管,7
YF,網管,7
已請Brenda Yeh 處理.,網管,7
經常出差需用外往連上QCO，外網頻寬以及訊號經常不穩定，QCO不易使用，故申請在本機收發信件。,網管,7
申請Outlook移至本機使用,網管,7
申請Outlook移至本機使用,網管,7
VPN無法使用,網管,7
工號：10110023  分機:   16812  問題：申請雲端權限移除,網管,7
使用本機Outlook (QCO權限移除),網管,7
工作性質不適合使用 QCO,網管,7
使用本機outlook,網管,7
已請Brenda Yeh 處理完成.,網管,7
使用者QCO使用不便，欲回本機使用，請協助。#18962,網管,7
"常需至廠商作業,網路不見得穩定透過QCO 收發mail 不方便也無法及時收到訊息",網管,7
已請Brenda Yeh處理完成.,網管,7
"需要切換畫面才知道有新郵件通知,造成效率上的延誤",網管,7
工作需求,網管,7
休眠狀態後，會一直無法登入；,網管,7
win7 無法正常啟動 (變成非法) ==>已至MIS解決,網管,7
郵件有寄出但是在寄件備份看不到,網管,7
分機: 17896  詢問本機outlook在客戶端使用，而不用連上QCO,網管,7
早上看過的信都消失了  找不到,網管,7
"在系統登出時會發生, ""LogonUI.exe映像錯誤""",網管,7
AN990105523,網管,7
Q10203027-1,網管,7
前幾天剛於IT灌好的NB登入後會顯示WINDOWS未授權   需要大量授權的合法ID,網管,7
分機: 15920  問題: 更改密碼登入後，系統一直要求重新驗證，但不論新舊密碼皆無法驗證，目前系統功能無法使用。,網管,7
"雲端(QCO08)使用outlook2016, 經常性當機, 請問是什麼問題?有方法可解?",網管,7
無法登入作業系統，須設定登入帳號。分機：13628,網管,7
電腦內的檔案都多出奇怪的附檔名 請協助處理,網管,7
最近中午12點 offie scan 會彈出掃描的訊息，但是跑一跑電腦會自動重開，已經連續一個星期了，開啟的檔案全部都被關閉，不確定是不是電腦中毒，但在本週之前都沒有發生過這種狀況，可協助確認嗎? 感謝。,網管,7
17423，ORCAD無法安裝,網管,7
OR軟體無法執行,網管,7
電腦疑似中毒,網管,7
需要ZIP安裝路徑,網管,7
#12333  電腦中沒有OCS，如何安裝,網管,7
電腦更新後 office出現產品未啟動的授權問題 請協助 謝謝,網管,7
申請者在上海出差，電腦重灌。  從公司Server抓下來的顯卡驅動無法安裝  ext:15921245565,網管,7
port shutdown( port number: PG10A130 ),網管,7
來台出差網路不通,網管,7
network did not work,網管,7
network unstable,網管,7
"user想要連到guest網路,但是都搜尋不到",網管,7
無線網路account無法使用  account : apple Password: 258794  account : apple Password: 271798,網管,7
"User(#11699)反應無法拿到DHCP配發的IP,煩請協助檢測處理.",網管,7
Mac Tower機器無法上網. Tel: 11699.,網管,7
"網路不通, 電話也不通 PC01-C025 (VPN# 2-12136 )",網管,7
"無法登入網域,欲申請加入網域      97051201, 92070124 兩位user",網管,7
要求輸入密碼認證，輸入後無用會跳到網址172.20.170.3,網管,7
"出差至大陸,目前用大陸提供的電腦,但無法連回myquanta  分機:382-24890",網管,7
無線網路不能使用,網管,7
北棟的B3網孔會連到Guest網段，IP:10.243.64.77  編號：PC06-B036  #10293,網管,7
分機：12139。無法登入網域。,網管,7
南棟3樓C574網孔不通。,網管,7
"網路對內OK, 對外不通, GOOGLE, YAHOO皆被封鎖. 使用無線網路",網管,7
"user 反應網路不通, #216949",網管,7
"使用者反應網路電話斷斷續續不穩定, 網孔編號 C216, Ext.15004",網管,7
網路孔不通，分機17962,網管,7
17962,網管,7
17962,網管,7
"無線網路出現""沒有可使用的連線""。  請聯絡MVPN: 217962",網管,7
網孔：PK01  A217    #12467,網管,7
"有線網路與無線網路接無法通過驗證,請協助",網管,7
網孔：PK01 A217,網管,7
"NB7,北棟五樓, 網路不通, 網路孔編號: PI-11A179",網管,7
分機: 16538,網管,7
無法無線上網  分機: 13757,網管,7
15246，網孔PP10/B346,網管,7
有線網路不通,網管,7
新工作機申請網路，proE權限,網管,7
#12691,網管,7
分機12691,網管,7
"無法收發信件, 無法連結外部網站",網管,7
開機登錄時顯示此工作站和網域間的信任關希失敗,網管,7
無法登入公司網域,網管,7
無法連結內部網頁,網管,7
Wireless network can not work.,網管,7
薪資單打不開,網管,7
Web  ati.amd.com after login . Can''t show new web .,網管,7
無法download檔案(60MB),網管,7
"Dear Ellis,    您好，我是 H2BU C. K.  因為目前部門參與 PX1 計畫，需要申請加入 PX1 專用網域  麻煩您幫忙設定以下網路孔已加入 PX1 網域    PM05-A269  PM14-A278  PM03-A267  PM12-A276  PM01-A265  PM10-A724  PL24-A264  PM08-A272  PL21-A261  PL20-A260  PL23-A263  PL22-A262    感恩    Best Regard,  C.K",網管,7
"剛換一台電腦, 可能是認證機制沒有設定, 可否請求協助? 謝謝!!",網管,7
無法報名QEX線上課程,網管,7
.,網管,7
MSN升級到最新版後.無法連線.出現以下訊息:   無法登入.可能因為防火牆  主要連接埠出現黃色驚嘆號,網管,7
非總廠寄出的加密郵件都無法開啟,網管,7
連不上雲端,網管,7
"Dear sir,    I cannot link the webpage of My Quanta, so could you help this?  thanks.",網管,7
"Hi,  My Quanta 連不上, 似乎網頁被綁架了. 請協助. 謝謝",網管,7
"hi,  有兩個問題  1. 考績網頁無法填寫  2. 無法聯外網  謝謝",網管,7
無法連到BU12 SD1 圖檔server BU12-SD1-SVR.,網管,7
"連線其他公司內部網站沒問題，可是QEX一直要驗證，輸入幾百次了還是不行    Authorization Required  This server could not verify that you are authorized to access the document requested. Either you supplied the wrong credentials (e.g., bad password), or your browser doesn''t understand how to supply the credentials required.      --------------------------------------------------------------------------------    Apache/2.2.15 (CentOS) Server at qex Port 80",網管,7
"開啟薪資單時出現""此內容無法透過您目前的認證進行存取，您要使用Microsoft 帳戶來存取此內容嗎?""   以及""嘗試連線到Active Directory Rights Management service 伺服器時發生錯誤""",網管,7
無法安裝Chrome。#17047,網管,7
13120，要連到客人的SERVER,網管,7
分機:12356,網管,7
無法連上網路,網管,7
網路不通,網管,7
"區域網路驗證失敗,",網管,7
華亞廠的網路對內對外都不通，無線有線都不通  ext: 11532,網管,7
無法上Internet,網管,7
對外網路不通 #15032,網管,7
有線網路 pin不到ip address,網管,7
無法使用IE,網管,7
User 反應網路很慢 網孔:292 分機:11543,網管,7
"user上星期之前操作一切正常,今日到公司後發現無法連上Internet網頁(內部網頁可以使用,mail也可正常收發),煩請相關人員協助處理.",網管,7
更新完windows xp service pack 3之後，無法連上公司網域,網管,7
User反應網路不通，請協助處理。分機5920,網管,7
"進去公司網路不斷出現Qaunta Internet Access要輸入帳密的畫面, 無法登入作業  分機:16347",網管,7
ESBU業務 反應S332會議室網路孔沒有訊號 請協助處理 (今日10點以前處理完畢),網管,7
無法存取客戶系統(ftp),網管,7
無線網路不通，分機11752(南棟五樓NB2),網管,7
"I am have buiness at QSMC F6.  My msn can''t connect but IE is ok.  Proxy setting is right.  在QSMC F6連不上, 但是在松林會館宿舍是ok的  點選msn的連線設定, TCP測試連不上, http is ok",網管,7
"我的電腦無法使用無線網路 , 但是使用有線網路可以正常連線 , 已經確認過無線網路設定有打開 , 上週都還是正常的連線 , 但是今天一開機就無法連線了",網管,7
因為剛出差回來 要更新PC問題點 發生了無法更新的狀況 使用IE上網也無法上網,網管,7
分機:17618  問題:電池無法充電,網管,7
網路孔: B116  分機: 11442,網管,7
已請Brenda Yeh 處理.,網管,7
恢復本機作業,網管,7
工作需求,網管,7
因出差大陸無法適用雲端收接信件造成本機信件與雲端信件無法同步處理。,網管,7
使用本機Outlook(QCO權限移除),網管,7
需要MIS協助將雲端資料移轉到本機，謝謝!,網管,7
移除雲端outlook,網管,7
申請使用本機Outlook.,網管,7
請協助移除QCO   是否可以協助本機outlook設定?(提供SOP),網管,7
分機: 19882  問題: IP Phone重新插網路線之後，一直無法完成IP設定，也無法進入電話初始頁面，停留在TFTP P00308010200 loads.,網管,7
分機: 19882  問題: IP Phone重新插網路線之後，一直無法完成IP設定，也無法進入電話初始頁面，停留在TFTP P00308010200 loads.,網管,7
分機: 19882  問題: IP Phone重新插網路線之後，一直無法完成IP設定，也無法進入電話初始頁面，停留在TFTP P00308010200 loads.,網管,7
