description,category_a,category_a_target
"特殊無線網路帳號申請:  事由: 客戶Google ChromeOS系列專案需求長期無線網路帳號以便相關測試測試. 網速需求10mb+, 為避免每週申請所帶來的不便，期望申請帳號有效時間6個月。",網管,8
"QCS無法使用電腦本身的microphone,但使用skype等其他的都沒問題  系統會突然自己關機,有時按power鍵還無法開機  另外有時營幕調整,也會自動關機  因為9/20要出差,因此急著需要確認此問題,不然擔心出差期間電腦掛了",網管,8
密碼過期 #17819,網管,8
office scan 已安裝但是會一直跳出安裝提示畫面,網管,8
電腦密碼忘記,網管,8
PLM密碼遺忘  ext:382-43463,網管,8
想詢問有一些產業界訊息的網站為何被歸類為限制讀取的網站名單中,網管,8
重慶出差中，IE8 需要升級至IE9，請提供升級方式或連結 385#699523,網管,8
"Adobe Reader X 無法更新, 似乎是使用來源不正確.  我有把錯誤訊息 print screen 下來, 如有需要我可以提供, 謝謝!  請求協助, thank you!    MARK",網管,8
風扇時常全轉,網管,8
使用Allegro viewer 16.6用一段時間會blue screen,網管,8
有線網路不通 無法使用 請協助處理 謝謝  EXT:17686,網管,8
"USER反應無法登錄廣達網域,分機15429",網管,8
#15429 NB3副總從國外回來，有線及無線網路都無法連上,網管,8
network is not stable,網管,8
座位上的有線網路孔不通,網管,8
網路不通,網管,8
"無法連結內部網站,也無法收信",網管,8
分機12259 南棟3樓c293,網管,8
無法登入廣達的網域,網管,8
無線網路不通,網管,8
接桌機後網路驗證不過,網管,8
"PR23, A407  #12723",網管,8
"部門申請的 Server IP: 10.242.185.21 在今早 公司網路 server reset 後. 網路就不通. 訊息為""網路身分認證不過"". 請盡快幫忙處裡.",網管,8
"北棟,7樓,無法網路無法連線",網管,8
網路不通,網管,8
網路孔不通 D296/D289  分機: 11390,網管,8
1.網路孔不通  2. ADSL不通,網管,8
Outllok 無法連接上伺服器,網管,8
"使用\\qrdcfs01\RMSclient 的RMSClientCache , 還是開不了",網管,8
有些郵件無法開啟,網管,8
outlook 打不開,網管,8
無法開啟薪資單,網管,8
載入設定檔後一直卡住,網管,8
mail寄不出去,網管,8
#12318,網管,8
洗衣坊無法開啟Outlook發送Mail  請打分機　#14961,網管,8
雲端環境outlook當機  重新登入也無法開啟 #39519413,網管,8
"PST檔刪除, 不知是否可以救回? #18896",網管,8
"薪資單打不開 (因下周出差, 煩請今日協助) #15071",網管,8
薪資單無法開啟,網管,8
8:30以後信件無法收發,網管,8
分機: 13489  無法收發email,網管,8
本機outlook會顯示空間不夠,網管,8
打開outlook時會跑出一推錯誤訊息視窗。,網管,8
無法正常收信,網管,8
您好，我的Outlook最近常頓頓的，常常在一個畫面就卡很久，甚至常常都變成沒有回應當機了，  請麻煩協助處理，謝謝～,網管,8
本機outlook無法收送，寄信時會出現錯誤，收信也無法收 #15846,網管,8
13505  鎖定之後無法登入,網管,8
Windows授權無法啟用，執行slmgr -ato也沒用。,網管,8
開機時會出現錯誤訊息,網管,8
Q94080806-2 Windows 7 企業版6.1 (7601),網管,8
分機：12318  開機時顯示系統需要修復，插入安裝光碟。,網管,8
AN980101106,網管,8
無法登入,網管,8
#16601 今天開機後發現桌面東西與原先不同，重新後機多次後桌面背景變為黑色                 連平常使用的程式也都無法使用!!,網管,8
"密碼已遺忘,謝謝",網管,8
可正常收信、使用網路，但是待機進入鎖定畫面後登入顯示無授權，重開機仍有相同問題  #18273,網管,8
"登入電腦後，一段時間沒使用電腦，重新輸入帳密後，會出現 ""安全性問題....""導致無法重新log in",網管,8
#18896  過去使用正常，直到昨天開機顯示Windows 7 非正版，未授權。,網管,8
"無法登入錯誤訊息:此工作站和主要網域間連線不信任,  #18945",網管,8
"user請長假在家 ,但電腦出問題得重加網域",網管,8
密碼過期，無法登入桌面。嘗試用Web mail方式修改無效。,網管,8
Outlook無法收信,網管,8
skype2016安裝過程出現錯誤訊息 無法順利執行,網管,8
申請者已更新密碼，但是仍一直出現要重新輸入帳號密碼的畫面，特別是Lync一直跳出來。  ext:15983,網管,8
詢問申請和費用的問題,網管,8
"需查看ocs通訊紀錄,操作詢問",網管,8
商務用SKYPE開會時無法讀取/分享PPT  (lync 由於網路問題 無法連線到簡報 請稍後再試),網管,8
Android 手機 Lync 沒地方可以輸入使用者名稱,網管,8
#13602    Lync 無法看到外部客戶的狀態,網管,8
Android 手機如何使用 Lync (FAQ無文件),網管,8
Lync 檔案無法傳送接收，常常訊息傳一傳會遇到Lync盪掉，要強制結束再從新連接  上週才開始有這樣情況，以前不會,網管,8
因為自行加RAM，出差的時候進出廠檢查都跟原本規格不符，請問可以調整電腦規格資訊把原本RAM 4G改成8G嗎?,網管,8
Outlook無法新增線上會議內容  #18027,網管,8
User not able to login to Windows,網管,8
user 反應網路不通   #11562,網管,8
can''t use wireless,網管,8
無線網路常無法連線~,網管,8
南棟2樓NB1編號：C197網路不通,網管,8
"無法連上外部網路,謝謝",網管,8
使用者 網路不通.,網管,8
"孔號:DP09-A345  北棟6F-NB3    此孔為先前申請實驗之用, 但今天被DISABLE了",網管,8
無線網路不通 #19979,網管,8
分機13452,網管,8
"User反應無法連線公司系統,經查為驗證服務停止,重新啟動後即可",網管,8
"重開機後,無法登入網域",網管,8
"無法進入網域,人在上海出差,請撥382#47811",網管,8
區域網路驗證一直無法通過。,網管,8
有線網路會一直掉封包，有試過桌上話機重連、再重連NB，還是一樣掉封包，辦公室在南棟5F A區，網孔被檔住看不到編號。#15182,網管,8
"開機時會顯示錯誤訊息如下: 無法升級/更新OfficeScan 代理程式, 至少有一個檔案無法取代, 請卸載Office Scan用戶端或 OfficeScan代理程式, 然後再試一次",網管,8
防毒軟體沒安裝完成,網管,8
防毒軟體沒法更新病毒碼,網管,8
防毒軟體無法正常使用,網管,8
(1)OFFICE SCAN變紅色  (2) PDF reader 無法安裝  12283,網管,8
防毒軟體一直無法完成更新,網管,8
"防毒軟體無法使用其主控介面，一直顯""正在進行元件更新，請稍後""，但已經更新5天了。感覺電腦速度因而變得很慢。已有重新開機，但其況一樣。",網管,8
防毒軟體一直，說他自己無法連線更新,網管,8
防毒軟體，開機後，會自行關閉。,網管,8
"最近Skype 常跳出對話框 ""需要網路密碼才能連線"" ,每次出現都有打上要求的使用者名稱/密碼, 但仍一直跳出對話框, 打單的此時 我的skupe 是可以用的  麻煩請幫忙解決對話框的問題 謝謝",網管,8
"電腦顯示找不到防毒軟體, 請協助處理.",網管,8
您好  我Skype這幾天一直無法登入 是否能夠幫忙處理 感謝,網管,8
58000會議ID過期，想重新申請，但mail通知的網站上不去。,網管,8
出現OUTLOOK認證錯誤（已重新開機登入過），瀏覽器IE也無法開啟使用。,網管,8
OUTLOOK 操作問題-新增收件夾相關,網管,8
"請問, 要將outlook郵件存到自己本機底下的 partition如 D:\  該如何操作, 謝謝",網管,8
"這幾天打開outlook, 都會談出一個錯誤訊息:  無法升級OfficeScan代理程式, 安裝套件是從OfficeScan伺服器建立的, 而該伺服器並不管理安裝在這部電腦上的用戶端.   請向您的OfficeScan管理員報告此問題    請問我這邊要怎麼處裡",網管,8
"不時會收到廣告信件,想請MIS協助擋掉信件  #18923",網管,8
信箱一下子就爆了，剛剛看mail server容量大小只有600M，是否可以協助確認大小? 感謝。,網管,8
有兩個問題  1.skype無法登入  2.想改有本機電腦outlook去收發mail,網管,8
"user在台灣的outlook通訊錄無法查到QSMC的同事聯絡資訊(A2100874, super.lee@quantacn.com)，煩請協助處理。",網管,8
"SMTP 寄件伺服器登入失敗,無法使用Mac mail發送信件 (收信ok)",網管,8
"分機15546,outlook容量超過在清除後，需要重新開機才可以在正常收發MAIL，請問如何設定才不用重新開機就可以繼續收發郵件",網管,8
信件無法寄送至某位同仁，請協助處理。,網管,8
google account -使用公司的帳號 ，之前IT更新IE之後，QCO無法登入。但是申請者的本機都可正常登入。  ext: 16485 (申請者常常不在位置上，請打MVPN連絡),網管,8
Outlook mail資料已刪減許多，檔案大小一直都保持不變  想確認是否有其他PST檔案或是其他信件資料。  EXT:16485,網管,8
#13419  無法開啟加密文件,網管,8
"Hello,  最近不管在公司網路或是 vpn 連線狀況之下，我的筆電 outlook 都會跳出輸入密碼視窗，輸密碼入卻還是重複跳出來，並且進度顯示錯誤，導致無法正常收發信。  錯誤截圖如下  https://drive.google.com/file/d/0B00jdb4qHvq5WlNnWTBDQ0xza0U/view?usp=sharing    但是用家裡的網路，或是外面 (非公司) 網路就可以用筆電的 outlook 收發信。  可否代為幫忙檢查是否伺服器出問題? 謝謝",網管,8
Outlook 無法開啟,網管,8
"有信件收不到, Server上也查不到, 請協助處理, #16238",網管,8
每日新聞收不到,網管,8
"需要重灌電腦,加網域",網管,8
"登入電腦時，出現""此工作站和主要網域間的信任關係失敗""。",網管,8
Windows7提示輸入產品金鑰  EXT:15247,網管,8
電腦帳戶移除 AP990111893,網管,8
outlook無法使用,網管,8
請移除該電腦帳戶: XML-SERVER Windows 8.1 企業版6.3 (9600),網管,8
"申請移除電腦帳號 "" Q92030314-1 "".",網管,8
申請者常駐大陸，現連回QRDC的密碼過期  ext:12014,網管,8
#18923  更新密碼後，重新開機，用新密碼無法登入，用舊密碼可以登入，但無法連上公司內部網頁,網管,8
密碼遺忘無法登入  #18289,網管,8
舊的電腦帳號密碼無法登入，新電腦壞掉要送修,網管,8
分機16456  舊電腦無法登入,網管,8
過期,網管,8
移除電腦名稱: AP990110588,網管,8
無法登入系統,網管,8
雲端桌面無法連線  分機：18902,網管,8
雲端登入後桌面無畫面可連線outlook,網管,8
QCO無法登入  (1)  http://ppt.cc/JBAA     (2)  http://ppt.cc/cvCX,網管,8
登入雲端後  執行任何程式皆無反應,網管,8
分機12027 QCO無法登入,網管,8
輸入密碼仍無法登入雲端,網管,8
無法登入,網管,8
無法登入,網管,8
"您好,不知為何我公司配的電腦無法登入QCO, 錯誤訊息""此電腦無法驗證RD閘道........."" , 相同設定,在自已家的電腦就可以連上.      我急需解決公司配的電腦無法登入QCO的問題,上個月我帶回家時還可以登入,最近都不行",網管,8
連線登入  顯示遠端作業忙碌  無法登入,網管,8
您好，今天早上可登入 QCO，但現在輸入帳號密碼之後，卡在桌面處理，沒多久就跳出視窗說是無法連線，請幫忙看看是什麼問題。謝謝,網管,8
"user使用固定IP 10.241.97.50,ping Default Gateway 10.241.96.1無回應,請協助處理.",網管,8
內部系統都可使用  可是\\qrdcfs01\  server無法使用，出現錯誤訊息網路管理者無法提供此訊息,網管,8
"NB4 FTP 對外Server 電腦搬移位置須要從新設定 gateway (原北棟 3F 搬到北棟 5F ).  對外IP: 203.75.58.81 對應到公司內部固定 10.241.88.100,目前 PING gateway 10.241.88.1 沒有回應...",網管,8
LAN Networking not working,網管,8
搜尋不到網域,網管,8
網路不通,網管,8
網孔沒有反應。,網管,8
"因為業務需要,需要連上部門的FTP(10.241.57.2)上傳資料給客戶以及QSMC人員  目前工作機的IP為10.241.72.118",網管,8
"部門有架設FTP供客戶廠商上下載使用  目前內部ip有狀況,無法使用FTP or vnc去管理,但是外部ip是正常可以使用的  內部ip為: 10.241.57.4  外部ip為:210.61.111.34",網管,8
重灌電腦後網路不通.,網管,8
user 反應網路不通  # 217641,網管,8
有線網路不通,網管,8
user反應不能上網,網管,8
使用者忘記登入網域之密碼,網管,8
網路孔有問題，可能協助檢測，以確定無法上網的原因是否為網路孔問題,網管,8
304會議室網路孔不通  網路號：P708 B032  分機：18272,網管,8
電腦網路不通 PD23--A023,網管,8
"無法連線至hp 客戶系統, 出現""Proxy 伺服器沒有回應"",    https://prp-si.corp.hp.com/si/",網管,8
"客戶的QA server 必須以IE9 以上的瀏覽器, 才能使用  請求幫忙升級至IE9 (工作機本機為IE8)",網管,8
無法開啟薪資單，分機15202,網管,8
"15679 , 無法連到某台 Server , 上傳會失敗",網管,8
無法登入客戶提供的網址,網管,8
"無線網路無法搜尋到""Staff""",網管,8
無法連線BMS系統，認證不通過。#15426,網管,8
加密郵件打不開,網管,8
無法將設定到BU4，無法同步design 作業。    \\bu4-me-data-svr\,網管,8
於QCO上無法連上公司內部網頁  分機：11413,網管,8
分機: 17753  問題: 薪資單開啟時顯示缺少元件無法開啟,網管,8
"Ping  10.242.184.38可通,但是連不上share folder.",網管,8
CCBU01 10.242.184.38 連不上。,網管,8
薪資單等加密mail無法開啟 再麻煩處理 感謝,網管,8
廠商MIS直接打來說 無法寄信給廣達 02 2298 0899 #363 盧先生  圜達實業 @dip.com.tw,網管,8
http://202.182.225.138/Citrix/XenApp/auth/login.aspx?CTX_FromLoggedoutPage=1  Sony網頁  對方說要開 port 1494才可以使用裡面的應用程式,網管,8
17727,網管,8
申請公司內部網路連到外部的git,網管,8
已請Brenda Yeh 處理.,網管,8
連接QCO使用Outlook有時斷線或是畫面很慢,網管,8
取消雲端連線!!,網管,8
YF已處理,網管,8
已請Brenda Yeh 處理.,網管,8
Remove QCO,網管,8
"雲端不穩定,與假日在家連遠端作業耗時.",網管,8
QCO權限移除,網管,8
"收發郵件易當掉,郵件常不見或隔很久才收到",網管,8
因工作性質關係不適於在QCO與本機之間頻繁切換,網管,8
已請Brenda Yeh處理完.,網管,8
"重裝office，出現""產品驗證失敗""訊息，無法做用，分機13367",網管,8
無法使用MSN,網管,8
刪除goolge瀏覽器後，超連結無法使用。  #16292,網管,8
分機11578，重灌後需要加入網域,網管,8
OA5 Wifi 4.0 安裝完之後無法執行  #17899,網管,8
電腦中毒  #16039,網管,8
#18945  今天一直無法開啟Excel，會出現「傳送命令給程式發生錯誤」的訊息!!               其他Office軟體都能正常開啟!!,網管,8
"懷疑電腦中毒：同事收到自己發出的信件,但並沒有寄過信件給同事",網管,8
"1. officescan 失效  2. 收到公司網管通知,我的email寄往不知名的帳戶  3. outlook有特殊幾封email無法寄出.永遠儲存於寄件夾內",網管,8
線上安裝JAVA1.5無法順利下載安裝檔。PDM。分機：16485,網管,8
網路狀態 正在嘗試驗證中 網路無法連線,網管,8
北棟7樓C區 孔號: PO01-A313 不通,網管,8
"使用者反應無法使用內部網路瀏覽網站,Ext.18757",網管,8
原单号 1700002832 的问题没有解决！网路连线依然很慢！甚至无法进入填写问题单，需要多次尝试才进入系统。邮件收发缓慢！ 尝试填写 19999申请单，大约花了 25 分钟才顺利填完......,網管,8
#66665   台北分公司網路完全不通，所有人工作無法正常運作,網管,8
分機：66665。網路不通。,網管,8
無線網路不通,網管,8
部門無線網路收訊斷斷續續,網管,8
"網路孔A210接上設備後沒有訊號,請協助處理",網管,8
"網路孔有問題,伺服器的網路狀態不穩定,請協助處理",網管,8
"座位網路孔疑似故障,拔網路線再插回出現驗證訊息,無法連線,需重新登出/登入網域始恢復連線  測試鄰近坐位網路孔有些無此問題,有些有",網管,8
13047 網路不通,網管,8
"網路孔斷電斷訊,PI22 A190;PI23 A191;PI24 A192  一台有加網域久未開機的電腦,插網路孔,幾秒後顯示網路線拔除,該網路孔即失效,插其他電腦,桌機電話均無訊號  測試其他網路孔發生相同情形",網管,8
"有線網路不通,辦公室NB3北棟C區,#17180",網管,8
附近同仁都無法上網,網管,8
網路不通 #15379,網管,8
電腦無法開機,網管,8
電腦無法開機,網管,8
雲端信件無法刪除，刪除時會出現空間不足的錯誤訊息 #382-13847,網管,8
"使用者自QSMC返台後, 電腦便無法登入公司網域, 顯示: 此工作站與公司主要網域信任失敗, 請協助處理!",網管,8
QCO04 outlook檔案無法,網管,8
"要退出的電腦名稱""AN990108055""",網管,8
outlook無法載入,網管,8
還原之後無法使用outlook、lync等,網管,8
分機:18910  問題:密碼過期，outlook和遠端無法使用,網管,8
"開機後變成預設桌面，原本東西不見(昨天已有這情況,重新設定後，今天發生一樣問題)",網管,8
當初用網路安裝作業系統，開機後發現顯示windows不是正版的訊息 #18910,網管,8
"開機後桌面不見, 且Outlook打不開, 請撥分機18910",網管,8
#11833  無法開機,網管,8
雲端無法登入  分機：16238,網管,8
9:00~10:00及下午4:00~5:00連不上qco00  分機: 16437,網管,8
雲端無法登入，需要使用雲端的outlook。(網路正常，開網頁沒問題),網管,8
家用電腦最近出現 : 遠端電腦需要網路層級驗證 但您的電腦並不支援。如需協助 請連絡您的系統管理員或技術支援人員。請問要如何解決?  謝謝,網管,8
#17271,網管,8
"使用者登入後無畫面, 請協助處理!",網管,8
"黑畫面,無法登入,須要重整.  server : QCO07  ID : 99012515",網管,8
"QCO 無法使用, 要重整.  server : QCO07  工號 : 99012515",網管,8
"登入黑畫面,然後有畫面,無法操作  server : QCO007  User : 99012515",網管,8
"登入後, 無法使用, 保密宣言視窗也沒有帶出.  ID : 99012515  server : QCO07-SVR11",網管,8
"無法讀入下列files, 桌面沒有outlook 可登入.  99012515 (\\quanta.corp\thinclient\QCO07Files)",網管,8
無法登入QCO07   ID : 99012515  server : QCO07,網管,8
"登入無畫面,或有畫面無法使用. 遠端電腦QCO07,工號99012515.",網管,8
變更密碼後重新開機電腦無法正常開啟，請幫忙檢測是什麼問題。作業系統: win10,網管,8
#13199,網管,8
工作機一插上耳機馬上會自動關機,網管,8
密碼過期無法登入網域,網管,8
這幾天常發生用#18951打#382 72220 對方聽不到台灣的聲音,網管,8
office excel 一直出現認證訊息,網管,8
excel 2003無法使用,網管,8
user 反應電腦一直出現要認證的視窗  #12814,網管,8
user 反應電腦一直出現要認證的視窗  #12814,網管,8
12969,網管,8
電腦壞軌已自行重新安裝，未加入網域  #12227,網管,8
user NB常出現不明視窗後當機。  #12182,網管,8
無法加入會議,網管,8
Excel檔案打不開,網管,8
新郵件裡的待處理通知指令變反白不能使用，請問要如何解決呢?  在一般介面下是有可以設定自己的待處理功能，但新建郵件就不行設定通知別人的待處理  thanks,網管,8
"昨天網路異常後,outlook無法使用",網管,8
Outlook  點不開請協助處理,網管,8
"一直無法連線收mail, 嘗試登入Microsoft Exchange 失敗",網管,8
"顯示離線作業,無法開啟資料架組,嘗試登入Microsoft Exchange 失敗,導致無法接收E-mail.",網管,8
Can''t open Outlook,網管,8
不會動,網管,8
"從昨晚(10/5) 郵件無法收發,也無法清空刪除郵件  請麻煩盡早處理,以免影響工作  謝謝",網管,8
Outlook 2010 - search folder 無法使用,網管,8
outlook傳送接收發生錯誤  分機: 17271,網管,8
QCO上的outlook當掉了  分機：17271,網管,8
"Dear sir,    最近電腦信箱常 show "" 你的信箱快滿了"", 信箱滿了, 常常會有收不到的email ,  不知道該如何處理? 還請協助  感謝~",網管,8
"Outlook從11/27開始無法開啟, 已用SCANPST檔多次嘗試修復, 其程式顯示""修復中出現未知錯誤""等修復失敗的提示, 麻煩請協助處理, 謝謝",網管,8
"OUTLOOK使用出現異常!申請者明早要出差, 請優先處理",網管,8
"Outlook的部分, 無法連線至伺服器, 訊息顯示  Proxy 憑證的問題, 憑證不符,errorcode = 30  已試過Wifi, 及 LAN port  都不行  再請協助處理, 謝謝",網管,8
"outlook無法開啟,一直顯示""處理中""",網管,8
"本機OUTLOOK啟動後,會出現驚嘆號.",網管,8
"無法寄出信給廠商信箱,與廠商電話中確認,廠商可以收到其他客戶的信,但是收不到廣達的信.    德杰機械股份有限公司 (dejie.ltd@msa.hinet.net)  因為收件者的電子郵件提供者拒絕您的郵件，所以未傳遞您的郵件。    Jig_德杰_賴建宏_yahoo (dejie99@yahoo.com.tw) (dejie99@yahoo.com.tw)  因為收件者的電子郵件提供者拒絕您的郵件，所以未傳遞您的郵件。      Sara Hsu (sara.hsu@innoserv.com.tw)  因為收件者的電子郵件提供者拒絕您的郵件，所以未傳遞您的郵件。      tina.huang@innoserv.com.tw (tina.huang@innoserv.com.tw)  因為收件者的電子郵件提供者拒絕您的郵件，所以未傳遞您的郵件。",網管,8
新申請的電腦無法搜尋舊郵件,網管,8
分機:17601  問題:Outlook無法開啟信件連結,網管,8
自己電腦連USB顯示存取被拒 但是用同事電腦正常,網管,8
目前工作機作業系統為 Windows 10 企業版，版本為 1703，請教如何能升級到 1709？因工作需安裝軟體，該軟體需在版本 1709 以上才能運行，想請教有何方式可以升級至 1709，謝謝。,網管,8
"電腦走得很慢,常常很Lag,需要幫忙檢測   #381-15403",網管,8
之前申請的VPN帳號與密碼突然不能使用,網管,8
桌面的開始功能點了沒出現選單，但其他操作都正常，如何恢復開始工作選單？,網管,8
RDC部門需要架一個linux server for share folder 使用  ext:13428,網管,8
EXT:13959  要把觸控板跟觸控螢幕的功能都disable,網管,8
筆電touchpad 有問題，使用時滑鼠指標會飄移,網管,8
"剛換公司, 無法上網",網管,8
南棟一樓採購部USER反應網孔(D555) SHUTDOWN~煩請協助處理~#11664,網管,8
無線網路不穩，導致GOC斷線，分機11664,網管,8
廠商駐廠無線網路不穩. meeting room: 178會議室  連絡電話: 11664,網管,8
該同仁無法使用無線網路(Staff) 煩請協助處理  該同仁分機:11664,網管,8
有線網路今天不通,網管,8
網路不通,網管,8
孔號PC08056  無法連上網  分機11788,網管,8
網孔PC-08056,網管,8
無法登入網域,網管,8
依據操作文件設定文件網路，在網路驗證與資料加密選項上並未帶出文件提到的選項，無法進行設定,網管,8
TTT,網管,8
#65628  Mac 無法連上公司Staff網路,網管,8
7F 會議室無線網路無法找到 Staff。,網管,8
"無法登入廣達網域,user說他有改過密碼,但是不work",網管,8
"使用者反應無線網路無法連線, 請協處, TKS! Ext.15274",網管,8
user無法登入網域，請幫忙處理，謝謝!,網管,8
open vpn  無法連上  一直在設定中，沒有要求帳號及密碼,網管,8
"在家連SSLVPN, 小程式會一直裝不起來  分機: 16563",網管,8
聯絡方式: 上海- 15221508535    問題:VPN無法登入，Lync正常,網管,8
16496，VPN看公司影片問題,網管,8
"你好~ 我安裝玩VPN後, 執行就會有錯誤視窗, 請在幫忙處理! 謝謝~  錯誤訊息: 新建creating HKLM\SOFTWARE\OpenVPN-GUI Key有誤.",網管,8
VPN無法連線。  EXT:17275,網管,8
從家裡使用SSLVPN 連線，無法連線到公司網頁。  ext:25778  cell phone :0927487735,網管,8
"user在會議室S105 用VPN連網,無法寄Mail. 分機14010",網管,8
"密碼過期,人在大陸需透過Email聯絡",網管,8
不斷出現要求重新連線訊息  #13118,網管,8
無法登入open vpn,網管,8
open VPN無法連回公司,網管,8
手機無法登入BPM簽核  分機:12988,網管,8
OPEN VPN一直顯示設定中,網管,8
#11888  無法由外面連vpn回公司網頁,網管,8
請聯繫13276,網管,8
無法登入,網管,8
"先前安裝好的VPN不能用,因此重新按MIS提供的資訊安裝VPN,但始終安裝不成功,都會顯示缺少某個檔案,因此目前VPN不能動作,導致在家裡無法進行連線回公司處理簽核.",網管,8
登入後SSLVPN 後， 只有MY quanata 可以連進去，其他  內部表單Intra System 或是 DNA，都會連不上，會顯示請確認網址是否正確。(ex;請確定網址http://qcibpm),網管,8
vm ware網頁:一直出現訊息  ext:15679,網管,8
FTP無法連線  ftp://219.87.191.81  ext:11132,網管,8
"最近連線客人FTP(ftp://ftp.synaptics.com) ,常常很緩慢,而且常常造成timeout",網管,8
"Lync 訊息傳不過去/來.   簽 PDM 慢得要命.  上網很慢,   時好時壞, 慢的時候居多. 這個申請單也弄了很久",網管,8
無法連線工作需要之網頁ˋ，此網頁為Apple MFI 認證之網頁，所有認證程序都須連上此網頁才能執行。 今天許多需要做認證的單位同時反映此網站無法連線(上禮拜連線均正常)。但關掉Proxy，使用自己個人網路分享可以連上並登錄。 請協助確認並開放此網站連線功能正常，感謝。 https://idmsa.apple.com/,網管,8
"user有FTP 的問題, #12516",網管,8
FTP到期,網管,8
上傳4.5G的檔案到一半會卡住無法繼續傳輸至所申請的FTP空間。分機：12516,網管,8
不能進FTP,網管,8
分機: 17727  問題: 連到microsoft提供的網址被要求輸入公司網域帳密，輸入後仍無效。,網管,8
Web page blocked,網管,8
上傳檔案太大，導致傳送失敗。,網管,8
"Ariba 最近都上不去. 經跟客服聯繫,客服告知是我的IE 與他們系統相衝突  用辦公室同仁電腦也上不去,但請上海同事用我的ID卻上去了,煩請幫忙看看我的IE哪裡有問題? 又或者我那些設定出了問題?  我的IE: 11.48.17134.0  ; 11.0.65, (KB41037368 )  同辦公室: 11.0.9600.18816IS ; 11.0.47 ( KB4040685 )  上海同仁: 11.0.9600 ; 11.0.75 ( KB4343205 )",網管,8
分機12672,網管,8
"因為新機種結案時間在即,要上傳相關Data到公司內部FTP網站,可是頁面中顯示無法在Windows檔案總管中檢視內容,  因此無法上傳資料,我也有下載FTP軟體,但是使用FTP軟體,卻無法連結,請協助確認問題, Thanks.",網管,8
無法連至FTP://60.251.193.135，原本可以連,網管,8
無法上網,網管,8
#15749  開BPM網頁會導到中国联通首頁,網管,8
IE無法連到MyQuanta首頁,網管,8
無線網路不通~,網管,8
昨天開始無線網路無法取得STAFF的連線,網管,8
網路異常慢，以致無法作業  分機:17487,網管,8
網路很慢,網管,8
廠商在南棟306會議室網路不通，請幫忙處理，謝謝!! 聯絡分機 #12712,網管,8
網路不通,網管,8
北棟7樓網路不通。,網管,8
"無法連到公司網頁,錯誤訊息DNS問題",網管,8
在大陸QSMC 無法登入quanta 網域 382-42737,網管,8
網路不通  北區七F  網孔編號:A157    TEL:15283,網管,8
15283  網路顯示需要其他登入資訊,網管,8
網路孔編號:A157,網管,8
大陸手機13761411145，在大陸廠外，電腦壞了，重灌，請幫他重設定網域,網管,8
Proxy 錯誤  #15203,網管,8
網路無法使用,網管,8
使用者反應收信無法接收/傳送，請協助處理,網管,8
顯示容量已滿，砍完信後還是有此訊息,網管,8
"不小心誤刪全部郵件,詢問是否有辦法救回來",網管,8
email無法自動接收 #16707,網管,8
先前有信箱已滿問題，上次處理為本機端新建資料檔，目前仍有信箱已滿的提示  #17047,網管,8
"Outlook收信有問題, 和容量達上限有關",網管,8
Outlook收發信緩慢，開啟Outlook需要花很久的時間。,網管,8
rpmsg打不開,網管,8
在泰國出差，OUTLOOK無法收信，會一直出現輸入認證密碼訊息，密碼已經於mail.quantatw.com重新設定過了，輸入於OUTLOOK，還是無法收信，泰國電話：+66，950901323,網管,8
"使用者的outlook有時會無法開啓或開啓之後無故當機, 請協助處理!",網管,8
"outlook容量已滿，有跟使用者講可至qrdcfaq的建立新批次檔教學看,但因版本不同,操作畫面不同",網管,8
信箱一直顯示空間已滿，信件刪除後依然有此訊息跳出，煩請幫忙處理 #17899,網管,8
user郵件會自動亂發.,網管,8
打開每日新聞總覽信件，點開裡面超連結，都會發生錯誤訊息,網管,8
開啟公司內部的信都會當機.,網管,8
#16093    同仁反映廣達留言板(Email 群組)寄不出去,網管,8
16093,網管,8
outlook 出現資料檔問題,網管,8
自動回覆功能無法使用,網管,8
"無法開啟附件,顯示""windows找不到xxxxxxxxxxx,請確定輸入正確的名稱""",網管,8
上午皆可正常登入，下午要登入突然顯示「伺服器上的安全性資料庫沒有此工作站信任關係的電腦帳戶」無法正常進入,網管,8
QCO outlook 仍會發生無法開啟本機郵件資料檔(PST). (\\tsclient\D\Mailbox\20171205.pst )  server : QCO07-SVR11   ID : 99012515,網管,8
電腦休眠後再使用電腦會出現錯誤訊息並無法登入  #16191,網管,8
密碼過期  MVPN:13756,網管,8
"user反應無法登入系統,煩請協助處理 #16181",網管,8
AN990107137,網管,8
"使用者反應電腦鎖定超過30分鐘, 重新輸入帳號密碼變無法解鎖登入, 請協處!",網管,8
密碼過期,網管,8
"電腦帳戶無法正常重新登入。  畫面顯示""伺服器上的安全性資料庫沒有此工作站信任關係的電腦帳戶""。",網管,8
顯示非正版,網管,8
工號：10208016  問題：沒有使用雲端，但是今早開始本地端ｏｕｔｌｏｏｋ無法使用,網管,8
電腦鎖定之後無法登入。#17899,網管,8
系統還原後進保護模式會要求輸入新密碼，出差大陸聯繫請撥15683956951,網管,8
完全無法開機，導致無法處理日常作業。分機：17899,網管,8
#18295   轉調部門生效，但還沒搬去新的辦公室，仍須使用舊單位的印表機列印處理事務，但發現無法連到該台印表機列印。,網管,8
#18295,網管,8
