,1_sentence,2_sentence,3_y_predict,4_y_predict_name,5_answer,6_answer,7_y_predict_probability
256,"PDM,系統,無法,Import,BOM",,2,其他,4,資訊系統,[2.140944e-06 6.722083e-07 9.991310e-01 8.120564e-04 5.406628e-05]
8829,"北棟,四樓,SI,BU,許多,網路不通,1604",,2,其他,3,網路,[0.01732013 0.00178527 0.9058568  0.0297943  0.0452434 ]
5469,"同仁,設定,Lync,保留,紀錄",,0,Outlook與郵件,2,其他,[9.9968255e-01 2.5429200e-10 3.1426793e-04 3.1169975e-08 3.1907293e-06]
6452,"公司,內部,無線,STAFF,網路無法連線,無線網路,設定,內有,STAFF,選項,無法,手動,連線到,STAFF,請問,系統,XP",,4,資訊系統,3,網路,[0.0116029  0.07581675 0.06199353 0.20327972 0.6473071 ]
4063,"logon,fail",,4,資訊系統,1,SAP,[2.6490188e-09 1.8737678e-07 1.9873793e-05 5.4525304e-07 9.9997938e-01]
8384,"南棟,四樓,nb2,L27,網路不通",,2,其他,3,網路,[1.9089166e-11 1.8446137e-12 9.9999988e-01 8.1710780e-08 4.0185313e-08]
3682,"出勤,系統,主管,選單,無法,下載,出勤,紀錄",,2,其他,4,資訊系統,[6.4427083e-12 9.0170706e-15 1.0000000e+00 4.4004289e-09 1.3178079e-09]
4422,"請將,報廢,機台,帳戶,移除,AN,Windows,企業,6.1,7601",,3,網路,2,其他,[4.8422144e-04 7.5487811e-03 3.7967870e-01 6.1081350e-01 1.4748932e-03]
5798,"廣義,基金會,自行,購買,ADOBE,軟體,入時,彈出,警告,使用,未會,解除,授權,解決,方法",,0,Outlook與郵件,2,其他,[9.7796363e-01 2.0967438e-08 2.1965038e-02 2.5350735e-05 4.6101934e-05]
8917,"MEETING,PLACE,無法進入",,1,SAP,3,網路,[0.00193721 0.7311617  0.22521709 0.02733121 0.01435274]
3689,"網路,印表機,安裝,網路,印表機",,3,網路,2,其他,[3.1489327e-07 1.3288806e-04 4.4527848e-04 9.9941945e-01 2.1478475e-06]
3996,"無法,打開,2013,年終獎金,公告,mail,附檔,權限,不足",,2,其他,0,Outlook與郵件,[4.2941138e-06 3.6390848e-08 9.9985850e-01 6.6490567e-05 7.0715083e-05]
8088,"office,scan,顯示,無法,升級,錯誤訊息",,0,Outlook與郵件,2,其他,[9.6947306e-01 6.4812688e-05 2.6607284e-02 2.5688831e-04 3.5979436e-03]
1807,"QCO02,遠端桌面,無法開啟,Outlook,2013",,3,網路,0,Outlook與郵件,[1.4922169e-11 2.4669529e-09 8.7535888e-08 9.9999988e-01 2.3567019e-12]
7702,"無法,掃描,病毒碼,無法更新,類似,防毒,程式,licence,問題,重開,狀況",,3,網路,2,其他,[3.5956507e-21 1.4845740e-12 1.6788074e-11 1.0000000e+00 1.1189801e-18]
250,"windows,update,電腦,無法使用",,3,網路,2,其他,[1.0973067e-05 3.7444025e-01 6.1012502e-03 6.1941791e-01 2.9613524e-05]
282,"目前,電腦,裡面,有J,ava,SOP,安裝,選單,有J,ava,沒辦法,設定,工作,需要,使用,Agile,Java,版本",,2,其他,4,資訊系統,[3.3821363e-09 1.8087721e-11 9.9995482e-01 1.2369229e-06 4.3987333e-05]
7018,"兩個,網路,一個,for,Linux,使用,Notebook,需要,MIS,重新讀,電腦,Mac,port,PT24,A456",,2,其他,3,網路,[1.0905320e-04 9.9839868e-05 6.4221311e-01 2.6671514e-03 3.5491091e-01]
6704,"訓練,檔案,無法開啟,導致,無法,完成,課程",,1,SAP,4,資訊系統,[1.1911550e-29 1.0000000e+00 3.4486365e-13 1.9792597e-17 1.3125135e-19]
2956,"寄信,廠商,兩三天,收到,方式",,2,其他,0,Outlook與郵件,[0.01730178 0.00864987 0.7478918  0.09982099 0.12633558]
5803,"SI,申請單,同事,產假,有設,代理人,代理人,收不到,信件,卡關,問題,詢問",,2,其他,4,資訊系統,[8.6872424e-05 5.9011254e-06 9.9632710e-01 1.5563595e-03 2.0237751e-03]
9590,"系統,不斷,跳出,惡意,攻擊,通知",,0,Outlook與郵件,2,其他,[0.84296316 0.00193878 0.12624963 0.00977857 0.01906992]
6393,"BPM,設定,代理人,異常,轉單",,0,Outlook與郵件,2,其他,"[9.86771047e-01 3.79431322e-06 1.24083245e-02 4.39890973e-05
 7.72815838e-04]"
9931,"無法登入,廣達,網域,變更,密碼,問題",,1,SAP,2,其他,[5.1734132e-06 9.8983824e-01 7.1652606e-03 2.8069427e-03 1.8432201e-04]
8963,"無線網路,不通",,2,其他,3,網路,[0.00941822 0.0124409  0.71500385 0.23407318 0.02906385]
9602,"QWindows,旗艦版,6.1,7600,電腦帳戶移除",,4,資訊系統,2,其他,"[4.61633789e-08 1.05296016e-01 2.53682869e-04 1.84434248e-05
 8.94431829e-01]"
4683,"can,access,network",,2,其他,3,網路,[0.01528572 0.03063685 0.77384335 0.14247584 0.03775826]
6036,"ex,會議室,網路不通",,2,其他,3,網路,[5.5490656e-08 1.2693649e-08 9.9996102e-01 2.8333357e-05 1.0478196e-05]
612,"我之前,使用,MRO2,採買,原物料,收貨,地點,CSMC,廠商,開立,發票,找不到,驗收申請單,無法,廠商,TDI,請款",,3,網路,4,資訊系統,[0.00125507 0.00331394 0.0722833  0.907409   0.0157386 ]
3465,"無法連上,268,client",,2,其他,1,SAP,[0.01036944 0.00996118 0.78808475 0.05514268 0.13644196]
1784,"無法,申請,系統,顯示,申請單,但經,查詢,申請單,不存",,2,其他,4,資訊系統,[0.02283125 0.19271515 0.52882785 0.22185485 0.03377092]
9956,"客戶,無法,寄發,郵件",,4,資訊系統,0,Outlook與郵件,[7.4756827e-07 1.9072348e-05 4.1637520e-04 4.3970667e-05 9.9951982e-01]
3033,"BOM,是否,可以展,下層",,2,其他,1,SAP,[6.9968631e-09 5.2950253e-09 9.9999380e-01 4.4074477e-06 1.7700621e-06]
8032,"電腦中毒,excel,打不開",,3,網路,2,其他,[0.03024325 0.28638974 0.21350785 0.43169233 0.03816693]
6416,"反映,寄信,收件人,反映,收到,時間,20,下午,11,47,寄信",,2,其他,0,Outlook與郵件,[2.6975536e-05 7.5072343e-08 9.9961686e-01 3.3260632e-05 3.2285077e-04]
9189,"系統,很慢,無法使用,ps,倉庫,反應,系統,很慢",,2,其他,1,SAP,[2.1023157e-20 1.2305194e-21 1.0000000e+00 9.0265570e-14 1.6770199e-13]
2315,"VPN,軟體,裝完,無法,正常,連回,公司",,2,其他,3,網路,[3.0214758e-05 7.5269863e-03 9.9162841e-01 4.8880553e-04 3.2552340e-04]
5634,"請教,MAC,收到,本機,存放",,2,其他,0,Outlook與郵件,[4.1593773e-15 1.9510828e-15 1.0000000e+00 1.1355659e-10 4.2657314e-10]
5098,"MRO2,發票,作業,儲存,出現,輸入,字串,格式,正確,無法,作業,發信,Andy,Chen,似乎,回應,系統,發信,收料,逾七天,尚未,進行,發票,作業",,2,其他,4,資訊系統,[4.0972782e-03 5.4518320e-04 8.4060234e-01 7.9892479e-02 7.4862719e-02]
6830,"更換,個月,LYNC,顯示,PS,OUTLOOK,正確",,0,Outlook與郵件,2,其他,[9.3781459e-01 9.4133058e-05 5.5096030e-02 8.0785545e-04 6.1873985e-03]
6332,"AP,Windows,企業,6.1,7601",,3,網路,2,其他,[1.3140630e-24 7.0779577e-15 7.4651026e-14 1.0000000e+00 8.4462335e-22]
9887,"AN,治具,Server,原為,Zohan,Xiao,蕭志凌,zohan,已轉,部門,而此,設備,需要,廣達,網域,能否,登入,方式,使用,Server,自設,密碼,廣達,網域,移除,原本,Zohan,帳密,不可以,能否,遠端,方式,改成",,2,其他,3,網路,[1.8213704e-08 3.3895484e-11 9.9998391e-01 8.6214919e-07 1.5287793e-05]
2646,"ZV14,SO,ZPAO,相關,問題",,0,Outlook與郵件,1,SAP,[9.9990928e-01 1.3557912e-11 9.0277936e-05 1.4537320e-09 5.1631326e-07]
2693,"申請,server,IP,10.242,245.47,孔號,PL24,C264,主機,MAC,40,61,86,4b,d5,da,連線,發覺,無法連上,arping,取得,MAC,address,40,61,86,4b,d5,da,應為,IP,衝突,請問,解決",,2,其他,3,網路,[1.4843111e-09 6.5660726e-13 9.9999881e-01 5.1032180e-07 6.7937839e-07]
3175,"寄給,客人,無法,寄出",,2,其他,0,Outlook與郵件,[1.0992846e-04 5.1394691e-05 9.9112087e-01 2.3066390e-03 6.4111841e-03]
2498,"無法,撥放,廣達,菁英,學校課,影片",,0,Outlook與郵件,2,其他,[7.8995770e-01 4.9861858e-04 6.5790236e-02 1.1139762e-03 1.4263949e-01]
6578,"QITS,Project,Management,Project,Name,BD8,win8.1,Modify,出現,伺服器錯誤",,3,網路,4,資訊系統,[4.1359701e-18 1.2925527e-10 5.1366972e-10 1.0000000e+00 1.3275620e-15]
3409,"XP,upgrade,一些,網路,安裝,設定,不見了,802,ex",,1,SAP,3,網路,[0.08847106 0.77087826 0.05101955 0.08576123 0.00386989]
3392,"設定,收發,mail,設定到,出現,無法使用,SSL,連線,錯誤",,4,資訊系統,0,Outlook與郵件,[0.00295521 0.00385923 0.27383235 0.01199265 0.70736057]
5833,"同事,收到,廖子,信件,寄件,名字,上面,右鍵,選擇,立即,傳送,訊息,Lync,會連到,廖資文,視窗,顯示,mail,錯誤",,2,其他,0,Outlook與郵件,[2.8638540e-08 1.0466574e-11 9.9764782e-01 3.2154884e-07 2.3518074e-03]
9334,"同仁,無法連到,辦公室,scanner",,0,Outlook與郵件,2,其他,[9.9192894e-01 6.3661622e-07 6.6158110e-03 4.6552277e-06 1.4500979e-03]
3438,"台電,無法,藉由,遠端,方式,連到,server,server,接到,網路,孔編,號為,P119,D187,這台,server,上網",,0,Outlook與郵件,3,網路,[9.9858057e-01 1.7277971e-07 1.3945249e-03 3.1852903e-07 2.4562358e-05]
2862,"168,logon,fail",,3,網路,1,SAP,[4.0297793e-05 9.4415992e-03 5.8767837e-03 9.8443848e-01 2.0286215e-04]
4085,"外部,網路,正常,內部網路,正常,無法連到,一些,辦公室,同事,server,印表機",,0,Outlook與郵件,3,網路,[9.9994552e-01 9.1583399e-12 5.4239623e-05 3.9515385e-10 2.1583942e-07]
8292,"出差,廠商,無法使用,VPN,MAIL,密碼過期",,1,SAP,3,網路,[1.7842939e-04 9.3146408e-01 4.6323590e-02 2.0137301e-02 1.8965683e-03]
10031,"系統,自動,無法登入",,3,網路,1,SAP,[5.5600469e-07 1.9082984e-04 9.2803116e-04 9.9887866e-01 1.8524105e-06]
3154,"logon,畫面,出不來",,3,網路,1,SAP,[3.1685649e-06 7.0817157e-04 3.7327434e-03 9.9554837e-01 7.4401769e-06]
1189,"OUTLOOK,更新成,2016,OUTLOOK,收件人,點選,無法,直接,使用,LYNC,對談",,0,Outlook與郵件,2,其他,[9.9999678e-01 2.1039658e-16 3.2009812e-06 5.1298099e-13 6.7279360e-10]
4344,"廠商,newsoft,com,cn,防火牆,擋住,希望,開啟,權限",,2,其他,3,網路,[4.5378010e-07 4.7359907e-09 9.9995875e-01 4.7107278e-06 3.5997720e-05]
4769,"318,QCH,無法登入",,2,其他,1,SAP,[0.0838283  0.05134216 0.5394343  0.25845647 0.06693873]
2686,"網路不通,北棟,7F",,2,其他,3,網路,[9.267594e-16 2.847799e-16 1.000000e+00 9.786445e-11 6.841273e-11]
1756,"修改,敘述,轉到,208,錯誤",,0,Outlook與郵件,1,SAP,[0.5248109  0.18612032 0.20183589 0.03790961 0.04932324]
1919,"無法登入,訪客網路,Proxy,無回應",,1,SAP,3,網路,[4.4838404e-16 9.9999976e-01 2.7340451e-07 2.1595263e-09 1.2980699e-09]
9723,"移除,電腦,AP",,3,網路,2,其他,[7.0395803e-17 1.6126568e-10 2.6787412e-09 1.0000000e+00 4.3811788e-15]
4917,"南棟,六樓,ASBU,無線網路不通",,2,其他,3,網路,[7.3565682e-04 5.5527507e-04 9.3051547e-01 1.0170976e-02 5.8022704e-02]
7083,"操作,ZB34,不小先,轉檔,無法,修改,數量,Jim",,2,其他,1,SAP,[2.6443990e-06 5.4435583e-07 9.9970108e-01 7.7205463e-05 2.1843976e-04]
5445,"主管,出差,電腦,密碼過期,解鎖,重設,Tim,Li,李懋鑫",,3,網路,2,其他,[0.01516811 0.04868604 0.30356672 0.6187825  0.01379666]
4638,"設備,ID,Blu046,無法,歸還,顯示,設備,歸還,實際,記錄,歸還",,3,網路,4,資訊系統,[2.3941530e-04 1.8523268e-03 1.0616789e-03 6.5190035e-01 3.4494621e-01]
8299,"電腦,重新,灌過,目前,出現,outlook,薪資,公司,系統,加密,ocs,原本,出差,期間,升等,無法,撥打,未加,公司,群組,號碼,整個,檢查,一下,電腦",,2,其他,0,Outlook與郵件,[1.6410894e-07 5.9648228e-12 9.9998915e-01 1.2021636e-07 1.0577669e-05]
3648,"Status,文字,裡面,出現,斷行,符號,實際,斷行,效果,assign,通知,告知,owner,但現,漏信,收不到,通知",,3,網路,4,資訊系統,[2.5379407e-18 1.1282967e-10 5.8025174e-10 1.0000000e+00 3.2235340e-16]
1359,"MRO,PO,通知,已經,刪單,展延,系統,mail,通知",,2,其他,4,資訊系統,[0.08222919 0.07633189 0.5055675  0.2393833  0.0964881 ]
3989,"process,無法新增,簽核",,1,SAP,4,資訊系統,[0.01237275 0.80446005 0.09828483 0.06331049 0.02157192]
7327,"詢問,1F,會議室,是否,有線網路,防火牆",,4,資訊系統,3,網路,[0.00175573 0.00258158 0.19473584 0.0041029  0.796824  ]
4101,"QEX,影片,無法,正常,播放",,2,其他,4,資訊系統,[0.00234595 0.00099647 0.92044336 0.01620404 0.06001017]
4955,"outlook,無法,寄送,接收,郵件,對象,廠區,email",,3,網路,0,Outlook與郵件,[5.2938635e-06 2.7428055e-04 4.4064235e-04 9.9927431e-01 5.4746333e-06]
2379,"create,credit,出現錯誤,訊息,credit,control,error,8100,has,not,been,defined",,2,其他,1,SAP,[2.8278737e-09 4.5937833e-11 9.9999797e-01 1.3738397e-06 6.1083068e-07]
1124,"使用,BPM,系統,MRO,申請單,結標,時會,出現,Error",,2,其他,4,資訊系統,[2.5467441e-08 8.0072038e-10 9.9992716e-01 7.1906055e-05 9.8107762e-07]
3501,"更改,密碼,內部,網站,無法連上",,1,SAP,3,網路,[0.00870093 0.6674831  0.10328382 0.11230455 0.10822765]
3568,"位置,網路不通,PF17,C113",,2,其他,3,網路,[9.7623820e-07 2.2093123e-07 9.9805862e-01 3.8475722e-05 1.9017650e-03]
7366,"防毒軟體,每天,接近,中午,12,點都會,問要,掃描,選擇,掃描,隔天,問要,掃描,查看,記錄,發現,掃描,狀態,意外,中斷",,3,網路,2,其他,[3.1967975e-14 5.3422504e-08 4.7596620e-07 9.9999952e-01 6.9844488e-13]
1679,"QSMC,同事,收到,故都,需經,QSMC,同事,轉寄,給我,查看",,3,網路,0,Outlook與郵件,[0.00117389 0.02646796 0.07075118 0.8990662  0.00254073]
2451,"進行,收料,簽核,發現,問題,Error,Message,截圖,寄送給,Eden,Kao",,2,其他,4,資訊系統,[1.0599969e-04 1.2332301e-04 6.6865158e-01 1.8949012e-03 3.2922414e-01]
4074,"進入,FTP,網頁,模式,無法,轉換,進入,檔案,總管,模式,無法上傳,檔案",,2,其他,4,資訊系統,[1.5028060e-21 6.9332955e-25 1.0000000e+00 1.1652436e-17 7.0400402e-16]
3196,"工作,機會時,出現,檢查,防毒,保護,訊息,出現",,4,資訊系統,2,其他,[5.1661511e-04 8.8283583e-04 2.5141224e-02 1.7297752e-03 9.7172958e-01]
10053,"電腦,安裝,無法,ZIP",,1,SAP,2,其他,[0.00478473 0.48616648 0.45691845 0.0321457  0.01998468]
166,"找不到,某台,網路,印表機",,1,SAP,2,其他,[0.00599939 0.57621694 0.09577176 0.30750751 0.01450439]
5110,"process,簽列要,加人,系統,出現,原始,流程,取得,錯誤,關掉,視窗,切回,表單,進入,流程,繼續,操作,訊息,按掉,簽單,人員,全部,消失,無法,更動",,2,其他,4,資訊系統,[4.0451016e-15 9.0532565e-16 1.0000000e+00 2.9472266e-10 1.2710157e-08]
5395,"HP1312NFI,P2055,二台,無法使用",,1,SAP,2,其他,[1.7552076e-15 9.9999940e-01 5.3481858e-07 8.2910105e-09 6.5364469e-10]
1980,"網路,網路不通,沒辦法,連上,網路,網路,孔號,PG19,A139",,2,其他,3,網路,[2.0689840e-05 7.6594370e-07 9.9619448e-01 1.2317499e-04 3.6609152e-03]
2767,"Android,無法使用,guest,帳號,登入",,1,SAP,3,網路,[6.4473207e-14 9.9999774e-01 2.1418102e-06 6.3720940e-08 2.5350340e-09]
4050,"上週,反應,使用,NB4,網路,無法上網",,2,其他,3,網路,[4.6168280e-01 2.9862738e-05 5.3715068e-01 3.9810681e-04 7.3853106e-04]
6215,"請問,下載,WIN7,安裝檔,需要,重新,安裝,OS",,0,Outlook與郵件,2,其他,[9.9992812e-01 6.5284366e-12 6.8766334e-05 2.9949712e-10 3.0673054e-06]
7545,"連到,福委會,網站,跳出,驗證,訊息",,1,SAP,3,網路,[0.00231387 0.7165751  0.05946214 0.02700061 0.19464827]
7576,"重試,一次,OCS,無法使用,出現,伺服器,憑證,發生,問題",,3,網路,2,其他,[1.9421448e-20 4.1030550e-11 6.9621904e-12 1.0000000e+00 7.5134297e-17]
1248,"使用,私人,電腦,無線網路,無法進入,輸入,帳號,網頁",,2,其他,3,網路,[0.18151292 0.18489543 0.32214436 0.18963353 0.12181381]
7512,"SAP,畫面,調整,解析度,字體,模糊",,1,SAP,2,其他,[2.8905782e-12 9.9954826e-01 4.5160946e-04 8.4464730e-08 2.2622328e-09]
5852,"工作,OfficeScan,防毒軟體,變為,紅色,已關閉,狀態,每次,開機,一次,安裝,程序",,3,網路,2,其他,[6.9094124e-14 2.7543706e-08 1.6010922e-07 9.9999988e-01 1.5695304e-12]
7533,"MRO,申請,四筆,費用,共未稅,收料,PO,共收,料四筆,總金額,未稅,發票,作業,輸入,發票,總金額,系統,自動,計算,稅額,2900,出現,網頁,訊息,請款,稅額,需等,驗收,金額,加總,PO,稅額,系統,計算,看一下,問題",,3,網路,4,資訊系統,[7.1103434e-04 5.7476908e-03 1.4817136e-02 9.7200781e-01 6.7162844e-03]
3553,"10.3,六點,離開,公司,中午,沒出,公司,出勤,登出,時間,11,21",,2,其他,4,資訊系統,[1.8003563e-14 3.3864941e-15 1.0000000e+00 2.6147312e-10 1.3913809e-09]
5549,"上班時,自動,斷電,網路,斷掉,每個,禮拜,發生,一次,這次,已經,第三次,座位,孔位,編號,P112,A180",,0,Outlook與郵件,3,網路,[9.7335976e-01 6.4961845e-05 1.3437244e-02 1.2013618e-02 1.1243963e-03]
5519,"修習,課程,點選,選修,問題",,2,其他,4,資訊系統,[0.22723606 0.0636127  0.47179088 0.12811881 0.10924143]
1887,"顯示,離線,狀態,無法,列印",,4,資訊系統,2,其他,[0.00746005 0.00246519 0.01717025 0.00208654 0.970818  ]
2534,"mail,off,line",,4,資訊系統,0,Outlook與郵件,[8.3483810e-11 2.6631499e-09 9.3229875e-07 7.8189268e-09 9.9999905e-01]
2202,"Thermal,過熱,自動,關機",,1,SAP,2,其他,[1.1913130e-07 9.9855655e-01 1.1932569e-03 1.6818683e-04 8.1855462e-05]
2804,"SI,管理,功能,發生錯誤",,3,網路,4,資訊系統,[4.2101687e-17 2.7389396e-10 1.4008367e-09 1.0000000e+00 6.7088470e-15]
4496,"資訊,需求單,BPM,Portal,應用程式,發生,伺服器錯誤,編譯,錯誤,描述,資源,編譯,無法,完成,錯誤,生於,服務,檢閱,下列,特定,錯誤,詳細,資料,並視,情況,修改,原始,程式碼,編譯器,錯誤訊息,CS1061,BPM,GWF016,FormData,包含,CheckIsExistWireless,定義,找不到,擴充,方法,CheckIsExistWireless,接受,型別,BPM,GWF016,FormData,第一個,引數,是否,遺漏,using,指示,組件,參考,原始,程式,錯誤,5901,5902,BPM,GWF016,FormData,objForm,new,BPM,GWF016,FormData,ts,DBType,ts,DBCode,ts,ErrType,ts,ErrCode,Session,ComcodID,ToString,Session,ID,ToString,5903,if,objForm,CheckIsExistWireless,strGuid,ddlModule,SelectedValue,ddlGuestApplyNo,SelectedValue,5904,5905,MasterPage,AlertMessage,ddlModule,SelectedItem,TToString,ddlGuestApplyNo,SelectedValue,已存,申請,記錄,原始,程式,inetpub,wwwroot,BPM,Portal,Program,GWF016,ApplyForm,aspx,cs,5903",,3,網路,4,資訊系統,[5.0286978e-04 3.1374453e-03 7.7671662e-02 9.1715610e-01 1.5318989e-03]
9591,"客戶,訪客,帳號,無法登入",,2,其他,3,網路,"[2.58995351e-06 2.56864200e-06 9.99309778e-01 5.84624708e-04
 1.00480924e-04]"
6897,"outlook,出現,資料檔,問題",,1,SAP,0,Outlook與郵件,[1.1937244e-05 9.9990046e-01 8.7569315e-05 6.9768646e-08 2.6085660e-08]
4115,"無法,建立,PAYER2,相關人",,2,其他,1,SAP,[4.6608986e-21 5.1571147e-22 1.0000000e+00 9.6733831e-16 3.4272186e-14]
2275,"網路不通,出現,連線",,2,其他,3,網路,[1.9515442e-15 1.8565369e-16 1.0000000e+00 3.7218135e-11 6.2912217e-11]
3422,"網域,問題,無法,填寫,BPM,系統,出現,Error",,3,網路,2,其他,[6.2516739e-04 4.1196072e-03 3.2690403e-01 6.6741848e-01 9.3274383e-04]
1665,"出現,版本,Windows,正版",,0,Outlook與郵件,2,其他,[0.4138125  0.06011772 0.2379543  0.17474185 0.11337367]
5585,"透過,PXE,LAN,boot,安裝,Windows,作業系統,工作,機時,選項,Win10,Win7,但當,選擇,安裝,Win10,輸入,AD,一個,畫面,選擇,Win7,SP1,選項,無法安裝,Win10",,0,Outlook與郵件,2,其他,[1.0000000e+00 1.9186908e-20 5.3196292e-08 7.8022513e-16 1.5632962e-11]
411,"Server,Name,ftp01,quantatw,com,Problem,QSMC,同事,正常,上傳,檔案,QRDC,則會,顯示,權限問題,無法上傳,個月,沒問題",,3,網路,2,其他,[0.028472   0.09480033 0.32985833 0.48455894 0.06231031]
1206,"上傳,檔案,時會,問題,程式,直接,結束",,3,網路,4,資訊系統,[1.3177168e-25 8.2547575e-16 1.5886400e-13 1.0000000e+00 2.0650108e-23]
6901,"使用,密碼,遺忘",,3,網路,2,其他,[0.02036805 0.05886118 0.4094393  0.47728992 0.03404148]
697,"收不到,廠商,寄來,郵件,廠商,EMAIL",,2,其他,0,Outlook與郵件,[2.9329350e-10 8.7155498e-11 9.9999905e-01 5.6732426e-07 3.8248879e-07]
5788,"QMN,出差,場內,架設,無線網路,希望,產線,DEBUG,以利,網路,討論,無線網路,連線,成功,一下子,開個,網頁,ocs,斷線,重複,困擾",,0,Outlook與郵件,3,網路,"[9.99278963e-01 1.00019015e-08 7.02718156e-04 9.16158842e-06
 9.19941067e-06]"
2915,"無法,抓到,staff,無線網路,出現,無線網路,清單",,2,其他,3,網路,[2.6416607e-17 1.9184002e-18 1.0000000e+00 2.7961505e-12 3.6028701e-11]
4474,"上午,使用,電腦申請單,申請,筆電,舊換新,送件,網頁,直接,顯示,下列,錯誤,無法,完成,送件,程序,BPM,Portal,應用程式,發生,伺服器錯誤,輸入,字串,格式,正確,描述,執行,目前,Web,要求,過程,發生,例外,情形,檢閱,堆疊,追蹤,取得,錯誤,詳細,資訊,程式碼,產生,位置,例外,詳細,資訊,System,FormatException,輸入,字串,格式,正確,原始,程式,錯誤,165,166,167,if,int,Parse,strNBQty,168,169,txtTwoNB,名下,台以,NB,原始,程式,inetpub,wwwroot,BPM,Portal,Program,GWF024,GWF024,New,aspx,cs,167",,3,網路,4,資訊系統,[5.3513050e-17 2.1452677e-10 4.6765482e-08 1.0000000e+00 3.5466470e-15]
2095,"返台,業務,遺忘,QCI,登入帳號,密碼,聯繫,方式",,4,資訊系統,2,其他,[1.8282439e-14 6.7323730e-10 3.4566469e-08 1.4768428e-10 1.0000000e+00]
7149,"電腦,出現,Office,Scan,問題,無法開啟,outlook",,0,Outlook與郵件,2,其他,[9.9689698e-01 5.7440584e-08 3.0530014e-03 1.9518086e-06 4.8028320e-05]
5258,"AP32,AP33,無法連線",,2,其他,1,SAP,[0.04689068 0.107792   0.38484988 0.38104826 0.07941924]
9801,"郵件,傳送,接收,狀態,無法存取,郵件,資料夾,刪除,郵件,通知,權限,存取",,3,網路,0,Outlook與郵件,[0.0000000e+00 3.2411287e-24 1.7984774e-23 1.0000000e+00 2.0168616e-36]
7383,"svchost,exe,佔用,太多,記憶體,導致,wifi,無法使用,OfficeScan,無法,掃到,病毒",,1,SAP,2,其他,[5.9182483e-05 9.4130456e-01 1.6181637e-02 4.2175874e-02 2.7869295e-04]
6751,"三位,新進,人員,無法,加入,NB6,Audio,group",,2,其他,0,Outlook與郵件,[1.6110620e-24 2.0397744e-26 1.0000000e+00 2.6161585e-17 8.0076859e-16]
8444,"可以查,星期,晚上,mail,星期,早上,寄件,備份,show,星期,晚上,剛剛,28,同事,收到,我想查,客人,收到,事關,報價,回覆,deadline",,2,其他,0,Outlook與郵件,[0.06190724 0.03655417 0.46061748 0.39756885 0.04335223]
3333,"無線網路不通,部門,多人,類似,情形,持續",,2,其他,3,網路,[1.7928665e-24 2.5604337e-25 1.0000000e+00 2.2472828e-17 7.8690563e-16]
9523,"單號,APP83,簽核,會計部,門卻,單子,簽核,無法,付款",,1,SAP,4,資訊系統,"[3.21496501e-08 9.99558151e-01 4.24705446e-04 1.30798635e-05
 4.10118992e-06]"
5697,"Office,軟體,無法開啟,移除,相關,程式,不小心,移除,sqlite3,odbc,driver,USB,Driver,問題",,3,網路,2,其他,[1.1361295e-17 1.2405442e-10 1.6926387e-08 1.0000000e+00 2.1697333e-16]
2450,"無法寄信,海外,QMF,錯誤訊息,exchange2,QFREMONT2,com,拒絕,寄到,電子郵件地址,郵件,Chris,Chen,權限,安全性,問題,無法,傳遞,郵件,郵件,仲裁,拒絕,郵件,地址,接受,寄件,電子郵件,限制,阻止,傳遞,郵件",,3,網路,0,Outlook與郵件,[9.3642957e-15 7.7805531e-09 9.1885273e-09 1.0000000e+00 1.1075385e-12]
5576,"25,剛新人,報到,下週,出差,需要,辦理,資訊,產品,攜出,外帶證,電腦,目前,還沒有,資產編號",,3,網路,2,其他,[1.1917687e-14 1.4254373e-08 9.8643032e-09 1.0000000e+00 3.1289964e-12]
1952,"網路不通,檢查,網路,設定,問題",,2,其他,3,網路,[2.4041624e-29 6.7177004e-32 1.0000000e+00 2.6925231e-22 3.8504872e-19]
7207,"登入,電腦,一段,時間,沒使,用電,輸入,帳密,出現,安全性,問題,....,導致,無法,重新,log,in",,4,資訊系統,2,其他,[1.7122520e-04 2.1829441e-02 2.2936126e-02 6.3350378e-03 9.4872814e-01]
6025,"未收到,認證信,以下,外部,Gmail,信箱,收到,資訊,寄件,Gerrit,Code,Review,收件,主旨,Gerrit,Code,Review,Email,Verification,SPF,PASS,IP,209.85,220.41,DKIM,PASS,網域,sendgrid,softlayer,com",,4,資訊系統,0,Outlook與郵件,[4.5139085e-16 8.9888886e-12 1.7116832e-08 4.0058453e-11 1.0000000e+00]
5590,"windows,作業系統,重複,開機,動作",,3,網路,2,其他,[5.4157845e-04 1.9021338e-01 2.3587959e-02 7.8470641e-01 9.5066126e-04]
4247,"北棟,四樓,印表機,無法連線",,3,網路,2,其他,[7.0968884e-09 4.4450178e-05 6.4696782e-05 9.9989080e-01 3.9099053e-08]
3351,"CISCO,IP,PHONE,密碼,需要,新設",,3,網路,2,其他,[7.2328730e-09 1.4873616e-05 2.9266013e-05 9.9995553e-01 2.4876925e-07]
5544,"申請,網點,開通,APP83,現在,無法使用",,2,其他,3,網路,[3.7095271e-09 7.9242490e-10 9.9999785e-01 4.4448362e-07 1.7189346e-06]
4936,"詢問,簽核,過程,想加,刪除",,0,Outlook與郵件,4,資訊系統,[0.7372295  0.01969564 0.14897871 0.01198654 0.08210962]
