,1_sentence,2_y_predict,3_y_predict_name,4_answer,5_y_predict_probability
654,"開啟,pro,e,當機,藍屏",4,SAP-168(QCI),3,"[0.01554431 0.00207058 0.00321082 0.00536226 0.77275175 0.193392
 0.00766832]"
350,"after,QCI,PUR6,passwe,input,132,passwd,can,t,pass,login",0,BPM平台系統,5,"[0.4267361  0.04937686 0.04676355 0.1575717  0.01726224 0.01787138
 0.28441817]"
1717,"USER,電腦,號碼,查詢,無法,使用",4,SAP-168(QCI),6,"[0.06611372 0.007931   0.01086703 0.02174935 0.63657874 0.22343467
 0.03332555]"
3123,"user,反應,權限,取消,無法,做,vendor,資料,查詢,相關,人員",0,BPM平台系統,4,"[0.38822168 0.06057223 0.05486332 0.17242393 0.00986756 0.01247974
 0.30157152]"
2347,"無法,上傳,附加,檔案,考績,表,裡面,畫面,顯示,發生,伺服器,錯誤",0,BPM平台系統,6,"[0.37585625 0.06402812 0.05727673 0.17657971 0.00834356 0.01124078
 0.3066749 ]"
2991,"急單,一字,階,無法,key",0,BPM平台系統,5,"[0.43687582 0.04644107 0.04446739 0.15340114 0.01948784 0.01920867
 0.28011802]"
3650,"操作,電腦,四年,舊換新,時,出現,錯誤,訊息,資產,編號,名下,無,保管人,無法,繼續,操作,申",4,SAP-168(QCI),0,"[0.01158119 0.00196804 0.0030556  0.00454629 0.7761245  0.19663717
 0.00608724]"
26,"以下,料号,描述,中出,现异常,1HYYZZZ0870,1HYYZZZ0888,1HYYZZZ0896,1HYYZZZ08C7,1HYYZZZ08D5,1HYYZZZ08E3",4,SAP-168(QCI),5,"[0.0520446  0.00573216 0.00809419 0.01616809 0.6777501  0.2151391
 0.02507173]"
5028,"要申,預約,會議室,出現,權限,訊息",0,BPM平台系統,6,"[0.40344846 0.05566479 0.05119168 0.16702116 0.01133839 0.01345224
 0.29788327]"
3132,"QSMC,二位,同仁,QCMC,出差,卻,無法,使用,QCMC,預約,系統,正常,因該,SDA,同仁,可互,梘,預約,三個,廠區,查詢,問題,所在",0,BPM平台系統,3,"[0.34786734 0.07418527 0.064696   0.1852299  0.00637802 0.00970539
 0.31193808]"
181,"使用,反應,無法,填寫,資訊,需求,申單",4,SAP-168(QCI),0,"[0.00994185 0.00145584 0.00232735 0.00361921 0.79283565 0.18481918
 0.00500085]"
4781,"自動,關掉",4,SAP-168(QCI),6,"[0.13271591 0.01240427 0.01611583 0.03825717 0.5313472  0.20623617
 0.06292339]"
2519,"SAP,268,操作,到,一半會,跳出,一堆,視窗,顯示,Error",4,SAP-168(QCI),5,"[0.02264063 0.00334563 0.00498138 0.0082557  0.7374607  0.21157417
 0.01174178]"
3558,"主管,簽核,時,發生,錯誤,無法,簽核",0,BPM平台系統,6,"[0.41417813 0.05301087 0.04935598 0.16293149 0.01350391 0.01517511
 0.2918446 ]"
3745,"myquanta,頁面,logon,圖示,安裝,cirtix,連結",0,BPM平台系統,4,"[0.43046087 0.0484263  0.04614342 0.15612172 0.01849178 0.01873305
 0.28162292]"
3080,"尽快,使,E0,0989,268,生效",0,BPM平台系統,5,"[0.4470217  0.03045738 0.03242864 0.11585822 0.10154032 0.06241232
 0.2102814 ]"
1476,"確定,分類,是否,正確,問,QTMC,工廠,端,透過,平台,取得,RD,上傳,資料,QSMC,透過,VRC,下載,QTMC,知道,走,方式,確認,建議",0,BPM平台系統,3,"[0.4050507  0.05666836 0.05300787 0.16519976 0.01692241 0.01847438
 0.28467655]"
4717,"無法,logon,SAP",4,SAP-168(QCI),5,"[1.4464711e-03 2.1858743e-04 4.0397898e-04 5.5993500e-04 8.7204933e-01
 1.2461649e-01 7.0523180e-04]"
5297,"希望,增加,新,customer,NEC,QITS,系統,中",4,SAP-168(QCI),3,"[0.09924142 0.01136687 0.01495915 0.03169278 0.57412434 0.21961403
 0.04900146]"
3841,"sap168,zz29,報表,跑",0,BPM平台系統,4,"[0.4626865  0.03479902 0.03588548 0.1289457  0.05941762 0.04200778
 0.23625787]"
5089,"課程,缺少,外掛,程式,無法,撥放",0,BPM平台系統,6,"[0.45403805 0.04102054 0.04056194 0.14321779 0.03224004 0.02731151
 0.2616101 ]"
4516,"換,部門,之後,權限,確認",4,SAP-168(QCI),6,"[0.14301735 0.01399865 0.0179845  0.04209653 0.5088499  0.2054824
 0.06857061]"
3992,"無法,查詢,資訊,需求,申單,GAMS,無法,使用",4,SAP-168(QCI),0,"[0.00751432 0.00116508 0.00189901 0.00283803 0.8041542  0.17859714
 0.00383216]"
1789,"APP,同仁,假,尚未,申,代理人",4,SAP-168(QCI),0,"[0.17288841 0.01731122 0.02162165 0.05152883 0.4547581  0.19807544
 0.0838163 ]"
3664,"user,查詢,T,code,ZCPR,相關,功能",0,BPM平台系統,4,"[0.40787032 0.0544741  0.05039995 0.16531272 0.01203292 0.01400584
 0.29590413]"
676,"user,反應,無法,登入,SAP",4,SAP-168(QCI),5,"[1.5489210e-03 2.3883652e-04 4.3792484e-04 6.0453109e-04 8.6908191e-01
 1.2732844e-01 7.5936987e-04]"
2807,"無法,開啟,網頁",4,SAP-168(QCI),6,"[0.01420335 0.00187841 0.00293756 0.00488948 0.77863187 0.19044828
 0.00701106]"
1941,"無法,開啟,Pro,E,聯絡",4,SAP-168(QCI),2,"[0.00744514 0.00107331 0.00175881 0.00269682 0.80988747 0.1734477
 0.00369081]"
339,"USER,欲,連結,SAP268,系統,出現,錯誤,訊息,重設,路徑,後,已,解決",0,BPM平台系統,5,"[0.3693456  0.06617296 0.05889999 0.17858692 0.00779619 0.01078666
 0.30841163]"
387,"欲申,318,權限,詢問,申",0,BPM平台系統,4,"[0.42829603 0.04884721 0.04630905 0.15705308 0.01749743 0.0179859
 0.2840112 ]"
3914,"for,ken,packing,list,and,invoice,excel,巨集,調整,格式",4,SAP-168(QCI),5,"[0.13023151 0.01386367 0.01781128 0.03992512 0.52287024 0.21167648
 0.06362169]"
2067,"同事,公號,818,密碼,過期,無法,登入,使用,mail,quantatw,com,進入,更改,密碼,出現,錯誤,此處,需要,物件",4,SAP-168(QCI),0,"[0.10037238 0.01473529 0.01891713 0.03691066 0.54495466 0.2300208
 0.0540891 ]"
1945,"298,logon,fail,重新,產生,清單",4,SAP-168(QCI),5,"[0.04666885 0.00574081 0.00814493 0.01540833 0.6813776  0.21946406
 0.02319543]"
2986,"BD6,專案,時間,變更,麻,變更,PMA,Team,Schedule,Setting,Start,Date,and,End,Date,PMA,Team,Schedule,Start,Date,更改為,120,End,Date,更改為,108",0,BPM平台系統,3,"[0.34793827 0.0759954  0.06691521 0.1858328  0.0088102  0.01249263
 0.30201548]"
5413,"使用,本機端,登入,JAVA,版,PLM,後,出現,異常,訊息,無法,正常,使用,PLM",4,SAP-168(QCI),3,"[0.01433046 0.00230024 0.00354394 0.00544353 0.76538837 0.20154569
 0.00744773]"
1617,"268,找不到,301,ACC,user,說,以前",4,SAP-168(QCI),5,"[0.28066218 0.0237991  0.02789283 0.0783541  0.30443862 0.15157214
 0.13328099]"
2552,"薪資,明細,開啟,顯示,嘗試,連線到,Active,Directory,Rights,Mangement,Services,伺服器,時,發生,錯誤",0,BPM平台系統,6,"[0.41835025 0.05185268 0.04874963 0.16097456 0.01602013 0.01715004
 0.2869028 ]"
677,"無法,登入,錯誤,訊息,TEL",4,SAP-168(QCI),5,"[0.10132265 0.01117722 0.01471477 0.0317857  0.573346   0.21774596
 0.04990777]"
4796,"北棟,五樓,晶片,系統,實驗室,網路,全部,不通",0,BPM平台系統,4,"[0.42841652 0.04882403 0.04626396 0.15711096 0.01688732 0.01750086
 0.28499633]"
3958,"欲,刪除,檔案,無,作用",0,BPM平台系統,5,"[0.38176522 0.06153925 0.05508052 0.17448086 0.00774305 0.01044102
 0.3089501 ]"
3307,"PLM,系統,問題",4,SAP-168(QCI),3,"[0.2585421  0.02110266 0.02531408 0.06986044 0.34402665 0.16115153
 0.1200026 ]"
4035,"無法,登入,SAP33",0,BPM平台系統,4,"[0.44793445 0.04305619 0.04204078 0.1473859  0.0264721  0.02377486
 0.26933563]"
1564,"無法,連上,268,client",0,BPM平台系統,5,"[0.40873265 0.05394371 0.04985402 0.16500261 0.01187018 0.01380976
 0.296787  ]"
2284,"Payment,term,QT25,修改,問題,詢問",0,BPM平台系統,5,"[0.43352795 0.04749298 0.04531595 0.15482827 0.01941846 0.01933493
 0.28008145]"
177,"無法,選擇,資產",4,SAP-168(QCI),0,"[0.05726201 0.00650928 0.00908147 0.01821649 0.6624041  0.21845241
 0.02807421]"
3211,"總,物流,部,物流,課,user,反應,今日,SAP168,速度,很慢,相關,同仁",0,BPM平台系統,4,"[0.4037771  0.05617754 0.05181511 0.16667145 0.01249301 0.0145962
 0.2944696 ]"
3434,"無法,連上",0,BPM平台系統,2,"[0.41541386 0.05203763 0.0483623  0.16251087 0.01251783 0.01418465
 0.29497296]"
3384,"User,反應,使用,ME23,查詢,PO,時,系統,無,回應",0,BPM平台系統,4,"[0.4288719  0.04872044 0.04649219 0.15632808 0.01996022 0.01997445
 0.27965268]"
5101,"Pro,e,抓不到,License",4,SAP-168(QCI),2,"[0.06989253 0.00777791 0.01066941 0.02197059 0.63635653 0.21918987
 0.03414321]"
733,"SI,系統,操作,問題",4,SAP-168(QCI),6,"[0.02563436 0.00321026 0.00479146 0.00854196 0.7393245  0.20585808
 0.01263947]"
5362,"MRO2,發,標作業,點,送出,後,發生,異常,目前,人,大陸,連絡,方式,",4,SAP-168(QCI),0,"[0.1159614  0.01502394 0.01933434 0.03947433 0.5282189  0.2222609
 0.05972616]"
1002,"無法,開啟,線上,影片",4,SAP-168(QCI),6,"[0.1965859  0.01772437 0.02191924 0.05591298 0.42789084 0.18669009
 0.09327661]"
2145,"無法,號碼,查詢,到,電話",0,BPM平台系統,6,"[0.40521145 0.05493955 0.050624   0.16619244 0.01136883 0.01345823
 0.2982054 ]"
1807,"MYQUANTA,SAP,無法,連上",4,SAP-168(QCI),2,"[0.00701131 0.00099519 0.00164477 0.00252409 0.81328744 0.1710662
 0.00347095]"
527,"早上,承辦人員,通話,重新,操作,後,OCS,系統,出現,舊,電話,號碼,承辦人員,察看,系統,問題,來電,告知,狀況",0,BPM平台系統,6,"[0.38281882 0.0623052  0.0565771  0.17388172 0.01009729 0.01288849
 0.30143136]"
3761,"人,達丰,user,反應,SAP218,無法,連線,相關,同仁",4,SAP-168(QCI),5,"[0.009342   0.00147908 0.00236235 0.0035256  0.7930223  0.18550256
 0.00476611]"
1199,"本機,無法,撥放,PSI,課程,影片,點選,播放,之後,影片,反應",0,BPM平台系統,6,"[0.39015248 0.05994792 0.05438061 0.17173778 0.00982573 0.01241457
 0.30154088]"
681,"BOM,issue,聯絡,電話",0,BPM平台系統,5,"[0.45572367 0.03126568 0.03303628 0.11878628 0.0884307  0.05598487
 0.21677254]"
1658,"BLK,1193,test,case,無法,download,檔案,問題,try,說,問題,檔案,勾選,弄,弄得,現在,download,Data,error,本來,download,data,error,Ps,繳交,test,case,客戶,再,麻煩,一下",0,BPM平台系統,3,"[0.34956384 0.07402121 0.06534246 0.18532914 0.00853989 0.01215594
 0.30504754]"
3483,"權限,申,南棟,五樓,會議室",4,SAP-168(QCI),6,"[0.11428867 0.01185681 0.01550436 0.03479008 0.55427265 0.21378927
 0.0554981 ]"
2746,"按鈕,無,反應",0,BPM平台系統,4,"[0.4642198  0.03447917 0.03554651 0.12826827 0.05999891 0.04214289
 0.23534441]"
5010,"需要,訂,會議室,發現,無法,登入,到,總務,資訊,系統",0,BPM平台系統,6,"[0.40218353 0.05632922 0.05180272 0.16748087 0.01170712 0.01387506
 0.2966215 ]"
1212,"Submit,快遞,申單,時,出現,錯誤,訊息,BPMPortal,應用,程式,中,發生,伺服器,錯誤,伺服器,無法,要求,999",4,SAP-168(QCI),0,"[0.05526814 0.00968678 0.0130163  0.02199106 0.6305201  0.2391345
 0.03038314]"
5470,"License,相關,問題",0,BPM平台系統,2,"[0.4497263  0.04279901 0.04182181 0.14671332 0.02666218 0.02384226
 0.26843503]"
2318,"這封,郵件,含有,限制,權限,確認,憑證,之前,無法,讀取,窗格,中,檢視,郵件,開啟,項目,已,讀取,內容,確認,憑證,內容,無法,透過,目前,認證,進行,存取,使用,Microsft,帳戶,存取,內容",0,BPM平台系統,6,"[0.41579583 0.052455   0.05056345 0.15741162 0.02875606 0.02719856
 0.26781943]"
2633,"希望,系統,數據,臺灣,廠,轉至,大陸廠",0,BPM平台系統,5,"[0.444416   0.04428438 0.042945   0.14961119 0.02372348 0.02203512
 0.27298492]"
4853,"電腦,重灌,完成,軟體,需求,申單,簽核,後,繪圖,軟體,依舊,無法,打開,繪圖,軟體,Siemens,UG,NX,狀況,描述,得到,選擇,bundle,繪圖,軟體,無法,使用",0,BPM平台系統,3,"[0.38146275 0.06463542 0.05851086 0.17407867 0.01159546 0.01448338
 0.29523346]"
5086,"重覆,填,一筆,資料,抽單,單號,APP14",4,SAP-168(QCI),0,"[0.20650041 0.01827292 0.02255439 0.05824504 0.4142326  0.1824548
 0.09773988]"
1126,"無法,觀看,線上,課程,windows,media,player,找不到,檔案",4,SAP-168(QCI),6,"[0.17616338 0.0182842  0.02266585 0.05422777 0.44435498 0.19715062
 0.08715321]"
582,"Issue,export,功能,問題",0,BPM平台系統,3,"[0.44154835 0.02861843 0.03082231 0.11018977 0.11867801 0.06944202
 0.20070109]"
2418,"Pro,E,無法,連上",0,BPM平台系統,2,"[0.427287   0.02806732 0.03044106 0.10723751 0.13548948 0.0774594
 0.1940182 ]"
5055,"無法,撥放,線上,課程",4,SAP-168(QCI),6,"[0.08015872 0.00879991 0.01188097 0.02509799 0.6154211  0.21933272
 0.03930853]"
210,"希望,增加,與會,人員,時,選擇,群組,當一個,部門,人,開會,時,要選,次,困擾",4,SAP-168(QCI),6,"[0.00564921 0.00088844 0.00147491 0.00214451 0.8178476  0.16916586
 0.00282952]"
1117,"出勤,BPM,無法,開啟",0,BPM平台系統,6,"[0.40644273 0.05465611 0.05034276 0.1658063  0.01128714 0.01333546
 0.29812956]"
2384,"可否,確認,目前,人,使用,NB,能否,升級,記憶體,容量",4,SAP-168(QCI),0,"[4.6838480e-03 7.1778428e-04 1.2206872e-03 1.7613957e-03 8.2747412e-01
 1.6180892e-01 2.3332189e-03]"
4394,"User,反應,268,使用,CS03,做,display,BOM,時,key,入,廠區,無法,query,到任,資料,ZPA2,狀況,",4,SAP-168(QCI),5,"[0.01035627 0.00187349 0.00292169 0.00420742 0.7781753  0.19696815
 0.00549764]"
3383,"前,一陣子,設備,歸還,時,收到,系統,發出,MAIL,借出,時才,收到,系統,發出,MAIL",0,BPM平台系統,3,"[0.38707194 0.06098797 0.05522956 0.17273958 0.00996704 0.01264878
 0.30135512]"
829,"使用,無法,SAP,使用,剪下,貼上,功能",4,SAP-168(QCI),5,"[1.02594146e-03 1.58894778e-04 2.99612177e-04 4.08284366e-04
 8.81970465e-01 1.15635656e-01 5.01158531e-04]"
2687,"薪資單,郵件,無法,開啟,outlook,一點,hang,住",4,SAP-168(QCI),6,"[0.24806216 0.02309432 0.02747693 0.07209573 0.34238136 0.16678503
 0.1201045 ]"
367,"run,ZMQW,fail",0,BPM平台系統,4,"[0.45628336 0.04035095 0.04000787 0.14187981 0.0333971  0.02789725
 0.2601836 ]"
1467,"SAP,不通,存取,權限,發生,錯誤",4,SAP-168(QCI),5,"[2.2801310e-03 3.4607871e-04 6.2029943e-04 8.7022258e-04 8.5653305e-01
 1.3823070e-01 1.1195281e-03]"
5109,"SDA,E,Booking,系統,Report,下,設備,使用,清單,資料,出現,異常,ESD,設備,月,使用,時數,高達,1179,小時,已,超過,一個,月,總,小時數,修正,報表,異常",0,BPM平台系統,3,"[0.30735293 0.03469649 0.03858501 0.10036475 0.22540103 0.1324179
 0.16118191]"
4845,"無法,開啟,假,系統,麻煩,確認,User,反應,已有,填,單一,兩天",0,BPM平台系統,6,"[0.4034062  0.05650214 0.05217104 0.16687799 0.01287716 0.01492891
 0.29323646]"
2098,"E,Booking,系統,User,一張,申單,預約,二台,設備,申單,送出,後,查,單僅,顯示,預約,一台,二台,設備,預約,成功",0,BPM平台系統,3,"[0.35951406 0.07026185 0.06213897 0.18163526 0.00781292 0.0110574
 0.30757955]"
2299,"沒辦法,使用,Pro,E",4,SAP-168(QCI),2,"[5.1121912e-03 7.1988505e-04 1.2220306e-03 1.8397220e-03 8.2795513e-01
 1.6065125e-01 2.4997392e-03]"
5386,"System,can,not,logon",4,SAP-168(QCI),6,"[0.1543545  0.01478671 0.01881443 0.04507593 0.49136478 0.20171747
 0.07388619]"
2416,"進入,MYQuanta,首頁,選項,無法,點選,出勤,資訊,無法,點",0,BPM平台系統,3,"[0.4000685  0.0569226  0.05239531 0.16815546 0.01222405 0.01441669
 0.29581743]"
670,"crate,ZAT,ZAY,project,name,點選,Start,出現,錯誤",0,BPM平台系統,3,"[0.44523054 0.04380669 0.04279117 0.14799123 0.02721832 0.02444586
 0.2685162 ]"
4265,"168,做,當月,銷退,動作,詢問,相關,問題",0,BPM平台系統,4,"[0.45279214 0.04126308 0.04086439 0.1430871  0.03351927 0.02823438
 0.26023966]"
3657,"同仁,SAP,268,顯示,帳號,已經,logon,無法,再次,login",4,SAP-168(QCI),5,"[0.00655943 0.00106037 0.00174479 0.00252466 0.80928445 0.17546655
 0.00335975]"
1498,"SAP,操作,錯誤,381",4,SAP-168(QCI),5,"[1.1886733e-03 1.8245471e-04 3.4076595e-04 4.6715108e-04 8.7779164e-01
 1.1944997e-01 5.7929609e-04]"
1188,"no,citrix,account",0,BPM平台系統,4,"[0.44728988 0.0434011  0.04230171 0.14791979 0.02548977 0.02312976
 0.27046797]"
2201,"帳號,無法,登入",4,SAP-168(QCI),5,"[0.1183905  0.0118627  0.01551145 0.03542579 0.5499697  0.2116777
 0.05716219]"
1514,"iPhone,更新,iOS,07,版本,之後,無法,出勤,紀錄",0,BPM平台系統,1,"[0.4026881  0.05601845 0.05149876 0.16722058 0.01154169 0.01369894
 0.29733357]"
1893,"ES,研發,二組,ES,研發,四處,軟體,課,ERF03,設定,廖瑞澤,801,為原,簽核,主管,高星照,701,代理人",0,BPM平台系統,6,"[0.3764639  0.06370688 0.05669465 0.17593801 0.00750467 0.01035329
 0.30933857]"
2182,"加班,申單,抽單,問題",0,BPM平台系統,6,"[0.4101925  0.05369472 0.04966854 0.16433674 0.01193538 0.01383153
 0.29634055]"
2984,"線上,課程,無法,自動,播放",4,SAP-168(QCI),6,"[0.05152245 0.00623378 0.00873967 0.01695402 0.6706862  0.22022636
 0.02563751]"
5467,"跑,BOM,168,轉,298",4,SAP-168(QCI),5,"[2.1212550e-03 3.2202801e-04 5.7998498e-04 8.1163150e-04 8.5853708e-01
 1.3658778e-01 1.0402242e-03]"
1073,"268,SAP,查詢,資料,無法,儲存,資料",4,SAP-168(QCI),5,"[3.5034604e-03 5.4953282e-04 9.5108995e-04 1.3490965e-03 8.3859354e-01
 1.5329465e-01 1.7586544e-03]"
1097,"SAP,298,無法,登入,檢查",4,SAP-168(QCI),5,"[1.2719365e-03 1.9855975e-04 3.6903433e-04 5.0366455e-04 8.7513608e-01
 1.2189654e-01 6.2412303e-04]"
1718,"主管,無法,簽核",0,BPM平台系統,6,"[0.44870114 0.04302545 0.04199877 0.14724505 0.02614078 0.02354272
 0.2693461 ]"
322,"user,反應,說,R10,系統,問題,連絡",0,BPM平台系統,4,"[0.453333   0.04008234 0.04008706 0.14006925 0.04076451 0.03273226
 0.25293148]"
3166,"401,未經,授權,認證,無效,拒絕,存取",4,SAP-168(QCI),0,"[0.0103474  0.00149397 0.00239212 0.00373014 0.7918844  0.18498152
 0.00517049]"
3515,"Issue,owner,收不到,系統,發出,announce,mail",0,BPM平台系統,3,"[0.4206412  0.05103531 0.04779857 0.16050752 0.01415524 0.01548616
 0.29037598]"
3882,"SO,822,欲,砍,Item,項目,5710",0,BPM平台系統,4,"[0.411869   0.05321276 0.04936071 0.16385953 0.01254273 0.01433779
 0.29481754]"
1557,"電腦,重灌,後,無法,登入,QEx,學習,互動,平台",0,BPM平台系統,6,"[0.41900152 0.05149075 0.04841724 0.16074868 0.01571182 0.0168718
 0.28775823]"
2867,"User,反應,寄售,部份,問題,MIS,人員,解決,1408",0,BPM平台系統,4,"[0.45537254 0.03518467 0.0363475  0.12803027 0.06774525 0.04687565
 0.23044409]"
1606,"進入,Myhr,跳出,需,輸入,帳號,密碼,輸入,後,無法,進入,網頁,跳出,未經,授權,認證,無效,拒絕,存取,麻煩",4,SAP-168(QCI),6,"[0.08424853 0.01399286 0.01819077 0.03280866 0.566061   0.23784344
 0.04685475]"
3400,"您好,常駐,QSMC,使用,QUANTA,domain,廣達,菁英,學校,無法,登入",4,SAP-168(QCI),6,"[3.5211400e-03 5.3787394e-04 9.3271694e-04 1.3311981e-03 8.3937567e-01
 1.5256140e-01 1.7399376e-03]"
184,"已,加入,新人,訓練,課程,無法,觀看",0,BPM平台系統,6,"[0.40488786 0.05533024 0.05094812 0.16639599 0.01162885 0.01373699
 0.297072  ]"
533,"登入,福委會,系統,儲值,跳出,視窗,Windows,需要,輸入,密碼,輸入,跑出,HTTP,錯誤,401,Unauthorized,使用,提供,認證,權限,檢視,目錄,網頁,餐費,無法,儲值,Orz",4,SAP-168(QCI),6,"[0.00878839 0.00159167 0.00252191 0.00357968 0.78709334 0.19176358
 0.00466135]"
2389,"I,accidentally,deleted,the,default,windows,certificate,within,my,laptop,Would,it,be,a,problem,to,the,system,Please,help,Thank,you",0,BPM平台系統,6,"[0.4138285  0.05350009 0.05022327 0.16228919 0.01614695 0.0174645
 0.28654757]"
3528,"門禁,申,系統,填寫,送出,後,出現,網頁,錯誤",0,BPM平台系統,6,"[0.44426957 0.04366922 0.04296288 0.14657299 0.03195379 0.02775313
 0.26281846]"
657,"無法,驗證,發行,檔案,無法,播放",0,BPM平台系統,6,"[0.40697902 0.05458108 0.05034469 0.16570014 0.01180501 0.0138138
 0.29677624]"
2168,"線上,課程,系統,點了,之後,反應",0,BPM平台系統,6,"[0.4210017  0.05091134 0.0477557  0.16025032 0.01472429 0.01597411
 0.28938255]"
2094,"cost,center,issue",0,BPM平台系統,4,"[0.42539313 0.04958146 0.04675981 0.15851493 0.0152994  0.01628979
 0.2881615 ]"
898,"USER,反應,使用,268,ZMD5,沒法,下載,成,Excel,檔,user,了解,是否,設定,弄錯",4,SAP-168(QCI),5,"[0.19540124 0.02197481 0.02655061 0.06231174 0.402872   0.19231777
 0.09857182]"
3529,"268,第二層,LOGIN,無法,順利,登入",0,BPM平台系統,5,"[0.40851155 0.05427914 0.05027291 0.16501221 0.012481   0.0143882
 0.29505497]"
2463,"驗收,需要,復原",4,SAP-168(QCI),0,"[0.20626396 0.01746007 0.02158516 0.05666019 0.4200769  0.18194945
 0.09600423]"
1499,"執行,SAPF3,路徑,之下,檔案,無法,執行",0,BPM平台系統,4,"[0.38274708 0.06104976 0.05470792 0.17411622 0.00770781 0.01037814
 0.30929303]"
4438,"教,一下,電腦,去年,12,月底,換,新機,PRO,E,開較,組立,圖會,跳掉,問是,電腦,問題,電腦,RAM,4GB,CPU,7GHz",4,SAP-168(QCI),2,"[0.01565444 0.00250246 0.00383178 0.00592498 0.76053566 0.20344405
 0.0081066 ]"
3313,"298,MM02,quanta,PN,Sales,view,maintain,quanta,PN,FAQN11,2649",4,SAP-168(QCI),5,"[0.0150434  0.00201269 0.00312698 0.00519614 0.7743496  0.19286136
 0.00740975]"
2680,"加班,事實,系統,勾選",0,BPM平台系統,6,"[0.41094303 0.05336007 0.04936931 0.1641147  0.01177024 0.01365575
 0.29678693]"
3306,"當在,QSIT,Project,Crate,modify,進行到,下一步,Stage,Date,選項,時,系統,出現,Data,Failed,訊息,可否,儘速,問題",4,SAP-168(QCI),3,"[0.16226381 0.02323676 0.02817424 0.05898379 0.4296622  0.20953937
 0.08813987]"
3765,"無法,開,PO",0,BPM平台系統,4,"[0.44803593 0.04301001 0.0420227  0.14727414 0.02684577 0.02403264
 0.26877886]"
3646,"Ask,some,question",0,BPM平台系統,4,"[0.42346078 0.02641219 0.02885729 0.10276775 0.14835206 0.08217116
 0.18797876]"
3834,"user,需,安裝,軟體",0,BPM平台系統,4,"[0.4388936  0.04599271 0.04421348 0.15241581 0.02066116 0.0200383
 0.27778497]"
3540,"新人,申,帳號",0,BPM平台系統,4,"[0.4526017  0.04169194 0.0409845  0.14462557 0.02976009 0.02576419
 0.264572  ]"
2341,"修改,Buyer,code,L,T,要用,何種,程式",0,BPM平台系統,5,"[0.42495853 0.04980486 0.04700461 0.1585986  0.0162447  0.01713075
 0.28625795]"
2892,"資產,編號,那欄,無法,帶出",4,SAP-168(QCI),0,"[0.01218976 0.00166439 0.00263083 0.00426737 0.785941   0.18726967
 0.00603693]"
3871,"問,PLM,系統,若要,查詢,更換,密碼,修改",4,SAP-168(QCI),6,"[0.11394691 0.01333308 0.01726691 0.03701415 0.54212165 0.21900158
 0.05731569]"
1669,"續訂,168,會議室,一點,以後,時間,無法,操作",4,SAP-168(QCI),6,"[3.6751835e-03 5.6773284e-04 9.7956019e-04 1.3966074e-03 8.3713186e-01
 1.5442124e-01 1.8277308e-03]"
1095,"Project,kick,off,之後,Project,maintenance,Project,member,setting,此時,memers,進行,加入,刪除,動作,再,做完,Team,Schedule,Setting,之後,發現,Project,member,Setting,只,加入,人員,無法,進行,刪除,動作,問,這是,預期,行為,thanks",0,BPM平台系統,3,"[0.36398506 0.07001153 0.06351106 0.17959374 0.01288704 0.01626541
 0.2937462 ]"
2115,"無法,create,New,Project",4,SAP-168(QCI),5,"[0.05405462 0.00646198 0.00902957 0.01763215 0.66587913 0.22013694
 0.02680563]"
1001,"Project,maintenance,Project,Information,Platform,選單,中,須再,增加,一個,選項,Intel,Baytrial,權限,開到,最高,受限,role,限制,方便,驗證,輸入,資料,後,thanks",4,SAP-168(QCI),3,"[0.08597669 0.01564365 0.01996733 0.03535776 0.5524196  0.24148685
 0.04914812]"
1432,"user,了解,ZV29,這支,程式,是否,查詢,2003,之前,資料,不行,是否,程式,方式,查詢,到,資料,Irwin",0,BPM平台系統,4,"[0.41893795 0.05174407 0.04937816 0.15908495 0.02233317 0.02229523
 0.27622652]"
3426,"驗收,升單,Process,按鈕,按下去,會談,錯誤,無法,修改",4,SAP-168(QCI),0,"[0.15545602 0.01607389 0.02028903 0.04746289 0.4804461  0.20406502
 0.076207  ]"
957,"PDM,系統,問題,無法,填單",0,BPM平台系統,3,"[0.45730573 0.03888631 0.03908163 0.13817213 0.04213465 0.0331712
 0.25124827]"
2851,"QSMC,user,反應,ZAPR,開,PO,時有,問題,176",0,BPM平台系統,4,"[0.4302743  0.0486028  0.04626079 0.15612495 0.01922762 0.01934127
 0.28016827]"
2572,"Cannot,borrow,license,too",4,SAP-168(QCI),2,"[0.02733097 0.00336942 0.00500601 0.00900831 0.7353003  0.20661826
 0.01336676]"
2078,"ICA,受到,損壞,can,t,login,in,SAP,SAP,team,said,that,problem,may,because,of,Citrix",4,SAP-168(QCI),2,"[1.4690531e-03 2.4263468e-04 4.4484399e-04 5.9415714e-04 8.6773854e-01
 1.2877762e-01 7.3324749e-04]"
1034,"user,PO,收料,問題,想教",0,BPM平台系統,4,"[0.29656562 0.02371628 0.02773777 0.07990605 0.2898848  0.1439548
 0.13823467]"
5002,"TCBSI,physical,viewer,lisence,沒辦法,打開",0,BPM平台系統,3,"[0.4439558  0.04435931 0.04295151 0.14992516 0.02333344 0.02178122
 0.2736936 ]"
2845,"separate,the,PB,iMAC,in,the,summarize,portion,modify,ZV9A",0,BPM平台系統,4,"[0.4622259  0.03755106 0.03796456 0.13554806 0.04437681 0.03408661
 0.248247  ]"
