,1_sentence,2_sentence,3_y_predict,4_y_predict_name,5_answer,6_answer,7_y_predict_probability
2905,QCO無法登入，分機:18975,"網管,QCO,操作,設定問題,QCO,無法登入",12,商務用Skype,3,QCO,"[0.00237873 0.00185795 0.02800585 0.10849316 0.00123495 0.0025539
 0.00233207 0.21802253 0.01555095 0.00212174 0.01263221 0.02940559
 0.30038634 0.04265599 0.00321217 0.00513103 0.09933254 0.12469228]"
13676,使用者反應開啟QCO之後 預設的輸入法都是新注音而非美式鍵盤 請協助處理,"網管,QCO,操作,設定問題,開啟,QCO,預設,輸入法,美式,鍵盤",12,商務用Skype,3,QCO,"[0.00177744 0.00118195 0.01958123 0.05985566 0.00102643 0.00214587
 0.00209536 0.18218425 0.01133702 0.00155176 0.00276901 0.03133005
 0.30441505 0.02260252 0.00169103 0.00579032 0.25935215 0.08931285]"
8565,customer Microsoft LINK:https://einvoiceuat.redmond.corp.microsoft.com/Invoice/MyApprovals.aspx?MSIStateKey=ee102faf-2e6f-4c9f-a06c-99334d6306a8  Proxy 伺服器沒有回應,"網管,網頁,Skype,無法,上網,出現,無法顯示,網頁,customer,Microsoft,LINK,Proxy,伺服器,回應",8,作業系統與印表機,16,連網頁/Skype,"[9.9439596e-05 9.8075099e-05 1.4305844e-03 2.4054782e-03 7.3878626e-05
 2.6508654e-04 2.9760739e-04 7.3922575e-03 9.4912547e-01 1.8283201e-04
 3.4651919e-03 1.5610802e-03 5.1792325e-03 1.9204516e-03 1.3243360e-02
 1.2008348e-03 8.0842888e-03 3.9748652e-03]"
13375,#17016  QCO當機，請求協助重新開機,"網管,QCO,雲端,連線,無法登入,QCO,當機,請求,開機",7,VPN連線,3,QCO,"[0.00183392 0.00138236 0.0243823  0.15481356 0.00104642 0.00182189
 0.00242627 0.29201877 0.00950057 0.00149571 0.00496541 0.02947304
 0.23212053 0.02850483 0.00273777 0.0050223  0.12520166 0.08125266]"
6160,OUTLOOK 無法打開PDF附件 #16428,"網管,Outlook,郵件,Outlook,附件,無法開啟,OUTLOOK,無法,打開,PDF,附件",3,QCO,2,Outlook與郵件,"[6.0670986e-04 1.5523280e-03 2.8408810e-01 6.4827067e-01 5.3173362e-04
 5.3162925e-04 1.1912934e-03 1.3920188e-02 2.5820360e-03 1.2425316e-03
 5.7958760e-03 7.7901641e-03 1.1152321e-02 4.6763835e-03 7.5482293e-03
 6.8174134e-04 4.1893036e-03 3.6487489e-03]"
2250,因為需要下載ADOBE日文補丁  希望幫忙開放權限  tel:12249,"網管,網路,無法,連到,某台,Server,無法,連到,Server,下載,ADOBE,日文,補丁,希望,開放,權限",8,作業系統與印表機,14,網路,"[1.10072775e-04 6.90952147e-05 1.80211535e-03 4.12623212e-03
 7.06028804e-05 2.80769891e-04 2.86355120e-04 8.48438591e-03
 9.27047312e-01 2.06673634e-04 2.82838731e-03 1.70398410e-03
 5.79774333e-03 2.43878504e-03 3.20598334e-02 1.18748634e-03
 7.84062501e-03 3.65966768e-03]"
8564,"無線: 可以連線到STAFF , 但是無法收取信件 無法上網   有線: 完全無動靜","網管,網頁,Skype,無法,上網,出現,無法顯示,網頁,無線,連線到,STAFF,無法,收取,信件,無法,上網,完全,動靜",8,作業系統與印表機,16,連網頁/Skype,"[4.7632627e-04 3.8735097e-04 6.4023612e-03 9.8213209e-03 2.4221478e-04
 9.8402367e-04 1.0515694e-03 2.7635280e-02 8.0268002e-01 5.7205727e-04
 6.8914848e-03 6.4545479e-03 2.1028936e-02 4.8438362e-03 5.1335219e-02
 4.4616070e-03 3.7822396e-02 1.6909465e-02]"
11413,分機: 16239  網頁被lock,"網管,網頁,Skype,無法,上網,上網,網頁,lock",12,商務用Skype,16,連網頁/Skype,"[0.00279672 0.00145177 0.01294734 0.01670611 0.00136869 0.00511236
 0.00166277 0.06924519 0.09286106 0.00227832 0.05944981 0.01613352
 0.2952907  0.06451005 0.00552874 0.00726555 0.09664445 0.24874689]"
13899,許多網頁瀏覽受限制    #16251,"網管,硬體,諮詢,硬體,改填,NB,檢測,硬體,諮詢,硬體,改填,NB,檢測,許多,網頁,瀏覽,受限制",8,作業系統與印表機,10,其他,"[5.9103686e-04 7.0537941e-04 2.6670063e-03 1.5403222e-02 6.6637719e-04
 1.5347957e-03 8.9970621e-04 1.2598660e-02 7.2724789e-01 9.7111106e-04
 1.3370779e-01 3.2965469e-03 1.6973900e-02 1.4025049e-02 4.2645559e-02
 2.4518599e-03 5.7022818e-03 1.7911771e-02]"
6525,登入後桌面資料都不見,"網管,QCO,雲端,連線,登入,畫面,登入,桌面,資料,不見",12,商務用Skype,3,QCO,"[0.00165275 0.00181566 0.02666914 0.0301278  0.00130963 0.00325926
 0.00238551 0.09568429 0.01893456 0.00178956 0.00338905 0.04732528
 0.32220548 0.01575428 0.0018425  0.00839817 0.31592017 0.10153691]"
11759,"需要連到外部FTP, 申請使用FTP","網管,檔案,共用,FTP,FTP,連線,下載,無法,連到,外部,FTP,需要,連到,外部,FTP,申請,使用,FTP",12,商務用Skype,13,檔案共用或FTP,"[0.00194109 0.00153957 0.01330803 0.01666771 0.00134445 0.00386856
 0.00207457 0.06947846 0.03865873 0.00192795 0.01460626 0.03235183
 0.3796618  0.02954271 0.00305096 0.00898796 0.1804353  0.20055409]"
10079,FTP空間不足。,"網管,檔案,共用,FTP,FTP,連線,下載,連到,公司,內部,FTP,無法上傳,檔案,FTP,空間,不足",12,商務用Skype,13,檔案共用或FTP,"[0.00238997 0.00141685 0.01479791 0.01875423 0.00147668 0.00413471
 0.00190659 0.07579184 0.03972127 0.00204126 0.0173881  0.02892068
 0.34834516 0.04476878 0.00296166 0.00703099 0.1850574  0.20309591]"
5588,"連內部系統網頁,無法顯示","網管,網頁,Skype,無法,上網,出現,無法顯示,網頁,內部,系統網,無法顯示",8,作業系統與印表機,16,連網頁/Skype,"[7.4763922e-04 6.2447519e-04 8.3037512e-03 1.2705296e-02 3.8537008e-04
 1.4466891e-03 1.4267140e-03 4.3174736e-02 7.3221815e-01 7.6515146e-04
 9.2651919e-03 9.4977347e-03 3.7646644e-02 6.9227400e-03 4.4172131e-02
 6.5984242e-03 5.5331450e-02 2.8767707e-02]"
14260,無法打開加密信件 (在雲端收信),"網管,解密,郵件,文件,加密,郵件,打不開,無法開啟,薪資單,無法,打開,加密,信件,雲端,收信",16,連網頁/Skype,11,加解密郵件/文件,"[0.00139403 0.00310681 0.20923562 0.1467404  0.00254294 0.00176897
 0.0040595  0.10656042 0.01953703 0.00188649 0.00260121 0.08275767
 0.1273092  0.01414504 0.00358004 0.00944994 0.2283175  0.03500718]"
5151,外面連不進公司FTP,"網管,檔案,共用,FTP,FTP,連線,下載,無法,連到,公司,內部,FTP,外面,連不進,公司,FTP",12,商務用Skype,13,檔案共用或FTP,"[0.00205237 0.00142092 0.01442303 0.01716672 0.0013418  0.00384217
 0.00191168 0.07256304 0.0337481  0.00185866 0.01210951 0.03215508
 0.36796245 0.03194128 0.00255143 0.00769113 0.20424084 0.19101977]"
3573,"您好,    我的MVPN已開通, 但lync 還無法登陸, 請問是否需攜帶至MIS 設定呢?    Thanks.","網管,商務,Skype,無法登入,無法登入,MVPN,開通,lync,無法,登陸,請問,是否,攜帶,MIS,設定",7,VPN連線,12,商務用Skype,"[0.00228951 0.00187718 0.02926257 0.13646027 0.00134935 0.00239746
 0.00288252 0.25557965 0.01415609 0.00202091 0.0082278  0.0312091
 0.24626455 0.03519515 0.00349746 0.00604831 0.12853895 0.09274317]"
11350,"登入雲端後無法使用, 呈現當機狀態  分機:16410","網管,QCO,操作,設定問題,登入,雲端,無法使用,呈現,當機,狀態",7,VPN連線,3,QCO,"[0.00146088 0.00113507 0.01991531 0.16241825 0.00096991 0.00153967
 0.00245537 0.33030543 0.00805609 0.00116122 0.00179474 0.02793448
 0.16452897 0.01965562 0.00204122 0.00529082 0.19224308 0.05709383]"
5025,"個人原本工作機(資產編號: 990109096)故障(MB故障,無法正常充電,MB無法修復),   要更換新工作機,新工作機須要MIS協助重灌系統及安裝相關作業軟體(新工作機已在手上)","網管,硬體,諮詢,硬體,改填,NB,檢測,硬體,諮詢,硬體,改填,NB,檢測,原本,工作,資產編號,故障,MB,故障,無法,正常,充電,MB,無法,修復,更換,工作,工作,機須,MIS,重灌,系統,安裝,作業,軟體,工作,機已,手上",8,作業系統與印表機,10,其他,"[0.00102463 0.00103093 0.00354639 0.01587822 0.00118003 0.00247191
 0.00133001 0.01311423 0.6704471  0.00151435 0.17356382 0.00387518
 0.02086408 0.02097523 0.03456199 0.00322043 0.00730955 0.02409189]"
6609,OfficeScan can not upgrate,"網管,電腦,防毒,防毒,軟體,操作,防毒,OfficeScan,can,not,upgrate",12,商務用Skype,17,電腦防毒,"[0.00222021 0.00125483 0.01179437 0.01476623 0.00115634 0.00413013
 0.00159521 0.06817245 0.0590172  0.0019264  0.02837721 0.01979074
 0.35130548 0.04473285 0.00375427 0.00721391 0.13468228 0.2441099 ]"
5515,帳號密碼輸入後仍無法登入.,"網管,檔案,共用,FTP,FTP,連線,下載,連到,公司,內部,FTP,無法上傳,檔案,帳號,密碼,輸入,無法登入",12,商務用Skype,13,檔案共用或FTP,"[0.0023105  0.00144014 0.01297123 0.01736117 0.00141302 0.00421377
 0.00190834 0.07254924 0.04521813 0.00202106 0.02083044 0.02597881
 0.353106   0.04296082 0.00339198 0.0076587  0.16706653 0.21760008]"
10562,QCO無法登入,"網管,QCO,雲端,連線,無法登入,QCO,無法登入",7,VPN連線,3,QCO,"[0.00209663 0.00196868 0.03156114 0.18963385 0.00112671 0.00208521
 0.00262302 0.2600762  0.01282859 0.00196617 0.010901   0.03171374
 0.2317464  0.03514815 0.00361699 0.0050658  0.08682598 0.08901577]"
11048,ftp://QU_model:s92670029@ftp01.quantatw.com/DY1/3d/0719  帳號:QU_model 密碼:s92670029 無法連接,"網管,檔案,共用,FTP,FTP,連線,下載,無法,連到,公司,內部,FTP,ftp,QU,model,DY1,3d,0719,帳號,QU,model,密碼,無法,連接",12,商務用Skype,13,檔案共用或FTP,"[0.00193061 0.00162133 0.01523585 0.02101579 0.00148867 0.0038213
 0.00238775 0.07439104 0.03912653 0.00212589 0.01291843 0.04153153
 0.36149478 0.02967588 0.00352138 0.00960754 0.20458223 0.17352337]"
7833,一直提示中毒請重新開機  分機：13782,"網管,電腦,防毒,電腦病毒,電腦中毒,提示,中毒,重新,開機",3,QCO,17,電腦防毒,"[8.1815734e-04 1.2593904e-03 1.3951076e-02 6.5122914e-01 6.2484725e-04
 1.6032950e-03 1.3368311e-03 1.2688951e-01 3.9530243e-03 8.0997852e-04
 5.3035235e-03 2.5618607e-02 8.1815548e-02 1.0745413e-02 3.6204073e-03
 3.7338177e-03 2.7803194e-02 3.8884375e-02]"
1751,"1. OpenVPN會在第一次連線時一直restart, 需按下""斷線""按鈕後重新輸入帳號密碼才能成功登入  2. 有一些內部網頁無法連線, 舉例如下  http://ccbu02:8070/TD3/login.jsp  http://esbu25:8090/Marketing/jsp/index_01.jsp  http://esbu25:8080/DNA2/jsp/login.jsp  http://esbu25:8090/RM2/jsp/index_01.jsp","網管,VPN,連線,SSLVPN,無法登入,OpenVPN,第一次,連線,restart,按下,斷線,按鈕,重新,輸入,帳號,密碼,成功,登入,一些,內部,網頁,無法,連線,舉下",12,商務用Skype,7,VPN連線,"[0.00229948 0.00162117 0.01253361 0.01632556 0.0014499  0.00466849
 0.00208386 0.06308705 0.06514022 0.00223661 0.03343751 0.02573443
 0.34935066 0.04417543 0.0052069  0.00952911 0.13084698 0.23027307]"
8183,"本部門有一內部server (es-qbios   ip: 10.242.181.42) ,目前無法透過電腦名稱收尋到該伺服器,但可以透過連ip的方式去修改讀取其資料,我的電腦 ip: 10.242.168.57, 想請問是否因IP第三碼不同導致這一現象?或是有另一電腦名稱有所衝突,煩請協助查察","網管,網路,無法,連到,某台,Server,無法,連到,Server,部門,內部,server,es,qbios,ip,10.242,181.42,目前,無法,透過,電腦,名稱,尋到,伺服器,透過,ip,方式,修改,讀取,資料,電腦,ip,10.242,168.57,請問,是否,IP,第三碼,導致,這一,現象,另一,電腦,有所,衝突,查察",10,其他,14,網路,"[0.00501738 0.00244791 0.01912304 0.03364994 0.00423613 0.00897526
 0.00257944 0.01717682 0.12681788 0.00404302 0.3358239  0.0096402
 0.06428868 0.06017169 0.19213907 0.00722932 0.01679818 0.08984224]"
14951,13417 BPM連開啟都不能開啟 旁邊的選項都不見 網路是正常的 錯誤訊息 : 請確認網域帳號,"網管,硬體,諮詢,硬體,改填,NB,檢測,硬體,諮詢,硬體,改填,NB,檢測,BPM,開啟,開啟,旁邊,選項,不見,網路,正常,錯誤訊息,確認,網域帳號",8,作業系統與印表機,10,其他,"[0.00145429 0.00113455 0.0073979  0.01434182 0.00088092 0.00276918
 0.00175893 0.03023347 0.68167394 0.00124753 0.07633712 0.00685312
 0.03866201 0.02040079 0.0324297  0.00674053 0.03093015 0.04475407]"
10048,在QCMC出差，怎麼設定把雲端OUTLOOK設定檔指回本機，用本機使用ＯＵＴＬＯＯＫ，385-31231,"網管,Outlook,郵件,Outlook,QCMC,出差,設定,雲端,OUTLOOK,設定檔,回本,用本機,使用,OUTLOOK",3,QCO,2,Outlook與郵件,"[0.0006611  0.00174483 0.37202954 0.5609768  0.00064182 0.00063705
 0.00134435 0.01264255 0.00247393 0.00125621 0.0055226  0.00800216
 0.01192517 0.00436126 0.00715502 0.00072253 0.00405285 0.00385019]"
13285,無桌面。分機：13847,"網管,QCO,雲端,連線,登入,畫面,桌面",16,連網頁/Skype,3,QCO,"[0.00166019 0.0016023  0.0270217  0.03535101 0.00121723 0.0027936
 0.00227989 0.1112845  0.01631469 0.00169038 0.00282502 0.04283935
 0.3169664  0.01565506 0.0017992  0.00760936 0.32041863 0.09067144]"
6877,"..登入後 頁面一直顯示""歡迎""","網管,QCO,雲端,連線,無法登入,登入,頁面,顯示,歡迎",7,VPN連線,3,QCO,"[0.00180922 0.00135267 0.02390674 0.15051864 0.0010343  0.00184121
 0.00241873 0.2919228  0.00943085 0.00146683 0.00455965 0.0291224
 0.22964627 0.02790137 0.00258583 0.0051044  0.13439998 0.08097811]"
11952,打mybpm會一直跑到百度頁面,"網管,網路,無法,連到,某台,Server,無法,連到,Server,mybpm,跑到,百度,頁面",8,作業系統與印表機,14,網路,"[1.7721001e-04 7.0582370e-05 4.5369868e-03 8.8902730e-03 1.0407023e-04
 4.0414574e-04 2.7944462e-04 9.5729874e-03 6.9745636e-01 2.8521949e-04
 4.2517181e-03 2.2497240e-03 5.9635951e-03 3.7045684e-03 2.5145167e-01
 1.3041785e-03 4.7734492e-03 4.5238114e-03]"
9934,無法登入QCO。#13510,"網管,QCO,雲端,連線,無法登入,無法登入,QCO",7,VPN連線,3,QCO,"[0.00206318 0.00191456 0.0297732  0.19810988 0.00108473 0.00206275
 0.00252123 0.26147813 0.01215866 0.00189881 0.01119423 0.03060766
 0.23033835 0.03419008 0.00346419 0.00501693 0.08168459 0.09043882]"
5531,"打開Quanata mail中的每日新聞綜覽,  會出現因電腦作用中的限制,  無法存取。","網管,網頁,Skype,無法,上網,出現,無法顯示,網頁,打開,Quanata,mail,每日,新聞,綜覽,出現,電腦,作用,限制,無法,存取",12,商務用Skype,16,連網頁/Skype,"[0.00283342 0.0015891  0.01182022 0.016242   0.00148831 0.0055065
 0.00186677 0.05884862 0.0905691  0.00240335 0.06090269 0.01788339
 0.2949483  0.06412358 0.00593527 0.00793406 0.10483652 0.25026876]"
5212,QCO outlook無法打開，錯誤:捷徑發生問題，對已經安裝的程式才有效。,"網管,QCO,Outlook,Outlook,異常,QCO,outlook,無法,打開,錯誤,捷徑,發生,已經,安裝,程式,有效",2,Outlook與郵件,3,QCO,"[5.52704587e-05 2.31053855e-04 9.80242431e-01 1.23255057e-02
 7.11394387e-05 9.75840740e-05 1.54738082e-04 1.14057923e-03
 3.78724741e-04 1.18748765e-04 5.87364251e-04 8.80595820e-04
 1.36815279e-03 3.27274174e-04 6.03725784e-04 1.40974356e-04
 9.27418703e-04 3.48760164e-04]"
13641,操作到一半時，會當掉無反應#18093,"網管,QCO,雲端,連線,登入,畫面,操作,一半,當掉,無反應",12,商務用Skype,3,QCO,"[0.00158316 0.00159497 0.02008556 0.02346192 0.00117205 0.00321404
 0.00199508 0.08579784 0.01983665 0.00164608 0.0040129  0.04208553
 0.35580704 0.01609639 0.00174897 0.00805116 0.28787735 0.1239333 ]"
6875,"Session 卡住, 請幫忙將卡住的session踢掉.  功號: 94031607  thanks.","網管,QCO,雲端,連線,無法登入,Session,卡住,卡住,session,踢掉,功號",12,商務用Skype,3,QCO,"[0.00237694 0.00158    0.02038282 0.06240571 0.00124866 0.00301144
 0.00212947 0.1720162  0.01783789 0.00211495 0.01040061 0.02740809
 0.34084734 0.04189999 0.00268826 0.00575039 0.143027   0.14287427]"
6100,登入後完全沒畫面,"網管,QCO,雲端,連線,登入,畫面,登入,完全,畫面",12,商務用Skype,3,QCO,"[0.0015777  0.00156159 0.01867323 0.02199817 0.00116544 0.00325146
 0.00196131 0.08277348 0.02056096 0.00162949 0.00446301 0.04130905
 0.36288202 0.01675116 0.00178063 0.00815959 0.2771867  0.13231501]"
7446,"本機電腦的網頁無法登入MyQuanta首頁,但是其他網頁可以正常連線   #15713","網管,網頁,Skype,無法,上網,出現,無法顯示,網頁,本機,電腦,網頁,無法登入,MyQuanta,首頁,網頁,正常,連線",8,作業系統與印表機,16,連網頁/Skype,"[5.5309323e-05 4.5519995e-05 8.6812326e-04 1.3817979e-03 4.5744066e-05
 1.6584263e-04 1.7633513e-04 3.7045011e-03 9.7043693e-01 1.0808694e-04
 2.0364735e-03 7.8976917e-04 2.9715379e-03 1.3353169e-03 9.1792177e-03
 5.8963342e-04 4.2109997e-03 1.8988682e-03]"
15243,從outlook要列印，就會當機，無法列印，outlook也會當機,"網管,作業系統,印表機,印表機,印表機,無法,列印,outlook,列印,當機,無法,列印,outlook,當機",10,其他,8,作業系統與印表機,"[0.0027186  0.00206625 0.01041051 0.0128412  0.00186606 0.00585268
 0.00138598 0.03012549 0.08825027 0.00222585 0.38933045 0.00735538
 0.10902315 0.1118103  0.00409792 0.00474286 0.02022032 0.19567674]"
3527,無法登入 雲端連線  畫面停留在 請等候System Event Notification Service...,"網管,QCO,雲端,連線,無法登入,無法登入,雲端,連線,畫面,留在,等候,System,Event,Notification,Service",12,商務用Skype,3,QCO,"[0.00167756 0.00159934 0.02110989 0.02935503 0.00122499 0.00308296
 0.00220914 0.09746187 0.01990237 0.00174386 0.00380069 0.04183701
 0.33165887 0.01698205 0.00192506 0.00793968 0.3096212  0.10686845]"
10888,"我現在是負責HP Commicial Bios, 我們會從客人手上抓Source Code回來, 但是有些檔案都會被當成病毒處理, 請問是否有方法解決這個問題??","網管,電腦,防毒,防毒,軟體,操作,防毒,我現,負責,HP,Commicial,Bios,客人,手上,Source,Code,回來,檔案,當成,病毒,請問,是否,方法,解決",12,商務用Skype,17,電腦防毒,"[0.00352789 0.00198413 0.02110357 0.02519079 0.00236417 0.00578773
 0.0024375  0.07297316 0.05434043 0.00293005 0.04091657 0.03030399
 0.27737427 0.0870746  0.00371583 0.00734776 0.15630372 0.20432389]"
2280,我的電腦無法存取到別人的folder share的部分  但是ping的到對方的ip   這個問題有點怪怪的  像是synergy也無法使用,"網管,檔案,共用,FTP,檔案,共用,設定,檔案,無法,共用,給別,電腦,無法,存取,folder,share,部分,ping,對方,ip,怪怪,synergy,無法使用",12,商務用Skype,13,檔案共用或FTP,"[0.00397867 0.00210043 0.02115989 0.03429313 0.00208125 0.00539377
 0.00242013 0.09871266 0.04170099 0.00298214 0.04016438 0.02773449
 0.26373565 0.09479586 0.00305356 0.00713104 0.13402358 0.21453844]"
18549,無線有線皆無法取得IP，設定皆檢查過，密碼也未過期，AP有連上但是是拿169的IP。#12499  南棟6樓PT22 D142,"網管,網路,電腦網路,無法,取得,IP,無線,有線,無法,取得,IP,設定,檢查,密碼,過期,AP,連上,169,IP,南棟,PT22,D142",8,作業系統與印表機,14,網路,"[3.38515209e-04 2.17785244e-04 4.01667040e-03 1.00955535e-02
 2.13694133e-04 7.64294353e-04 5.92018594e-04 1.33120641e-02
 8.30712497e-01 5.43930393e-04 1.19308876e-02 3.34292324e-03
 1.17220422e-02 5.57295792e-03 8.26614127e-02 2.49366486e-03
 1.18155619e-02 9.65342671e-03]"
14350,無法連線到外部FTP  transfer.phoenix.com  此FTP原本可以連線 但上禮拜五到現在發現無法建立連線  請幫忙 否則無法取得該公司的檔案,"網管,檔案,共用,FTP,FTP,連線,下載,無法,連到,外部,FTP,無法,連線到,外部,FTP,transfer,phoenix,com,FTP,原本,連線,五到,發現,無法,建立,連線,無法,取得,公司,檔案",14,網路,13,檔案共用或FTP,"[0.00178269 0.0008396  0.03414793 0.04731341 0.00156663 0.00524954
 0.00128154 0.02310679 0.05111605 0.00191153 0.09147943 0.01296817
 0.10579675 0.05469532 0.40215102 0.0051767  0.02155343 0.1378634 ]"
2091,"我的位置上的 Cisco 桌機 無法開啟,  網路線 接NB 有網路, Cisco 桌機 跟網路線 換到別的網路孔 可以開啟.","網管,硬體,諮詢,硬體,改填,NB,檢測,硬體,諮詢,硬體,改填,NB,檢測,位置,Cisco,無法開啟,網路線,NB,網路,Cisco,網路線,換到,網路,開啟",8,作業系統與印表機,10,其他,"[0.00150537 0.00115116 0.00682359 0.0144974  0.00096769 0.00309162
 0.00179061 0.0345303  0.66376305 0.00128935 0.08665685 0.00682792
 0.04413377 0.02483    0.0262936  0.00676225 0.0275159  0.04756965]"
10634,我的座機常常會斷線，網路孔代碼為 PS01 A409  請幫忙通知MIS處理，謝謝,"網管,硬體,諮詢,硬體,改填,NB,檢測,硬體,諮詢,硬體,改填,NB,檢測,座機,斷線,網路,代碼,PS01,A409,通知,MIS",8,作業系統與印表機,10,其他,"[0.00278998 0.00215914 0.00897762 0.01740129 0.001753   0.00597225
 0.00221608 0.03315468 0.40597594 0.00220123 0.22429521 0.00964419
 0.06890596 0.04801305 0.02317422 0.00868627 0.0325887  0.10209119]"
3190,登入後無法使用  server : QCO09  ID : 99012515,"網管,QCO,雲端,連線,登入,畫面,登入,無法使用,server,QCO09,ID",16,連網頁/Skype,3,QCO,"[0.00160153 0.00224785 0.0397185  0.04318878 0.00157746 0.00316301
 0.0031215  0.10002951 0.01825064 0.0019449  0.00299089 0.05944601
 0.26618624 0.01555986 0.00187906 0.0091967  0.3525734  0.07732425]"
11975,"登入QCO , 會顯示 ""存取被拒""","網管,QCO,雲端,連線,無法登入,登入,QCO,顯示,存取,被拒",7,VPN連線,3,QCO,"[0.00170235 0.00121301 0.01975964 0.10502422 0.00098189 0.00197464
 0.00233155 0.25091606 0.00908803 0.00140375 0.00262035 0.02885319
 0.23346576 0.02395154 0.00172771 0.00546135 0.22961947 0.07990552]"
14978,分機: 15488  問題: 雲端連線後，無法連接本機端的資料夾(之前經mis設定後，可正常存取)。,"網管,QCO,操作,設定問題,雲端,連線,無法,連接,本機端,資料夾,前經,mis,設定,正常,存取",12,商務用Skype,3,QCO,"[0.00168305 0.00127255 0.01565299 0.02241431 0.00106669 0.00303865
 0.00171245 0.0907564  0.02059273 0.0015359  0.00486349 0.033742
 0.36124685 0.02067214 0.00181693 0.00704102 0.27555755 0.13533428]"
8507,想詢問公司防毒軟體的安全性規則  ext:13120,"網管,電腦,防毒,防毒,軟體,操作,防毒,公司,防毒,軟體,安全性,規則",12,商務用Skype,17,電腦防毒,"[0.00332955 0.00188234 0.01919376 0.02141082 0.00222031 0.00554078
 0.00226663 0.06906207 0.05939793 0.00277132 0.04709528 0.02628182
 0.29021367 0.08228225 0.00419614 0.00702399 0.13312699 0.22270434]"
12575,"懷疑電腦中毒：同事收到自己發出的信件,但並沒有寄過信件給同事","網管,電腦,防毒,電腦病毒,電腦中毒,懷疑,電腦中毒,同事,收到,發出,信件,寄過,信件,同事",12,商務用Skype,17,電腦防毒,"[0.00313353 0.00246597 0.02882295 0.08806575 0.00159806 0.00358241
 0.00273843 0.17843463 0.02343601 0.00276866 0.0256355  0.02805193
 0.29000163 0.05848511 0.00390271 0.00626035 0.09779783 0.1548186 ]"
10076,"我人在QSMC, 但使用的domain是quanta  1. 登入win時都須先把網路拔掉  2. 前往89.1.40.179的ftp無法連線, ping也ping不到  3. 欲連結//ccbu01無法連結  4. 欲連結//qsmcfs4無法連結, 需加入QCI_staff ?","網管,檔案,共用,FTP,FTP,連線,下載,無法,連到,外部,FTP,我人,QSMC,使用,domain,quanta,登入,win,時都須,網路,拔掉,前往,89.1,40.179,ftp,無法,連線,ping,ping,不到,連結,ccbu01,無法,連結,連結,qsmcfs4,無法,連結,加入,QCI,staff",17,電腦防毒,13,檔案共用或FTP,"[0.00434729 0.00162492 0.02439857 0.04280566 0.00218628 0.00831417
 0.00226397 0.04923464 0.10691081 0.00426217 0.14404616 0.02018772
 0.14164433 0.14165363 0.05880374 0.00717301 0.04190399 0.19823898]"
9782,使用無線網路或是有線網路連線QCO速度很慢，常常發生無法連線的情況。  ext:15756,"網管,QCO,雲端,連線,無法登入,使用,無線網路,有線網路,連線,QCO,速度,很慢,發生,無法,連線,情況",12,商務用Skype,3,QCO,"[0.0017213  0.00135466 0.01287461 0.02068002 0.00131323 0.00316455
 0.00204663 0.0762627  0.03708726 0.00195921 0.01423032 0.03741002
 0.38369894 0.02889069 0.00355598 0.00918491 0.17847194 0.18609305]"
1970,"網路經常斷線,處理公事非常不方便","網管,VPN,連線,SSLVPN,手機,平板,VPN,網常,斷線,公事,不方便",8,作業系統與印表機,7,VPN連線,"[3.0291922e-04 2.6865245e-04 5.1853601e-03 7.1931686e-03 1.6933439e-04
 6.8458111e-04 7.8660413e-04 2.2020347e-02 8.4253967e-01 4.3461539e-04
 4.2622015e-03 5.2454877e-03 1.5756447e-02 3.3242418e-03 4.8087094e-02
 3.4334166e-03 2.8906049e-02 1.1399854e-02]"
7572,因業務需求需與廠商聯繫，目前Lync無法撥打回台灣，即使安裝了Lync2016也無法撥打，  再請協助處理，謝謝。    目前出差QCMC，聯絡資訊: 13022325702 MVPN:699994,"網管,商務,Skype,無法,打電話,無法,打電話,業務,需求,廠商,聯繫,目前,Lync,無法,撥打,台灣,安裝,Lync2016,無法,撥打,目前,出差,QCMC,資訊,MVPN",14,網路,12,商務用Skype,"[1.29642594e-03 5.07853460e-04 1.84289105e-02 2.76587009e-02
 1.09536515e-03 3.22677288e-03 7.66654499e-04 1.07381595e-02
 3.51379029e-02 1.12837227e-03 8.37776065e-02 5.20743476e-03
 7.03249350e-02 2.39154231e-02 6.22975886e-01 3.03243054e-03
 1.16903484e-02 7.90907890e-02]"
7441,PM申請之公司內部FTP無法連線。  公司內部連線位址: ftp://ftp02  公司外部連線位址: ftp://ftp02.quantatw.com  使用帳號:7RA   密碼:1PBxYQky,"網管,檔案,共用,FTP,FTP,連線,下載,無法,連到,公司,內部,FTP,PM,申請,公司,內部,FTP,無法,連線,公司,內部,連線,位址,ftp,ftp02,公司,外部,連線,位址,ftp,ftp02,quantatw,com,使用,帳號,7RA,密碼,1PBxYQky",12,商務用Skype,13,檔案共用或FTP,"[0.00262015 0.00206652 0.02470872 0.04207931 0.0021401  0.00442169
 0.0037232  0.10179492 0.05118213 0.00343434 0.01623591 0.06080307
 0.28761503 0.04159985 0.00673168 0.01151453 0.21124351 0.12608531]"
