description,category_a,category_b,category_c,category_d,category
有線網路認證錯誤，無法連線外部網路或收信。分機：13664,網管,網路,電腦網路不通,網路不斷出現驗證訊息,網路
1. 網路顯示(未經授權的)，但可以連網  2. 公司網路自動的軟體更新，更新都會有失敗項目，安裝部份後，重啟系統會藍屏或系統crash,網管,網路,電腦網路不通,網路不斷出現驗證訊息,網路
user網路時好時壞,網管,網路,電腦網路不通,網路不通 (QRDC),網路
"User(#17877)反應網孔(A312)無訊號,煩請協助處理",網管,網路,電腦網路不通,網路不通 (QRDC),網路
使用者在mis可公司網路，可是不能在自己的網路孔使用，但這個網路孔可以接其它電腦使用沒有問題15080,網管,網路,電腦網路不通,,網路
cannot use network   #16725  網孔號碼：PQ15  B375,網管,網路,電腦網路不通,網路不通 (QRDC),網路
網路不通,網管,網路,電腦網路不通,網路不通 (QRDC),網路
網路無法取得ip,網管,網路,電腦網路不通,無法取得 IP,網路
無線網路無法連線。#12682,網管,網路,電腦網路不通,無線網路不通,網路
Port No:PP06 C342 對內對外都連不出去,網管,網路,電腦網路不通,網路不通 (QRDC),網路
無法連無線網路WBU,網管,網路,電腦網路不通,無線網路不通,網路
"ID: APPLE, 無法登入網域, 同APP0028584",網管,網路,電腦網路不通,網路不通 (QRDC),網路
Network not stable,網管,網路,電腦網路不通,網路不斷出現驗證訊息,網路
"放完產假回來, 改了密碼後, 無線網路無法使用,  北棟2F PDC。",網管,網路,電腦網路不通,網路不通 (QRDC),網路
無線網路不通 請打216853聯絡,網管,網路,電腦網路不通,網路不通 (QRDC),網路
正在確認身份識別，網路不通無法連線。,網管,網路,電腦網路不通,網路不斷出現驗證訊息,網路
有線網路異常  有顯示連線 但無網路作用  信箱 網頁 SKYPE皆無法使用,網管,網路,電腦網路不通,網路不通 (QRDC),網路
"user電腦很久沒開機,現在開機後一直在驗證",網管,網路,電腦網路不通,,網路
使用者忘記登入帳號. 分機:18532,網管,網路,電腦網路不通,網路不通 (TH20),網路
"舊大樓的網路不通, 無法連公司網路, 分機11215",網管,網路,電腦網路不通,網路不通 (QRDC),網路
網路不通,網管,網路,電腦網路不通,網路不通 (QRDC),網路
"使用者反應網路/網路不通,請協助處理, TKS! (網孔編號：C290)Ext.213832",網管,網路,電腦網路不通,網路不通 (QRDC),網路
NB1無線網路不通,網管,網路,電腦網路不通,無線網路不通,網路
port: c324,網管,網路,電腦網路不通,網路不通 (QRDC),網路
"人在QSMC,無法上網,說是帳號密碼到期,無法使用,請聯絡: 382-60500",網管,網路,電腦網路不通,網路不通 (QRDC),網路
"ultra book 使用外接的RJ45 cable, 與電話的網路線連接後，經連線後網域會是guest , 無法使用內部網路，但用無線網路是正常的。",網管,網路,電腦網路不通,網路不通 (QRDC),網路
PH15 AE59 北棟6樓    #16720,網管,網路,電腦網路不通,網路不通 (QRDC),網路
內部網站連線緩慢,網管,網路,電腦網路不通,網路不通 (QRDC),網路
"北棟B3新建的實驗室區域,連至無線網路 STAFF,速度很慢趨近無訊號",網管,網路,電腦網路不通,無線網路不通,網路
wireless not working,網管,網路,電腦網路不通,無線網路不通,網路
"使用者反應LAN/WAN網路無法連線,連線會出現輸入 Access Code 頁面,請協助處理。(Ext.16118)",網管,網路,電腦網路不通,網路不通 (QRDC),網路
網路不通，導致電腦網路及ip phone都不能用。  Please call MVPN: #215589,網管,網路,電腦網路不通,網路不通 (QRDC),網路
網路不通PM07/B271  分機: 12813,網管,網路,電腦網路不通,網路不通 (QRDC),網路
北棟2F ext:13071,網管,網路,電腦網路不通,,網路
"透過電話桌機在連到電腦, 桌機會通, 但電腦網路不通, 圖示顯示為 打叉",網管,網路,電腦網路不通,網路不通 (QRDC),網路
B375 北棟2F 網路不通,網管,網路,電腦網路不通,網路不通 (QRDC),網路
"電話可使用,但網路不通",網管,網路,電腦網路不通,,網路
user反應換了網路孔網路不通,網管,網路,電腦網路不通,網路不通 (QRDC),網路
網孔 C539 不通,網管,網路,電腦網路不通,網路不通 (QRDC),網路
外面網路連不到，分機11888,網管,網路,電腦網路不通,網路不通 (QRDC),網路
找不到ES的Router,網管,網路,電腦網路不通,無線網路不通,網路
無線網路取得192.168之IP,網管,網路,電腦網路不通,無線網路不通,網路
user無線網路不通..請撥mvpn,網管,網路,電腦網路不通,無線網路不通,網路
notebook can''t access some ports,網管,網路,電腦網路不通,網路不通 (QRDC),網路
南棟2樓S216客戶都連不到無線網路,網管,網路,電腦網路不通,無法取得 IP,網路
#15798  Port: PI11-C179  ADSL 無法連線網路,網管,網路,電腦網路不通,網路不通 (QRDC),網路
"USER抓到GUEST的IP,無法上網,分機17060",網管,網路,電腦網路不通,,網路
ethnet port is down,網管,網路,電腦網路不通,網路不通 (QRDC),網路
無法連上公司網站。,網管,網路,電腦網路不通,網路不通 (QRDC),網路
更改密碼後無法登入,網管,網路,電腦網路不通,網路不通 (QRDC),網路
網孔不通 A251,網管,網路,電腦網路不通,網路不通 (QRDC),網路
Mac電腦本地端網路無法正確連外網(時好時壞)，僅能透過內部遠端機連外,網管,網路,電腦網路不通,網路不通 (QRDC),網路
#15291  連回Quanta.corp網域時要求填入帳號密碼  填完卻提示錯誤訊息，無法上網  還請幫忙查看，感謝感謝!,網管,網路,電腦網路不通,網路不通 (Taipei),網路
一直無法連上Staff，設定重設過了也一樣。#11827,網管,網路,電腦網路不通,無線網路不通,網路
網路不通,網管,網路,電腦網路不通,網路不通 (QRDC),網路
桌機網路不通,網管,網路,電腦網路不通,網路不通 (QRDC),網路
坐位網路不通,網管,網路,電腦網路不通,網路不通 (QRDC),網路
17962,網管,網路,電腦網路不通,無線網路不通,網路
"使用Wifi 早上原本可以連線, 但剛剛就忽然都無法連線至 Staff, 重開機過, 亦無法連線至 Staff, 請幫忙 , 謝謝",網管,網路,電腦網路不通,無法取得 IP,網路
"帳號080610053, 星期二至四都能用, 今天早上就不正常了.....",網管,網路,電腦網路不通,無線網路不通,網路
user的網路不通,網管,網路,電腦網路不通,,網路
"user有兩個網路孔完全沒訊號,無法使用IP Phone",網管,網路,電腦網路不通,,網路
網路不通，網路孔號: pp02 / b434,網管,網路,電腦網路不通,網路不通 (QRDC),網路
"出差回國後,有線網路不通 , 孔號 PJ22-A214",網管,網路,電腦網路不通,網路不通 (QRDC),網路
有線網路不通，出現Welcome to Quanta Internet頁面,網管,網路,電腦網路不通,網路不通 (TH20),網路
網路不通,網管,網路,電腦網路不通,,網路
USER想連到自己部門的ADSL，請幫忙協助設定NB，17391,網管,網路,電腦網路不通,網路不通 (QRDC),網路
無線網路不通,網管,網路,電腦網路不通,無線網路不通,網路
user返台後無法登入內網,網管,網路,電腦網路不通,網路不通 (TH20),網路
C572網孔沒有訊號,網管,網路,電腦網路不通,網路不通 (QRDC),網路
使用者反應無法連線公司內部無線網路(#16179),網管,網路,電腦網路不通,網路不通 (QRDC),網路
無法連內部網路，分機17731,網管,網路,電腦網路不通,網路不通 (QRDC),網路
網路不通,網管,網路,電腦網路不通,網路不通 (QRDC),網路
"user的網路孔似乎被shut down, IP phone插上沒有反應 但是接別人的網路孔是好的 請協助處理",網管,網路,電腦網路不通,,網路
連絡方式 17021/ 213073   網路孔不通,網管,網路,電腦網路不通,網路不通 (QRDC),網路
"無線不通, 有線會通  南棟3F, ccbu",網管,網路,電腦網路不通,無線網路不通,網路
"人在QSMC出差,電腦無法上網與收信, 聯絡電話+15601635341,謝謝.",網管,網路,電腦網路不通,網路不通 (QRDC),網路
the LAN network in the office doesn''t work.   User claims that physical netowrk port is being disbaled.,網管,網路,電腦網路不通,網路不通 (QRDC),網路
網路不通,網管,網路,電腦網路不通,網路不通 (QRDC),網路
"原本網路孔編號PP04 B340是給 MAC address 60:eb:69:69:9d:12的server使用, 請問一下,也可以讓MAC address 00:1b:24:5b:ce:22的server也可以使用編號PP04 B340的網路孔嗎? 因為我們想讓新server先試run一下新的服務,同時會修正一些問題,等設定完善後,再移到別處正式啟用.感謝.",網管,網路,電腦網路不通,網路不通 (QRDC),網路
有線網路不通，18862,網管,網路,電腦網路不通,網路不通 (QRDC),網路
QSMC電腦無法登入QRDC網路  分機11601,網管,網路,電腦網路不通,網路不通 (QRDC),網路
網孔：PH20 A164  分機：15238,網管,網路,電腦網路不通,網路不通 (QRDC),網路
網路不通,網管,網路,電腦網路不通,網路不通 (QRDC),網路
"無法上網,及加入網域, 電話:18590",網管,網路,電腦網路不通,網路不通 (QRDC),網路
"電腦網路不通, 出現認證畫面",網管,網路,電腦網路不通,網路不斷出現驗證訊息,網路
報修網路孔不通,網管,網路,電腦網路不通,網路不通 (QRDC),網路
"北棟會議室615,PD10 A058,網孔不通,分機18973",網管,網路,電腦網路不通,網路不通 (QRDC),網路
B108 網路不通,網管,網路,電腦網路不通,網路不通 (QRDC),網路
"PC 使用的IP Phone網路斷了!應該是安裝VMware後, 去改VMWare的網路設定導致IP Phone網路斷線",網管,網路,電腦網路不通,網路不通 (QRDC),網路
使用有線卻無法上網，內部跟外部網路都無法上網。  EXT:16222,網管,網路,電腦網路不通,網路不通 (QRDC),網路
分機13672  網路不通，話機無法使用,網管,網路,電腦網路不通,網路不通 (QRDC),網路
user抓到guest IP，請幫忙處理，謝謝!,網管,網路,電腦網路不通,網路不通 (QRDC),網路
無線網路不通,網管,網路,電腦網路不通,無線網路不通,網路
無線網路不通. user contact #: 1726.,網管,網路,電腦網路不通,,網路
網路斷續，User指定貴專員修復,網管,網路,電腦網路不通,,網路
ES部門整區網路不通 請協助處理,網管,網路,電腦網路不通,,網路
座位有限網孔無法連接公司網路  網孔編號PE20 A092,網管,網路,電腦網路不通,網路不通 (QRDC),網路
網路不通,網管,網路,電腦網路不通,網路不通 (QRDC),網路
IP phone 沒有功能連接IP phone的電腦聯網速度慢     嘗試插IP phone 在不同的網路插座功能正常,網管,網路,電腦網路不通,網路不通 (QRDC),網路
區域網路設定被user殺掉了，網路無法連線。  user希望能儘快解決  ext:12489,網管,網路,電腦網路不通,網路不通 (TH20),網路
"出差回來後,網路無法使用,請協助處理",網管,網路,電腦網路不通,網路不通 (QRDC),網路
無法連上BPM、mail server等公司內部網站。#16908,網管,網路,電腦網路不通,網路不通 (QRDC),網路
OS右下角WIFI顯示無網際網路存取   打開控制中心   聯道QUANTA.CORP OK  但是到網際網路那段打XX,網管,網路,電腦網路不通,無線網路不通,網路
15543,網管,網路,電腦網路不通,網路不通 (QRDC),網路
"無法連結myquant,BPM...等內部系統",網管,網路,電腦網路不通,網路不通 (QRDC),網路
有線網路認証失敗,網管,網路,電腦網路不通,網路不通 (QRDC),網路
無線網路無法使用，不斷抓ip，#15412,網管,網路,電腦網路不通,無線網路不通,網路
分機: 16538,網管,網路,電腦網路不通,網路不斷出現驗證訊息,網路
"不能連myquanta, myHR",網管,網路,電腦網路不通,網路不通 (QRDC),網路
網路不通    網孔編號: PF07 C103    TEL:16222,網管,網路,電腦網路不通,網路不通 (QRDC),網路
無線網路會忽然斷線，有3~5分鐘的時間會無法找到公司的無線網路。  之前檢測過，發現有線網路孔也已經損壞無法使用，因此只能使用無線網路。,網管,網路,電腦網路不通,無線網路不通,網路
無線網路無法連線,網管,網路,電腦網路不通,無線網路不通,網路
無線網路無法連接 (windows無法連接到Staff)  無線網卡確認功能正常,網管,網路,電腦網路不通,網路不通 (QRDC),網路
"NB 無線網路突然不通，完全不會顯示出可連結的""Satff"" 。懷疑是否是無線網路功能有問題?",網管,網路,電腦網路不通,無線網路不通,網路
nb6的user，使用mac系統，現在整個部門都只能連到訪客網路，無法連結公司內部網頁，麻煩協助處理，謝謝。  #11891,網管,網路,電腦網路不通,網路不通 (QRDC),網路
網路連線常常有問題連不上,網管,網路,電腦網路不通,網路不通 (QRDC),網路
user反映 無線連不上..xp sp2 ..在廣誼廳,網管,網路,電腦網路不通,無線網路不通,網路
"無法連線網路  網孔是:PP15,C351   #17946",網管,網路,電腦網路不通,網路不通 (QRDC),網路
"有線網路不通  port #: C324 (南4F, NB5)  分機: 15761",網管,網路,電腦網路不通,網路不通 (QRDC),網路
"連網路時, 出現輸入帳號密碼的頁面~  #17745",網管,網路,電腦網路不通,網路不通 (QRDC),網路
user 反應網路不通  # 216561,網管,網路,電腦網路不通,網路不通 (QRDC),網路
無線網路顯示限制存取 #12116,網管,網路,電腦網路不通,無線網路不通,網路
"port shutdown, D236 S4F. #211590",網管,網路,電腦網路不通,網路不通 (QRDC),網路
"user座位之網孔無法使用, 若將電腦及網路線換至其他座位則可以正常使用, 無法使用之網孔:d291, 南棟2F, 請協助處理",網管,網路,電腦網路不通,無法取得 IP,網路
無線網路一直重覆登入,網管,網路,電腦網路不通,網路不斷出現驗證訊息,網路
網路孔不通（PG19A139）,網管,網路,電腦網路不通,網路不通 (QRDC),網路
北棟四樓(H2 BU) :最近無線網路斷斷續續的。  EX: 12123    PS. 北棟MIS系統處的無線網路最近也常常斷斷續續。,網管,網路,電腦網路不通,無線網路不通,網路
user 無法連線  #17899,網管,網路,電腦網路不通,網路不通 (QRDC),網路
System Uable to connect Local Network and WLAN  Ext:18362,網管,網路,電腦網路不通,網路不通 (QRDC),網路
User反應網路不通，IPT是好的，請幫忙處理，謝謝！分機17680,網管,網路,電腦網路不通,,網路
網路不通~驗證失敗,網管,網路,電腦網路不通,網路不斷出現驗證訊息,網路
network fail,網管,網路,電腦網路不通,網路不通 (QRDC),網路
network disconnect,網管,網路,電腦網路不通,網路不通 (QRDC),網路
網路連線斷斷續續，一直出現連線恢復連線中斷訊息。,網管,網路,電腦網路不通,網路不斷出現驗證訊息,網路
"網路不通,網路孔編號:PF18,A114  請撥分機:17263",網管,網路,電腦網路不通,網路不通 (QRDC),網路
#15639,網管,網路,電腦網路不通,無線網路不通,網路
分機:16822,網管,網路,電腦網路不通,網路不通 (QRDC),網路
無法連上網,網管,網路,電腦網路不通,網路不通 (QRDC),網路
NB4 測試 Lab 網路不通，Chad 已前往處理。,網管,網路,電腦網路不通,網路不通 (QRDC),網路
"使用者反應無線網路不通,抓不到無線 AP(Ext.13022)",網管,網路,電腦網路不通,無線網路不通,網路
wifi不通,網管,網路,電腦網路不通,網路不通 (QRDC),網路
部門同仁裡多人有類似情況,網管,網路,電腦網路不通,無線網路不通,網路
"分機17238,user反應疑似網路孔問題導致IP PHONE沒有畫面,網路孔編號A164",網管,網路,電腦網路不通,網路不通 (QRDC),網路
TEL:17377 網孔斷斷續續  孔號 D225  南棟 4F,網管,網路,電腦網路不通,網路不斷出現驗證訊息,網路
無線網路不通  #16236,網管,網路,電腦網路不通,無線網路不通,網路
電話不通 ..但接到別的插座是OK的~ 分機: 11850 (不過不通啦),網管,網路,電腦網路不通,網路不通 (QRDC),網路
"A028網路孔,有線網路無法連線",網管,網路,電腦網路不通,網路不通 (QRDC),網路
網路連線問題,網管,網路,電腦網路不通,網路不通 (QRDC),網路
"密碼過期,不斷出現驗證訊息!",網管,網路,電腦網路不通,網路不斷出現驗證訊息,網路
"北棟4樓 SIBU user反應 網孔shutdown (B270),請協助處理 #215040",網管,網路,電腦網路不通,網路不通 (QRDC),網路
網路不通,網管,網路,電腦網路不通,網路不通 (QRDC),網路
網路孔不通，編號：P016 A328  #15128,網管,網路,電腦網路不通,網路不通 (QRDC),網路
#15519  intranet network無法取得正常ip,網管,網路,電腦網路不通,無法取得 IP,網路
使用者無法登入網路.,網管,網路,電腦網路不通,網路不斷出現驗證訊息,網路
網路不通,網管,網路,電腦網路不通,網路不通 (QRDC),網路
北棟2F DTC網路不通,網管,網路,電腦網路不通,網路不通 (QRDC),網路
can''t login wireless,網管,網路,電腦網路不通,無線網路不通,網路
nb3 無線網路不通.,網管,網路,電腦網路不通,無線網路不通,網路
"南棟四樓, 座位上網孔不通",網管,網路,電腦網路不通,,網路
人在大陸無法進入qci站台，出現密碼過期，382-25661,網管,網路,電腦網路不通,網路不通 (QRDC),網路
孔號:B114。#11445,網管,網路,電腦網路不通,網路不通 (QRDC),網路
無法上網  聯絡電話：17635,網管,網路,電腦網路不通,網路不通 (TH20),網路
"網路不通, 造成IP Phone不通, 網孔號碼B94  TEL:11416",網管,網路,電腦網路不通,網路不通 (QRDC),網路
因重灌網卡驅動，公司網路驗證不見，outlook無法收公司郵件,網管,網路,電腦網路不通,網路不斷出現驗證訊息,網路
user大陸出差回qrdc 電腦網域為cn網域 想要可以連內部應用系統如收信 簽核 請協助設定,網管,網路,電腦網路不通,無法取得 IP,網路
user的網孔不通,網管,網路,電腦網路不通,網路不通 (QRDC),網路
北棟4樓H2BU網路不通。,網管,網路,電腦網路不通,網路不通 (QRDC),網路
有線無線網路機無法連,網管,網路,電腦網路不通,網路不通 (QRDC),網路
有線網路不斷出現驗證提示，無法連線。 #13073,網管,網路,電腦網路不通,網路不通 (QRDC),網路
無法登入,網管,網路,電腦網路不通,,網路
有線網路不通 #13650,網管,網路,電腦網路不通,網路不通 (QRDC),網路
桌機螢幕沒有顯示,網管,網路,電腦網路不通,網路不通 (QRDC),網路
"分機 : (385) 13428   人在QCMC , 不能上internet , 畫面會出現access denial , 過去曾經有發生過 , 可是能是密碼過期 , 之前是上IIS上改 , 但現在無法修改 , 想再請教解決 方式",網管,網路,電腦網路不通,網路不通 (QRDC),網路
"作業系統為VISTA, 開機登入電腦時出現user profile service無法登入, 請協助處理!",網管,網路,電腦網路不通,網路不通 (QRDC),網路
"在會議室,無法無線上網",網管,網路,電腦網路不通,無線網路不通,網路
網路連現異常,網管,網路,電腦網路不通,網路不通 (QRDC),網路
目前人在大陸，無法連線對外網站。分機：382-60301,網管,網路,電腦網路不通,網路不通 (QRDC),網路
網路不通    網孔編號:C344  TEL:12091,網管,網路,電腦網路不通,網路不通 (QRDC),網路
分機:13322  問題:網路速度異常緩慢，傳送檔案給客人一直失敗,網管,網路,電腦網路不通,網路不通 (QRDC),網路
"網路連線會出現""web page  blocked"", 此網路孔(B521)有跟MIS申請連外網, 要用來產品demo用",網管,網路,電腦網路不通,網路不通 (QRDC),網路
port shutdown,網管,網路,電腦網路不通,網路不通 (QRDC),網路
"USER說去日本出差回來,網路不通,但是經查詢已經有抓到IP192.168.1.70,分機5373",網管,網路,電腦網路不通,,網路
無法連線內部網路，已請J. H. Chang (張任宏)先行處理,網管,網路,電腦網路不通,網路不通 (QRDC),網路
無線網路不通，分機212597,網管,網路,電腦網路不通,無線網路不通,網路
無線網路連線異常，時常無法連線(一直處於認證中)或是時常斷線(連線不穩定)。,網管,網路,電腦網路不通,無線網路不通,網路
南棟511 (網孔P807 C007)  MVPN15453     網路孔不通,網管,網路,電腦網路不通,網路不通 (QRDC),網路
網路不通,網管,網路,電腦網路不通,網路不通 (QRDC),網路
"無去取得ip位址, 但去其它人的位置, 卻又可以取得 分機18585",網管,網路,電腦網路不通,無法取得 IP,網路
個人網路無法連結,網管,網路,電腦網路不通,,網路
無法連上網路，會一直反覆出現區域網路已拔除的訊息‧電腦拿到別的網路孔一樣無法連線‧  孔號：P216,網管,網路,電腦網路不通,無法取得 IP,網路
南棟3樓ES編號：C541有線網路都一直連到訪客的IP,網管,網路,電腦網路不通,網路不通 (QRDC),網路
"因應工作需求,將電腦版本由32位元升級成64位元,所以需要重新灌網域等相關資料.",網管,網路,電腦網路不通,網路不通 (QRDC),網路
出差回來後無法上網,網管,網路,電腦網路不通,網路不斷出現驗證訊息,網路
無法登入網域 TEL:15219,網管,網路,電腦網路不通,無法取得 IP,網路
"網路不通,無法上網.",網管,網路,電腦網路不通,網路不通 (QRDC),網路
抓不到Staff,網管,網路,電腦網路不通,無線網路不通,網路
網路不通,網管,網路,電腦網路不通,網路不通 (QRDC),網路
"Windows XP updated from SP2 to SP3, then network failed. (#11752)",網管,網路,電腦網路不通,網路不通 (QRDC),網路
staff 無法連線,網管,網路,電腦網路不通,無線網路不通,網路
wbu無線網路訊太弱.  分機:13120,網管,網路,電腦網路不通,無線網路不通,網路
網路不通.  #381-17072,網管,網路,電腦網路不通,網路不通 (QRDC),網路
無法連至公司內部網站。  分機：15368,網管,網路,電腦網路不通,網路不通 (QRDC),網路
網路一直出現驗證訊息，網孔編號 PG10：C130  ＃13095,網管,網路,電腦網路不通,網路不斷出現驗證訊息,網路
11/29晚上於北棟二樓PDC辦公室，和Intel con-call，使用skype web(商務用)，無法通話，幾乎無法連線。  1. 公司是否開始阻擋Skype?  2. 如果是，要如何申請權限？  3. 如果不是，是否能幫忙確認無線網路是否訊號正常？,網管,網路,電腦網路不通,無線網路不通,網路
改完密碼後網路無法使用 網孔:PM19 A283,網管,網路,電腦網路不通,網路不通 (QRDC),網路
分機:17435,網管,網路,電腦網路不通,無線網路不通,網路
"今天(8/27)原本不透過部門server無法連上網, 但此問題你們已幫我解決, 但現在無法透過部門server連上網, 在區域網路顯示網路8而非quanta.corp, 之前是可以連上網的",網管,網路,電腦網路不通,網路不通 (QRDC),網路
"USER位於北棟2F會計部,其印表機突然不能用",網管,網路,電腦網路不通,,網路
#15422  出差回台灣後發現連網路會跳出登入訊息，沒辦法正常使用網路,網管,網路,電腦網路不通,網路不通 (QRDC),網路
網孔編號：PG08 D128,網管,網路,電腦網路不通,網路不通 (QRDC),網路
"從11/1開始就電腦一直要求輸入憑證. Outlook跟商務版Skype一直很難連上, 也無法連上公司內部網頁  不管使用有線或是無線網路狀況都相同  連續兩天透過手機分享網路才能比較順暢的使用(但是仍會出現驗證訊息)",網管,網路,電腦網路不通,網路不斷出現驗證訊息,網路
"a network port is unactive , North 3 F port numbrt: A115",網管,網路,電腦網路不通,網路不通 (QRDC),網路
"連網路時會一直跳出連線視窗, 但是點選後還是無法連線  分機:18203",網管,網路,電腦網路不通,網路不通 (QRDC),網路
"網路孔編號(PF01 B097)不通,請幫忙處理,謝謝.",網管,網路,電腦網路不通,網路不通 (QRDC),網路
15540  無線網路不通,網管,網路,電腦網路不通,無線網路不通,網路
網孔A183 P115,網管,網路,電腦網路不通,網路不通 (QRDC),網路
A163網路孔不通,網管,網路,電腦網路不通,網路不通 (QRDC),網路
#16549  網孔：PK08V224,網管,網路,電腦網路不通,網路不通 (TH20),網路
有線網路無法連線 #10768,網管,網路,電腦網路不通,網路不通 (QRDC),網路
網路孔不通,網管,網路,電腦網路不通,網路不通 (QRDC),網路
myquant 無法顯示網頁,網管,網路,電腦網路不通,網路不通 (QRDC),網路
網路不通,網管,網路,電腦網路不通,網路不通 (QRDC),網路
Cannot use internet after back to taiwan. #17060,網管,網路,電腦網路不通,網路不通 (QRDC),網路
分機: 16540  問題: 有線網路沒辦法使用，但網孔正常，無線網路也正常。,網管,網路,電腦網路不通,網路不通 (QRDC),網路
無法使用網路#13088,網管,網路,電腦網路不通,網路不通 (QRDC),網路
有線網路無法連上Quanta網域(顯示為無法辨識的網路).,網管,網路,電腦網路不通,網路不通 (QRDC),網路
驗證不過,網管,網路,電腦網路不通,,網路
"工作機的有線網路孔壞掉, 自行買了USB-RG45 接口, 但不知如何設定, 無線網路無法看到Staff, 無法連上公司網路",網管,網路,電腦網路不通,網路不通 (QRDC),網路
對外網路不通,網管,網路,電腦網路不通,網路不通 (Taipei),網路
使用者密碼到期，未提示須變更密碼。目前無法連線上網。使用網路會出現存取錯誤訊息。 分機:15651,網管,網路,電腦網路不通,網路不斷出現驗證訊息,網路
出現需要驗證訊息，內部與連外網路均不通。,網管,網路,電腦網路不通,網路不斷出現驗證訊息,網路
網路經常需要重新驗證 網孔編號：C293.C498 ＃12259,網管,網路,電腦網路不通,網路不通 (QRDC),網路
user接上電腦後電話會被shutdown,網管,網路,電腦網路不通,,網路
User今天改完密碼後，就無法登入網域，請幫忙處理，謝謝！分機#17339,網管,網路,電腦網路不通,,網路
網路孔不通  PL10 A250  PL11 A251,網管,網路,電腦網路不通,網路不通 (QRDC),網路
有線網路不通，網路孔編號 PM01 B265,網管,網路,電腦網路不通,網路不通 (QRDC),網路
18362  網孔C514,網管,網路,電腦網路不通,網路不通 (QRDC),網路
"使用者無線網路可使用,但有線網路無法使用.",網管,網路,電腦網路不通,網路不通 (QRDC),網路
無法連線staff,網管,網路,電腦網路不通,無線網路不通,網路
工作機有線網路不通及電腦開機很慢,網管,網路,電腦網路不通,網路不通 (QRDC),網路
網路不通,網管,網路,電腦網路不通,網路不通 (QRDC),網路
有線跟無線都不通 請協助處理 謝謝  EXT:18101,網管,網路,電腦網路不通,網路不通 (QRDC),網路
近兩週無線網路無法使用,網管,網路,電腦網路不通,無線網路不通,網路
"斷線, 孔號B335,北5F,CDRC",網管,網路,電腦網路不通,網路不通 (QRDC),網路
網孔編號：C494,網管,網路,電腦網路不通,網路不通 (QRDC),網路
"南棟2F user(#11767)反應網孔(C233)無訊號,請協助處理,另外user反應此情形已經發生多次,煩請協助user檢查軟硬體設定.",網管,網路,電腦網路不通,,網路
"User昨日到MIS設定加入網域,帶回原部門使用發生不斷嘗試驗證,經查kb885453未安裝,但user自行安裝時會發生錯誤,無法正常安裝使用,煩請協助處理",網管,網路,電腦網路不通,網路不斷出現驗證訊息,網路
網路不通，分機:16289,網管,網路,電腦網路不通,網路不通 (QRDC),網路
網路不通,網管,網路,電腦網路不通,網路不通 (QRDC),網路
"南棟5樓user反應有線(D256),無線網路皆 無法使用,不確定密碼是過期,請協助處理  #12640",網管,網路,電腦網路不通,網路不通 (QRDC),網路
"原舊電腦已加入網域, 但因太久沒有使用, 新舊密碼皆無法登入內部網路",網管,網路,電腦網路不通,網路不通 (QRDC),網路
"使用者網孔不同. 號碼 PK02,A218",網管,網路,電腦網路不通,網路不通 (QRDC),網路
帳戶被鎖死,網管,網路,電腦網路不通,,網路
網路不通 請協助處理,網管,網路,電腦網路不通,網路不通 (QRDC),網路
"無法連線到HP網頁, 但同事可以",網管,網路,電腦網路不通,網路不通 (QRDC),網路
跳出認證錯誤訊息,網管,網路,電腦網路不通,網路不斷出現驗證訊息,網路
南棟317會議室訪客無法連上線路,網管,網路,電腦網路不通,網路不通 (QRDC),網路
北棟3樓IP PHONE不通，連絡分機12392,網管,網路,電腦網路不通,網路不通 (TH20),網路
"USER重昨天就不能連上網路,無法開啟網頁及收信",網管,網路,電腦網路不通,,網路
網路孔編號: PS09A417  分機: 12020,網管,網路,電腦網路不通,無法取得 IP,網路
"有兩個網路孔, 一個是 for Linux 使用, 因為換Notebook , 所以需要MIS重新讀新電腦的 Mac   此 port 是: PT24-A456",網管,網路,電腦網路不通,網路不通 (QRDC),網路
一直出現IP衝突的訊息  孔號PD21A068  分機:13730,網管,網路,電腦網路不通,無法取得 IP,網路
網孔編號：C349/ C347,網管,網路,電腦網路不通,網路不通 (QRDC),網路
"以無線或有線方式連內部網路皆連不上,請協助處理.謝謝  #12453",網管,網路,電腦網路不通,網路不通 (QRDC),網路
CAMP會員中心裡面的專案管理無法顯示畫面,網管,網路,電腦網路不通,網路不通 (QRDC),網路
"NB7(原NB4)部門搬遷,北棟7樓->5樓, 連接5樓無線網路需要金鑰",網管,網路,電腦網路不通,無線網路不通,網路
"USER的電腦網路不通,電話可正常使用,應該是驗證不過",網管,網路,電腦網路不通,,網路
printer無法列印,網管,網路,電腦網路不通,網路不通 (QRDC),網路
"分機45666  從QSMC到QCI出差 ,需要上網,需要您的幫忙",網管,網路,電腦網路不通,網路不通 (QRDC),網路
(無法登入網域 TEL:11334),網管,網路,電腦網路不通,無法取得 IP,網路
北棟六樓辦公室內的網路變很慢，請協助,網管,網路,電腦網路不通,網路不通 (QRDC),網路
做完windows update後無法登入網路,網管,網路,電腦網路不通,網路不通 (QRDC),網路
螢幕解鎖後網路會出現錯誤訊息   工作站與domain的信任關係 失敗,網管,網路,電腦網路不通,網路不通 (QRDC),網路
網路不斷驗證 #15502,網管,網路,電腦網路不通,網路不斷出現驗證訊息,網路
