,1_sentence,2_y_predict,3_y_predict_name,4_answer,5_answer_name,6_y_predict_probability
217,"網路,不通,網路,孔,pro8a",0,Outlook與郵件,3,網路,[0.77680814 0.22319192]
1768,"d10,宿舍,網路,不通,設定,conact,info,54",1,SAP,3,網路,[0.4902851  0.50971496]
12090,"sap,printer",0,Outlook與郵件,1,SAP,[0.87683797 0.12316199]
2692,"寄,公司,外部,mail,時時,發生,mail,寄,狀況,四前,皆,正常",1,SAP,0,Outlook與郵件,[0.12528063 0.8747194 ]
2414,"logon,sap298",0,Outlook與郵件,1,SAP,[0.86303085 0.13696918]
1134,"出勤,系統,補登,加班",0,Outlook與郵件,4,資訊系統,[0.8175751  0.18242496]
3344,"詢問,是否,dr,eye,提供,安裝,oswin7",0,Outlook與郵件,2,其他,[0.8263732  0.17362674]
8885,"網路,不通,網路",0,Outlook與郵件,3,網路,[0.828378   0.17162195]
5087,"電腦,鎖定,離開,後,網路,不通",0,Outlook與郵件,3,網路,[0.93413293 0.06586705]
13796,"有線,無線網路,問題",0,Outlook與郵件,3,網路,[0.88617724 0.11382274]
5666,"公司,外,vpn,撥入,一個月,前",0,Outlook與郵件,3,網路,[0.77838784 0.22161216]
11263,"加班,申請單,抽單,問題",0,Outlook與郵件,4,資訊系統,[0.791548 0.208452]
5281,"電腦,帳號,移除,q",0,Outlook與郵件,2,其他,[0.97245795 0.02754205]
423,"連到,portal,顯示,輸入,帳號密碼,輸入,後,畫面",0,Outlook與郵件,3,網路,[0.7844814  0.21551861]
4851,"mail,收發,問題",1,SAP,0,Outlook與郵件,[0.25371101 0.746289  ]
4818,"找到,es,網路",0,Outlook與郵件,3,網路,[0.92585576 0.07414418]
6515,"網路,驗證,ph18,c162",0,Outlook與郵件,3,網路,[0.7807899  0.21921009]
13454,"防毒,軟體,啟動,重開,機會,開機,時,跳出,安裝,防毒,訊息,進行,安裝,跳出,端點,已經,安裝,訊息",0,Outlook與郵件,2,其他,[0.81106573 0.18893431]
1103,"quanta,網域",0,Outlook與郵件,3,網路,[0.8639661 0.1360339]
11423,"mail,中,連結",1,SAP,0,Outlook與郵件,[0.13686591 0.86313415]
8698,"無線網路,抓不到,訊號",0,Outlook與郵件,3,網路,[0.76925504 0.23074488]
497,"使用,open,vpn,時連上,mybpm,首頁,再,link",0,Outlook與郵件,3,網路,[0.8739284  0.12607157]
11674,"網孔,編號,pm06b270",0,Outlook與郵件,3,網路,[0.8712334  0.12876658]
3825,"三位,新進人員,加入,nb6,audio,group",1,SAP,0,Outlook與郵件,[0.37778834 0.6222117 ]
68,"mac,公司,staff,網路",0,Outlook與郵件,3,網路,[0.9008232  0.09917679]
12136,"使用,有線,出現,quanta,corp,未經,授權,無線網路,不通",0,Outlook與郵件,3,網路,[0.8632438  0.13675618]
9370,"網路,孔,連線",0,Outlook與郵件,3,網路,[0.7592337  0.24076627]
5940,"識別證,刷,康達,館,進出,時間",0,Outlook與郵件,4,資訊系統,[0.72282183 0.2771782 ]
5968,"工作,機,連線,qco,04",1,SAP,3,網路,[0.33276823 0.66723174]
3378,"電腦,無線網路,開啟,後,staff,網路,連線",0,Outlook與郵件,3,網路,[0.92527735 0.07472267]
4461,"outlook,薪資單,公告單,設,密碼,mail",1,SAP,0,Outlook與郵件,[0.19052215 0.8094778 ]
8431,"logon,sap,168,or,sap,268",0,Outlook與郵件,1,SAP,[0.7884713  0.21152875]
13677,"取得,ip",0,Outlook與郵件,3,網路,[0.8466163  0.15338373]
11663,"電腦,玉,加入,廣達,網域",0,Outlook與郵件,3,網路,[0.5917998  0.40820023]
7297,"esbu,router,問題,導致,網路,不通",0,Outlook與郵件,3,網路,[0.72260225 0.27739775]
6825,"人員,帳號,帳號密碼,有效,camp,有事,返台,帶到,電腦,回來,需要,透過,camp,簽核,表單,請求,協助",0,Outlook與郵件,4,資訊系統,[0.53363997 0.46636006]
13993,"app2830,點,不開",0,Outlook與郵件,4,資訊系統,[0.88017386 0.11982607]
5631,"接,不到,網路",0,Outlook與郵件,2,其他,[0.87323374 0.12676622]
1066,"接,網孔,b247,連至,sever,進行,windowns,更新,網孔",0,Outlook與郵件,3,網路,[0.8943291  0.10567098]
12422,dasdas,0,Outlook與郵件,4,資訊系統,[0.67373884 0.3262612 ]
10070,"驗收單,問題,結單",0,Outlook與郵件,4,資訊系統,[0.8124298  0.18757023]
5745,"搜尋,不到,無線網路",0,Outlook與郵件,3,網路,[0.7209072  0.27909282]
759,"諮詢,目前,工作,機,連線,staff,無線網路,一臺,使用,ubuntu,工作,需求,希望,可連,上網,是否,直接,申請,加入,網域,即可",0,Outlook與郵件,3,網路,[0.65527594 0.34472406]
10857,"變更,密碼,後,電腦,登入,網路,出現,驗證,訊息",0,Outlook與郵件,3,網路,[0.8795637  0.12043628]
10573,"雲端,自動,跳出",0,Outlook與郵件,3,網路,[0.9452552 0.0547448]
9595,"網孔,b434,網路,不通",0,Outlook與郵件,3,網路,[0.88708365 0.11291636]
5448,"網點,d21nb3",0,Outlook與郵件,3,網路,[0.742757   0.25724295]
6086,"pdf,creator,轉檔,失敗",0,Outlook與郵件,2,其他,[0.7029216  0.29707834]
4761,"網路,訊號",0,Outlook與郵件,3,網路,[0.8415995  0.15840042]
10639,"網路,孔,不通,pt10a442",0,Outlook與郵件,3,網路,[0.68756104 0.31243896]
747,"無線網路,staff,請,協處",0,Outlook與郵件,3,網路,[0.92643905 0.07356095]
3376,"印表機,更換,新機,連線,傳真機,接通",0,Outlook與郵件,3,網路,[0.6519465  0.34805351]
9527,"outlook,收信,容量,不足,需要,幫忙,切割,資料夾,檔",1,SAP,0,Outlook與郵件,[0.3147672  0.68523276]
7571,"七點,以後,不到,mail",1,SAP,0,Outlook與郵件,[0.23313905 0.7668609 ]
5827,"網路,認證,失敗,上網,收信,變更,密碼",0,Outlook與郵件,3,網路,[0.5536541 0.4463459]
13557,"cannot,find,sap,form,after,sap,is,upgraded,n,in",0,Outlook與郵件,1,SAP,[0.7569206  0.24307944]
11134,"需,協助,抽單,電腦,申請單,單號,app72",0,Outlook與郵件,4,資訊系統,[0.8623412  0.13765876]
2284,"1,部門,內部,進行,設備,整合,動作,需要,部分,設備,約,400,項,odsm,device,id,變更,目前,系統,device,id,不能變更,請問,mis,可否,協助,變更,協助,圖檔,資料,匯出,目前,需,重新,編碼,device,id,屬,nb3rd1,分類為,aud,cam,car,dis,fc,km,lan,m,op,sim,tool,wi,2,目前,qdsm,系統,新增,device,設備,資訊,中,os,欄位,目前,僅有,win7,vista,xp,linux,wince,others,希望,新增,win8,win8.1,選項,維護,設備,資訊",0,Outlook與郵件,4,資訊系統,[0.56412524 0.4358747 ]
3363,"qrdcfs01,路徑,安裝,vnc",0,Outlook與郵件,3,網路,[0.9035588  0.09644126]
4815,"寄信,公司,外部,人,公司,內部,正常",1,SAP,0,Outlook與郵件,[0.39059427 0.60940576]
7238,"mail,server,設定,問題",1,SAP,0,Outlook與郵件,[0.06939887 0.9306011 ]
12201,"電腦,出現,開機,情況,啟動,功能,正常,電腦,log,in,quanta,server,目前,lync,outlook,使用",1,SAP,3,網路,[0.47275522 0.5272448 ]
3547,"需,開通,到,網站,瀏覽,權限",1,SAP,3,網路,[0.32924983 0.67075014]
8764,"sap,idrd10,tcc,進,去,qci,tyc",0,Outlook與郵件,1,SAP,[0.9218123  0.07818767]
11003,"表單,附件,下載,下載到,一部分,卡住",0,Outlook與郵件,4,資訊系統,[0.963096   0.03690391]
8634,"電腦,名稱,an",0,Outlook與郵件,2,其他,[0.9382528  0.06174713]
14117,"網路,不通,網孔,a286",0,Outlook與郵件,3,網路,[0.8579555  0.14204443]
184,"有線網路,不通,oswin7,cell,phone",0,Outlook與郵件,3,網路,[0.7121732  0.28782678]
7785,"新人,網孔,不通,pp02,d338",0,Outlook與郵件,3,網路,[0.7359323 0.2640677]
3040,"送,申請單,發生,錯誤,訊息",0,Outlook與郵件,4,資訊系統,[0.8185451  0.18145488]
1797,"南棟,2,樓,p15,網路,孔,不通",1,SAP,3,網路,[0.47454843 0.5254516 ]
9093,"sap,扣帳,功能,帳號,登入",0,Outlook與郵件,1,SAP,[0.83538276 0.16461723]
1690,"換,辦公室,之後,網路",0,Outlook與郵件,3,網路,[0.85973024 0.14026971]
11039,"pro,e,安裝",0,Outlook與郵件,2,其他,[0.56041324 0.4395868 ]
2871,"wifi,不通",0,Outlook與郵件,3,網路,[0.8368627  0.16313732]
4112,"安裝,詢問,安裝,路徑",0,Outlook與郵件,4,資訊系統,[0.81990695 0.18009306]
2031,"網路,改,密碼",0,Outlook與郵件,3,網路,[0.7067056  0.29329443]
3052,"使用,三星,設定,公司,outlook,mail,但設,畫面,faq,提供,設定,異常,因是,新人,無",1,SAP,0,Outlook與郵件,[0.2519341 0.7480659]
14090,"新進人員,加,網域",0,Outlook與郵件,3,網路,[0.5869506 0.4130494]
9054,"更改,密碼,後,上網,登入,本機,輸入,舊,密碼,登入",1,SAP,3,網路,[0.39073145 0.60926855]
7584,"外部,連回,公司,vpn",0,Outlook與郵件,3,網路,[0.914434   0.08556597]
1080,"zmza,can,t,use",0,Outlook與郵件,1,SAP,[0.85717154 0.1428285 ]
13486,"南棟,6,樓,有線網路",1,SAP,3,網路,[0.3094967 0.6905033]
13985,"6f,南棟,lc,bu,無線網路,十分,弱問,是否,reset",0,Outlook與郵件,3,網路,[0.5403266  0.45967337]
3297,"南棟,2,樓,s216,客戶,都連,不到,無線網路",1,SAP,3,網路,[0.45472443 0.54527557]
13080,"已,update,sap,ini",0,Outlook與郵件,1,SAP,[0.8997763  0.10022372]
1526,"斷訊,情況",0,Outlook與郵件,3,網路,[0.7507306  0.24926946]
3053,"office,project,需要,使用,英文版,需,重新安裝,package,更新",1,SAP,2,其他,[0.13112484 0.86887515]
5963,"mostec,com,tw,茂泰,科技,近日,茂泰,科技人員,反應,收到,mail,寄出,到茂泰,科技,人員,共有,5,名,未,傳遞,退回,mail,裡只,列出,4,名,未,列出,1,名,表示,收到,mail,已,重覆,寄,三次,",1,SAP,0,Outlook與郵件,[0.17705663 0.82294333]
2962,"本機,outlook,點開,後,loading,連上,mail",1,SAP,0,Outlook與郵件,[0.37288257 0.6271174 ]
4830,"不到,網址,hr8,mainpage,asp,做,簽核",0,Outlook與郵件,3,網路,[0.7801963  0.21980374]
13089,"a163,網路,孔,不通",0,Outlook與郵件,3,網路,[0.7724758  0.22752422]
10544,"收到,mail,常會,歸類為,垃圾郵件,已經,反映,兩三次",1,SAP,0,Outlook與郵件,[0.05795605 0.9420439 ]
4281,"can,t,log,in,qrdc",0,Outlook與郵件,3,網路,[0.7095932  0.29040682]
13634,csap27,0,Outlook與郵件,1,SAP,[0.7427901  0.25720987]
4519,"廣韻,基金會,1,20,廣誼廳,開,記者會,使用,151,會議室,當天,約,需要,20,訪客,帳號,以供,媒體,上網,安排",1,SAP,3,網路,[0.38960135 0.6103987 ]
4983,"can,not,use,268,general",0,Outlook與郵件,1,SAP,[0.86875385 0.13124612]
12385,"到,外部,網路",0,Outlook與郵件,3,網路,[0.76933366 0.23066634]
6567,"刪除,background,作業,sapf124",0,Outlook與郵件,1,SAP,[0.90517753 0.0948225 ]
4588,"彈性,福利金,核心,福利金,網頁,出現,顯示,網頁,",0,Outlook與郵件,4,資訊系統,[0.8564134 0.1435866]
12937,"sap,logon,fail",0,Outlook與郵件,1,SAP,[0.90736586 0.09263422]
1291,"無線網路,原,部門,正常,使用,但當,走,到,部門,會議室,時則",1,SAP,3,網路,[0.2548008  0.74519926]
3954,"sap,268,顯示,帳號,已經,logon,再次,login",0,Outlook與郵件,1,SAP,[0.83950984 0.16049016]
2379,"excel,打開,部分,檔案",0,Outlook與郵件,2,其他,[0.9224215  0.07757854]
11062,"回,mail,選,全部,回覆,mail,成,mail,造成,收不到,信",1,SAP,0,Outlook與郵件,[0.097706 0.902294]
3351,"s4,port,不通",0,Outlook與郵件,3,網路,[0.76748395 0.23251608]
1708,"網路,孔,編號,a512",0,Outlook與郵件,3,網路,[0.7396947 0.2603053]
13873,"supplier,s,web,can,t,link,www,speed,tech,com,tw",0,Outlook與郵件,3,網路,[0.8348726  0.16512737]
8027,"sap,業務,年,進料,紀錄",0,Outlook與郵件,1,SAP,[0.86522883 0.13477114]
10603,"欲,登入,268",0,Outlook與郵件,1,SAP,[0.8310206  0.16897944]
7709,"想改,quanta,登入,password",0,Outlook與郵件,3,網路,[0.8771685  0.12283152]
8383,"hp,vpn,遠端,桌面,連線到,taiqtadiv03,server,quanta,ip,10.241,57.8,正常,rnal,ip,220.128,79.105,正常,vpn,ip,146.204,78.186,異常",1,SAP,3,網路,[0.34281614 0.6571839 ]
9923,"使用,ftp,連結,廠商,廠商,對方,系統,問題,使用,ftp,時,出現,acct,proxy,password,錯誤,訊息",0,Outlook與郵件,2,其他,[0.7170474 0.2829526]
9655,"知道,sap,存檔",0,Outlook與郵件,1,SAP,[0.89768887 0.10231114]
12801,"取得,ip",0,Outlook與郵件,3,網路,[0.8466163  0.15338373]
9834,"因應,工作,需求,電腦,版本,32,位元,升級成,64,位元,需要,重新,灌,網域,資料",1,SAP,3,網路,[0.38893536 0.6110647 ]
7779,"open,vpn,問題",0,Outlook與郵件,3,網路,[0.8859878  0.11401219]
9878,"詢問,zve4,zfor,or,type,問題",0,Outlook與郵件,1,SAP,[0.6361203  0.36387962]
9682,"mis,先前,安裝,一臺,ubuntu,申請,開通,網路,802.1,x,認證,權限,申請單,問題,資訊,需求,申請單,發現,802.1,x,成功,認證,再次,將該,機器,網路線,接到,話機,後面,連線,似乎,b539,網孔,權限,失效,再,幫忙,一下,osubuntu,14.04,lts,mac74d02b7ef88c,ip10.241,128.26,網路,孔,b539,接到,話機,ph24b168,孔,成功,連線",0,Outlook與郵件,3,網路,[0.7592759  0.24072412]
9238,"華亞,大樓,收料,室,電腦網路,不通,port,pa15,b015",0,Outlook與郵件,3,網路,[0.769902 0.230098]
10299,"ctrix,中,按下,sap,icon,後,sap",0,Outlook與郵件,1,SAP,[0.93428326 0.06571668]
1195,"家裡,公司,電腦,sslvpn,連線",0,Outlook與郵件,3,網路,[0.96214586 0.03785411]
9615,"why,below,pr,can,not,be,released,to,po,in,sap,168,pr,atr31aam04pr,pr,atr32aem00,pr,atr34aem01",0,Outlook與郵件,1,SAP,[0.71753037 0.28246963]
1279,"南棟,bu116f,座位,網孔,編號",0,Outlook與郵件,3,網路,[0.62545234 0.37454763]
8139,"網孔,不通,pt18,b450",0,Outlook與郵件,3,網路,[0.8719901  0.12800993]
1755,"pk15a231,網路,燈號,亮",0,Outlook與郵件,3,網路,[0.71883285 0.28116712]
4578,"有線網路,不通,網孔,d438",0,Outlook與郵件,3,網路,[0.87784284 0.12215713]
6982,"mis,設定,ubuntu,server,10.243,28.10,加入,quanta,網域,使,藉由,proxy,對外,連上,internet",0,Outlook與郵件,3,網路,[0.7661851  0.23381488]
13519,"轉,部門,sap,帳號,希望,轉給,使用",0,Outlook與郵件,1,SAP,[0.8961395  0.10386043]
476,"公司,網域,出現,驗證,訊息",0,Outlook與郵件,3,網路,[0.8744476 0.1255524]
10628,"一兩個,月,收不到,寄發,會議,通知",0,Outlook與郵件,4,資訊系統,[0.9427894  0.05721058]
854,"回,後,網域,登入後,網路,印表機,插上,有線網路,則會,造成,作業系統",0,Outlook與郵件,3,網路,[0.807368   0.19263203]
7195,"網路,不通,網孔,a413",0,Outlook與郵件,3,網路,[0.84961176 0.15038826]
4954,"網孔,不通,ip,phone,網孔,編號,b087",0,Outlook與郵件,3,網路,[0.8846481  0.11535192]
5056,"電腦,機,操作",0,Outlook與郵件,2,其他,[0.9625235  0.03747647]
7177,"電腦,上網,正常,登入,公司,首頁,內部,網站,需要,每次,重新,登錄,網域,才行",1,SAP,4,資訊系統,[0.2502068 0.7497932]
9286,"can,t,access,sap",0,Outlook與郵件,1,SAP,[0.8497228  0.15027715]
8894,"請用,lync",0,Outlook與郵件,2,其他,[0.75425315 0.24574687]
13391,"輸入,帳號密碼,設定,連上,vendor,ftp,site",0,Outlook與郵件,3,網路,[0.7360373 0.2639627]
1841,"請起,一個,敘述,轉到,208,之後,錯誤",0,Outlook與郵件,1,SAP,[0.7684942  0.23150581]
12035,"座位,網路,port,故障,已,排除,路線,問題",0,Outlook與郵件,3,網路,[0.9097842  0.09021581]
768,citrix,0,Outlook與郵件,1,SAP,[0.67540216 0.32459778]
5338,"連上,sap",0,Outlook與郵件,1,SAP,[0.76404727 0.23595275]
6043,"安裝,orcad,軟體,到,軟體,位置,qciorcad01,orcad,software",1,SAP,3,網路,[0.13104692 0.8689531 ]
2303,"座位,旁,網路,孔,....,試過,別處,網路,孔,連線,問題",0,Outlook與郵件,3,網路,[0.68708044 0.3129195 ]
13604,"網路,孔,c250",0,Outlook與郵件,3,網路,[0.8057005  0.19429949]
2086,"camp,新舊,登出,後",0,Outlook與郵件,4,資訊系統,[0.6751988 0.3248012]
11225,"notebook,is,not,stable",0,Outlook與郵件,2,其他,[0.835561   0.16443901]
7507,"移動,印表機,後,網路,網路,孔,b415",0,Outlook與郵件,3,網路,[0.69388676 0.30611324]
4399,"無線網路,連不上,顯示,工作,逾時",0,Outlook與郵件,3,網路,[0.7727818  0.22721827]
10602,"詢問,登入,密碼",0,Outlook與郵件,1,SAP,[0.52693844 0.47306153]
3357,"使用,搬到,qrdc,後,login,sap",0,Outlook與郵件,1,SAP,[0.8378912  0.16210885]
7751,"跳出,需要,輸入,帳號密碼,提示,視窗",1,SAP,0,Outlook與郵件,[0.33029836 0.66970164]
9368,"myquanta,中,看不見,sap,應用程式",0,Outlook與郵件,1,SAP,[0.9705668  0.02943321]
10943,"remote,desktop,上網,but,webpage,shows,license,expired",0,Outlook與郵件,3,網路,[0.69741225 0.30258772]
1026,"連結,nb1,無線網路",0,Outlook與郵件,3,網路,[0.7962256  0.20377433]
8013,"瀏覽,網,達內,部,網頁",0,Outlook與郵件,3,網路,[0.82209885 0.17790118]
6709,"qits,建立,外部,帳號,外部,帳號,開通,後,email,提示,url,qits,出現,伺服器,錯誤,知道,是否,操作,環境,screenshot,可供參考",0,Outlook與郵件,4,資訊系統,[0.7167603  0.28323975]
14146,"created,第二層,帳號,rd10,下",0,Outlook與郵件,1,SAP,[0.7490925 0.2509075]
4734,"saplzqsd,下,include,lzqsduxx,中,include,lzqsdu10,z,get,reverse,po,from,168,程式,人,清空,現在,業務,開立,delivery",0,Outlook與郵件,1,SAP,[0.6721478 0.3278522]
13299,"無線網路,近日,穩定,突然,斷線,造成,會議,中斷,公司,課程,撥放,緩慢,遇到,同樣,問題,單一,個案",0,Outlook與郵件,3,網路,[0.6874157 0.3125843]
3253,"安裝,msn,離線,安裝版",0,Outlook與郵件,2,其他,[0.86236304 0.137637  ]
11932,"有線網路,突然,不通,目前,無線,上網,速度,緩慢,網孔",0,Outlook與郵件,3,網路,[0.5261687 0.4738313]
7688,"線上,系統,觀看,前要,下載,media,player,執行",0,Outlook與郵件,4,資訊系統,[0.68407756 0.31592238]
11555,"sap,顯示,遠瑞,連線,失敗",0,Outlook與郵件,1,SAP,[0.86303145 0.13696857]
11586,"msn,更新,後",0,Outlook與郵件,2,其他,[0.8189404  0.18105955]
6451,"無,zmpv,權限",0,Outlook與郵件,1,SAP,[0.73867905 0.26132095]
6078,"插入,新,網路卡,後,連線,詢問,是否,哪裏,需,設定,北棟,3,樓,a052",1,SAP,3,網路,[0.43181163 0.56818837]
13630,"168.268,318",0,Outlook與郵件,1,SAP,[0.8079855  0.19201455]
8061,"網路,孔,不通",0,Outlook與郵件,3,網路,[0.78147304 0.21852696]
5194,"登入,久置,後",0,Outlook與郵件,1,SAP,[0.83211136 0.16788863]
10897,"myquanta,myhr",0,Outlook與郵件,3,網路,[0.8720561  0.12794383]
9353,"只能,到,訪客,網路",0,Outlook與郵件,3,網路,[0.85719913 0.14280085]
3524,"申請加入,nb5,ops,簽核,流程,申請單,app13,5,16,申請,至今,停留,一年,請問,知道,......",0,Outlook與郵件,4,資訊系統,[0.7722384  0.22776163]
7124,"download,fail",0,Outlook與郵件,1,SAP,[0.60368234 0.39631763]
6694,"客戶,申請,無線網路,帳號,密碼,客戶,無線網路,位置,北棟,612,會議室,please,call",0,Outlook與郵件,3,網路,[0.62828016 0.3717198 ]
5605,"網路,連現,異常",0,Outlook與郵件,3,網路,[0.7592875  0.24071248]
13953,"之前,booking,會議室,卻,不行",0,Outlook與郵件,4,資訊系統,[0.7221288 0.2778712]
11022,"連的,server,反,應該,server,皆,正常",0,Outlook與郵件,3,網路,[0.56183976 0.43816024]
2134,"新,申請,電腦,調任,回台,處長,人事,異動,申請,流程,已,簽核,完成,兩天,填,電腦,申請單,時所,顯示,成本,單位,代碼,正確",0,Outlook與郵件,4,資訊系統,[0.6318841 0.3681159]
2739,"lyne,撥,外線",0,Outlook與郵件,2,其他,[0.7309448  0.26905513]
4506,"gob,申請,料號,申請,完,後半小時,系統,資料,匣中,看到,資料,上午,申請,到,目前,未,收到,訊息",0,Outlook與郵件,1,SAP,[0.60948765 0.39051232]
116,"port,fail,北棟,二樓",1,SAP,3,網路,[0.3881494 0.6118506]
4311,"客人,申請,無線網路,出現,address,unavaliable,account,",1,SAP,3,網路,[0.38152146 0.6184785 ]
12215,"windows,自動更新,後,上網,路",0,Outlook與郵件,3,網路,[0.52245736 0.4775426 ]
10480,"無線網路,到,北棟,七樓,使用,連線",1,SAP,3,網路,[0.4354944  0.56450564]
9515,"搜尋,不到,網域",0,Outlook與郵件,3,網路,[0.68827796 0.31172204]
772,"sap,登入,帳號密碼,遺失",0,Outlook與郵件,1,SAP,[0.90379184 0.0962082 ]
9732,"office,標,楷體,交,財務部,投抵,報告,bu,文件,匯整",0,Outlook與郵件,2,其他,[0.69836384 0.30163613]
10100,"詢問,ms,visual,studio,軟體,問題",0,Outlook與郵件,2,其他,[0.5462897 0.4537103]
12899,"內部,網站,連線,緩慢",1,SAP,3,網路,[0.27076358 0.7292364 ]
7291,"客戶,hp,反應,說,以下,ftp,site,1,外部,ip,220.128,79.32,210.61,111.215,內部,ip,10.241,144.7,2,外部,ip,220.128,79.225,210.61,111.214,內部,ip,10.241,144.2",1,SAP,3,網路,[0.46443138 0.5355686 ]
13445,"已,申請,訪客,網路,使用,bpm,申請單,號,app40",0,Outlook與郵件,3,網路,[0.8345839  0.16541606]
5339,"sap,zmpn,模組,價格,儲存,後會",0,Outlook與郵件,1,SAP,[0.70027196 0.29972804]
774,"客人,網頁,對外,網頁,正常,顯示",1,SAP,3,網路,[0.09914947 0.9008505 ]
10456,"帳號密碼,過期,無",0,Outlook與郵件,2,其他,[0.94500417 0.05499589]
3811,"下載,示波器,tool,卻,網站",0,Outlook與郵件,3,網路,[0.81672007 0.18327987]
5615,"早上,930,之前,mail,沒收,到",1,SAP,0,Outlook與郵件,[0.05005297 0.94994706]
13347,"客人,無線網路,連線,282,上網,路",1,SAP,3,網路,[0.33782446 0.66217554]
11849,"sap,logon,fail",0,Outlook與郵件,1,SAP,[0.90736586 0.09263422]
11583,"密碼,忘記",0,Outlook與郵件,2,其他,[0.7039294  0.29607058]
13290,"有線網路,驗證,失敗",0,Outlook與郵件,3,網路,[0.8738398  0.12616022]
5782,"無線網路,不通",0,Outlook與郵件,3,網路,[0.673025 0.326975]
8741,"mro,po,到期,通知,已經,刪單,展延,系統,寄,mail,通知",1,SAP,4,資訊系統,[0.38549733 0.61450267]
5321,"qsit,bdc995,project,start,project,出現,data,failed,請洽,mis,系統,管理者",0,Outlook與郵件,4,資訊系統,[0.74291974 0.25708026]
11365,"有限,無線,網路,突然,不通",0,Outlook與郵件,3,網路,[0.78862053 0.21137948]
5570,"上網,下載,軟體,每次,下載到,一半,存取,錯誤",0,Outlook與郵件,3,網路,[0.64670455 0.3532954 ]
9234,"上週,bpm,系統,發生,問題,時所,開立,訪客,申請單,現在,刪除",0,Outlook與郵件,4,資訊系統,[0.72597635 0.27402365]
13879,"microsft,系列,軟體,異常,終止,影響,作業,e,g,microsoft,powerpoint,outlook,etc,",1,SAP,2,其他,[0.44663236 0.5533676 ]
9239,"windows,開機,後,不斷,出現,驗證,訊息,上網",0,Outlook與郵件,3,網路,[0.88563675 0.11436318]
13679,"swqa,5f,c,區,網孔,全部,正常,連線,使用,檢查",1,SAP,3,網路,[0.47660968 0.5233903 ]
5025,"網孔,pp11,b347,網路,不通",0,Outlook與郵件,3,網路,[0.8833757  0.11662436]
5191,"電腦,上網,正常,登入,公司,首頁,內部,網站,需要,每次,重新,登錄,網域,才行",1,SAP,4,資訊系統,[0.2502068 0.7497932]
12767,"無線網路,設定,問題",0,Outlook與郵件,3,網路,[0.5286647  0.47133535]
5370,"中午,自動,掃讀,工作,機,速度,變慢,工作,有過,1300,還再,掃,重,電腦,停止,是否",0,Outlook與郵件,2,其他,[0.7160658 0.2839342]
7168,"有線網路,拿不到,ip",0,Outlook與郵件,3,網路,[0.8453314  0.15466857]
2576,"網路,不通,編號,pk12a228",0,Outlook與郵件,3,網路,[0.73121035 0.26878968]
8788,"has,trouble,printing,from,sap",0,Outlook與郵件,1,SAP,[0.8315317  0.16846836]
5775,"無線網路,輸入,帳密,後,出現,要求,密碼,密碼,過期",1,SAP,3,網路,[0.35852352 0.6414765 ]
4870,"連線至,客戶,指定,網頁",0,Outlook與郵件,3,網路,[0.65292615 0.34707382]
7692,"msn,fail,but,web,internet,ok",0,Outlook與郵件,3,網路,[0.8261375 0.1738625]
12244,"正常,登入,出勤,系統,表單",1,SAP,4,資訊系統,[0.30726352 0.6927365 ]
13927,"logon,sap",0,Outlook與郵件,1,SAP,[0.8876552  0.11234481]
12680,"尋問,sap,34account,問題,新人,報到,登,尋問,一下",0,Outlook與郵件,1,SAP,[0.628679   0.37132102]
10246,"androidguest,帳號,登入",0,Outlook與郵件,3,網路,[0.8160648 0.1839352]
6784,"有線,無線,公司,內部,網域",0,Outlook與郵件,3,網路,[0.65633386 0.3436661 ]
4911,"工作,需求,需連到,網站,公司,擋掉",0,Outlook與郵件,3,網路,[0.6645849 0.3354151]
2251,"下午,3,點前,正常,有時,email,寄,要花,半個,小時,機會,寄,mail,寄件,匣裡,目前,問題",1,SAP,0,Outlook與郵件,[0.20811784 0.79188216]
12315,"生產,大樓,b1,網路,不通",0,Outlook與郵件,3,網路,[0.5706204  0.42937958]
7547,"登入,內部,系統,不斷,出現,驗證,訊息",0,Outlook與郵件,3,網路,[0.61157393 0.38842607]
12198,"連上,sap",0,Outlook與郵件,1,SAP,[0.76404727 0.23595275]
9612,"希望,開通,實驗室,網路,孔,b277,北棟,2f,pcb,部門",1,SAP,3,網路,[0.45697376 0.54302627]
6495,"b3,動態分析,實驗室,網路,不通",0,Outlook與郵件,3,網路,[0.79007775 0.20992225]
11516,"網路,不通,孔號,p024d336",0,Outlook與郵件,3,網路,[0.7553736  0.24462639]
2041,"1,展開,outlook,中,公用,資料夾,2,開啟,outlook,訊息,outlook,結束,時未,正常,關閉,outlook,資料檔",1,SAP,0,Outlook與郵件,[0.3677581 0.6322419]
703,"電腦,開機",0,Outlook與郵件,2,其他,[0.92906845 0.07093153]
9333,"sap,34",0,Outlook與郵件,1,SAP,[0.80819833 0.1918017 ]
3480,"網路,不斷,驗證",0,Outlook與郵件,3,網路,[0.86258066 0.13741931]
13201,"有線網路,不通,新灌,電腦,an,qco,雲端,出現,下,錯誤,訊息,遠端,桌面,閘道,伺服器,憑證,已,到期,撤銷,電腦,連線到,遠端,電腦,網路,系統管理員,取得,協助",0,Outlook與郵件,3,網路,[0.81852263 0.18147732]
13662,"印表機,列印",0,Outlook與郵件,2,其他,[0.63979626 0.36020377]
8860,"無線,可連,有線網路,不通",0,Outlook與郵件,3,網路,[0.7326349  0.26736513]
